Abuse001_x264: [('Fighting', 0.30537155), ('Shooting', 0.18349612), ('Vandalism', 0.17987147), ('Normal Videos', 0.1674006), ('Arson', 0.16227728), ('Arrest', 0.12186389), ('Explosion', 0.11755353), ('Accident', 0.09152554), ('Abuse', 0.08819868), ('Stealing', 0.08510065), ('Burglary', 0.08301012), ('Robbery', 0.07686375), ('Assault', 0.072600104), ('Shoplifting', 0.047343165)]
Shooting008_x264: [('Shoplifting', 0.31333628), ('Burglary', 0.3102848), ('Vandalism', 0.30375913), ('Robbery', 0.29906002), ('Shooting', 0.27946424), ('Arrest', 0.274938), ('Stealing', 0.2744862), ('Normal Videos', 0.24697486), ('Fighting', 0.22236183), ('Explosion', 0.21207485), ('Assault', 0.19246311), ('Arson', 0.19209263), ('Abuse', 0.16122198), ('Accident', 0.11525618)]
Shooting009_x264: [('Burglary', 0.2832846), ('Robbery', 0.28259856), ('Shoplifting', 0.2770723), ('Stealing', 0.27369708), ('Normal Videos', 0.23985444), ('Vandalism', 0.23501965), ('Fighting', 0.19580674), ('Shooting', 0.18563369), ('Arrest', 0.17180628), ('Explosion', 0.16616273), ('Arson', 0.14168578), ('Abuse', 0.13126516), ('Assault', 0.131098), ('Accident', 0.111184314)]
Shooting010_x264: [('Vandalism', 0.29698923), ('Burglary', 0.27761292), ('Normal Videos', 0.24589737), ('Robbery', 0.2381143), ('Shoplifting', 0.23032647), ('Shooting', 0.22687313), ('Stealing', 0.22652307), ('Fighting', 0.20006463), ('Arrest', 0.18174034), ('Assault', 0.17981024), ('Explosion', 0.17383394), ('Accident', 0.15817964), ('Arson', 0.15574118), ('Abuse', 0.11711067)]
Shooting011_x264: [('Burglary', 0.31492066), ('Shooting', 0.25614005), ('Robbery', 0.25228736), ('Fighting', 0.2500657), ('Vandalism', 0.24353209), ('Stealing', 0.2367769), ('Shoplifting', 0.22395504), ('Assault', 0.21663195), ('Normal Videos', 0.21261375), ('Arrest', 0.20555137), ('Arson', 0.18131393), ('Abuse', 0.1738521), ('Accident', 0.16837424), ('Explosion', 0.09806736)]
Shooting012_x264: [('Vandalism', 0.37588108), ('Normal Videos', 0.25104237), ('Shooting', 0.25068957), ('Burglary', 0.25016838), ('Explosion', 0.24425027), ('Accident', 0.22809751), ('Arson', 0.22760989), ('Fighting', 0.22115853), ('Assault', 0.21929029), ('Robbery', 0.20879635), ('Abuse', 0.199052), ('Stealing', 0.19507705), ('Arrest', 0.18080074), ('Shoplifting', 0.16414021)]
Shooting013_x264: [('Burglary', 0.36738974), ('Robbery', 0.3230102), ('Arrest', 0.30814126), ('Normal Videos', 0.30718157), ('Shoplifting', 0.30691475), ('Stealing', 0.29777908), ('Vandalism', 0.28619966), ('Shooting', 0.27471015), ('Arson', 0.25008354), ('Assault', 0.21007186), ('Fighting', 0.1776594), ('Abuse', 0.17326108), ('Accident', 0.15417331), ('Explosion', 0.14596468)]
Shooting014_x264: [('Shoplifting', 0.3540533), ('Burglary', 0.35055196), ('Stealing', 0.33196658), ('Robbery', 0.32595083), ('Vandalism', 0.2678311), ('Arrest', 0.25920284), ('Shooting', 0.23371996), ('Normal Videos', 0.2324931), ('Fighting', 0.18835947), ('Abuse', 0.13800974), ('Arson', 0.13522044), ('Accident', 0.13474935), ('Assault', 0.13376006), ('Explosion', 0.11036342)]
Shooting015_x264: [('Burglary', 0.44584298), ('Shoplifting', 0.41839716), ('Robbery', 0.39886677), ('Vandalism', 0.37694085), ('Stealing', 0.36762455), ('Arrest', 0.32278633), ('Shooting', 0.30544072), ('Normal Videos', 0.30002284), ('Assault', 0.28325176), ('Fighting', 0.23883858), ('Explosion', 0.23310468), ('Arson', 0.22475691), ('Accident', 0.1915277), ('Abuse', 0.1668495)]
Shooting017_x264: [('Normal Videos', 0.33071452), ('Burglary', 0.29228178), ('Arrest', 0.28315502), ('Shooting', 0.2745691), ('Vandalism', 0.26094317), ('Robbery', 0.25823185), ('Accident', 0.23058404), ('Stealing', 0.22616819), ('Shoplifting', 0.22312105), ('Fighting', 0.20816965), ('Arson', 0.19453979), ('Explosion', 0.1693973), ('Assault', 0.16610518), ('Abuse', 0.16378713)]
Shooting018_x264: [('Shooting', 0.3004781), ('Normal Videos', 0.27625257), ('Fighting', 0.2528308), ('Robbery', 0.252559), ('Burglary', 0.2510785), ('Vandalism', 0.24506082), ('Shoplifting', 0.22403751), ('Stealing', 0.22219664), ('Explosion', 0.22133577), ('Arson', 0.20481297), ('Arrest', 0.19473758), ('Assault', 0.15222093), ('Abuse', 0.116589084), ('Accident', 0.08700304)]
Shooting019_x264: [('Burglary', 0.32046676), ('Vandalism', 0.32019395), ('Robbery', 0.3108166), ('Shooting', 0.3014419), ('Assault', 0.29004568), ('Fighting', 0.28681272), ('Shoplifting', 0.27763066), ('Accident', 0.27276433), ('Stealing', 0.26332125), ('Normal Videos', 0.23524739), ('Arrest', 0.22159758), ('Explosion', 0.21554881), ('Arson', 0.19245642), ('Abuse', 0.16637388)]
Shooting020_x264: [('Shoplifting', 0.3511521), ('Burglary', 0.33130118), ('Robbery', 0.32995278), ('Stealing', 0.3031177), ('Shooting', 0.2484694), ('Normal Videos', 0.24460635), ('Vandalism', 0.22613668), ('Arrest', 0.17492968), ('Assault', 0.17021443), ('Fighting', 0.14811096), ('Accident', 0.11977928), ('Arson', 0.11826823), ('Abuse', 0.087038875), ('Explosion', 0.07536414)]
Shooting021_x264: [('Burglary', 0.42348713), ('Normal Videos', 0.339917), ('Robbery', 0.3312832), ('Vandalism', 0.32824177), ('Shoplifting', 0.3123623), ('Stealing', 0.30365938), ('Shooting', 0.28396302), ('Arrest', 0.27880186), ('Arson', 0.26544106), ('Explosion', 0.22676961), ('Accident', 0.20536435), ('Fighting', 0.19380549), ('Assault', 0.19264999), ('Abuse', 0.177202)]
Shooting022_x264: [('Vandalism', 0.27530774), ('Fighting', 0.27102005), ('Shooting', 0.2562811), ('Accident', 0.22654383), ('Burglary', 0.21577817), ('Arrest', 0.21526155), ('Normal Videos', 0.21347666), ('Robbery', 0.19733061), ('Abuse', 0.18672323), ('Arson', 0.17941737), ('Stealing', 0.17733854), ('Explosion', 0.1478834), ('Shoplifting', 0.1364647), ('Assault', 0.11043039)]
Shooting023_x264: [('Burglary', 0.36517578), ('Robbery', 0.3535917), ('Arrest', 0.34978902), ('Vandalism', 0.34908432), ('Shoplifting', 0.33847332), ('Assault', 0.32130796), ('Stealing', 0.30213955), ('Fighting', 0.28169894), ('Shooting', 0.27205628), ('Normal Videos', 0.21975684), ('Explosion', 0.2190142), ('Arson', 0.2163673), ('Accident', 0.18393578), ('Abuse', 0.18160665)]
Shooting024_x264: [('Vandalism', 0.4505417), ('Burglary', 0.356346), ('Robbery', 0.35516363), ('Shoplifting', 0.33091348), ('Stealing', 0.3290848), ('Shooting', 0.27604517), ('Arrest', 0.25863218), ('Assault', 0.25314784), ('Fighting', 0.24555758), ('Arson', 0.23004252), ('Normal Videos', 0.21185718), ('Abuse', 0.20112239), ('Explosion', 0.16295967), ('Accident', 0.16234466)]
Shooting025_x264: [('Vandalism', 0.20455831), ('Normal Videos', 0.19974864), ('Explosion', 0.18854457), ('Arson', 0.16851166), ('Accident', 0.16700919), ('Shooting', 0.16014992), ('Fighting', 0.14291154), ('Arrest', 0.13770127), ('Assault', 0.10683654), ('Robbery', 0.10572626), ('Burglary', 0.10015093), ('Shoplifting', 0.07137732), ('Abuse', 0.07128532), ('Stealing', 0.0680756)]
Shooting026_x264: [('Vandalism', 0.29016858), ('Arrest', 0.28338823), ('Normal Videos', 0.26180267), ('Shooting', 0.25495324), ('Burglary', 0.25237262), ('Robbery', 0.23745632), ('Accident', 0.22422844), ('Stealing', 0.20345725), ('Shoplifting', 0.19713965), ('Assault', 0.1958655), ('Abuse', 0.18585998), ('Arson', 0.18481317), ('Fighting', 0.16283858), ('Explosion', 0.1116797)]
Shooting027_x264: [('Burglary', 0.37510115), ('Robbery', 0.31751317), ('Normal Videos', 0.31111464), ('Shooting', 0.29744947), ('Shoplifting', 0.29511344), ('Vandalism', 0.29022533), ('Arrest', 0.27621362), ('Stealing', 0.2706405), ('Arson', 0.25008947), ('Fighting', 0.19821507), ('Assault', 0.19531159), ('Explosion', 0.18592119), ('Accident', 0.16364494), ('Abuse', 0.10112494)]
Shooting028_x264: [('Burglary', 0.4178418), ('Robbery', 0.37493643), ('Vandalism', 0.365344), ('Shoplifting', 0.36063597), ('Stealing', 0.35027638), ('Shooting', 0.33035955), ('Arson', 0.32478654), ('Normal Videos', 0.28664535), ('Fighting', 0.27628893), ('Arrest', 0.27617532), ('Explosion', 0.2668701), ('Assault', 0.19445708), ('Abuse', 0.1685094), ('Accident', 0.1611098)]
Shooting029_x264: [('Vandalism', 0.42443663), ('Burglary', 0.38193205), ('Robbery', 0.3546923), ('Arrest', 0.35235777), ('Stealing', 0.3309061), ('Shoplifting', 0.32686388), ('Shooting', 0.31098753), ('Explosion', 0.29784334), ('Accident', 0.29004776), ('Normal Videos', 0.2508165), ('Arson', 0.22281107), ('Fighting', 0.17127395), ('Assault', 0.14703223), ('Abuse', 0.13954937)]
Shooting030_x264: [('Normal Videos', 0.2766528), ('Arrest', 0.2721038), ('Shooting', 0.25862852), ('Vandalism', 0.25737017), ('Burglary', 0.24708307), ('Fighting', 0.22354388), ('Stealing', 0.21325496), ('Robbery', 0.20222226), ('Shoplifting', 0.18718615), ('Accident', 0.17642194), ('Arson', 0.16809657), ('Abuse', 0.16362853), ('Explosion', 0.1319493), ('Assault', 0.12411544)]
Shooting031_x264: [('Burglary', 0.40802622), ('Robbery', 0.3905625), ('Vandalism', 0.38663465), ('Stealing', 0.34169036), ('Shoplifting', 0.3390975), ('Shooting', 0.33784568), ('Arrest', 0.31590682), ('Normal Videos', 0.26233172), ('Fighting', 0.2605614), ('Accident', 0.24204923), ('Abuse', 0.22167689), ('Arson', 0.22016829), ('Assault', 0.21603537), ('Explosion', 0.19958831)]
Shooting032_x264: [('Vandalism', 0.3351453), ('Fighting', 0.2903257), ('Shooting', 0.28865406), ('Robbery', 0.24537599), ('Arrest', 0.24028833), ('Burglary', 0.23640417), ('Assault', 0.23073225), ('Arson', 0.22202435), ('Explosion', 0.2173088), ('Stealing', 0.20985384), ('Shoplifting', 0.20700943), ('Normal Videos', 0.20171931), ('Abuse', 0.19833927), ('Accident', 0.18536669)]
Shooting033_x264: [('Vandalism', 0.34597135), ('Assault', 0.3098435), ('Burglary', 0.29048768), ('Robbery', 0.28440946), ('Shoplifting', 0.2503401), ('Stealing', 0.24315333), ('Fighting', 0.23935372), ('Accident', 0.23876953), ('Shooting', 0.23875207), ('Abuse', 0.21406071), ('Arrest', 0.18679507), ('Normal Videos', 0.18275085), ('Arson', 0.17533249), ('Explosion', 0.16774236)]
Shooting034_x264: [('Vandalism', 0.42017257), ('Burglary', 0.40191203), ('Robbery', 0.37900233), ('Shoplifting', 0.34019667), ('Stealing', 0.3316115), ('Arson', 0.30363688), ('Fighting', 0.30017722), ('Shooting', 0.2822541), ('Explosion', 0.27660078), ('Arrest', 0.2730227), ('Assault', 0.25598693), ('Normal Videos', 0.25188553), ('Accident', 0.23829332), ('Abuse', 0.18357533)]
Shooting036_x264: [('Burglary', 0.39783204), ('Vandalism', 0.34860754), ('Robbery', 0.3478331), ('Stealing', 0.31568062), ('Fighting', 0.314909), ('Shooting', 0.310728), ('Shoplifting', 0.29820392), ('Assault', 0.25576088), ('Abuse', 0.23687762), ('Normal Videos', 0.23516545), ('Arson', 0.23362821), ('Arrest', 0.21054284), ('Accident', 0.19446322), ('Explosion', 0.16460472)]
Shooting037_x264: [('Vandalism', 0.34109682), ('Robbery', 0.2848313), ('Burglary', 0.27323198), ('Shoplifting', 0.2649335), ('Arrest', 0.25770026), ('Accident', 0.2556787), ('Normal Videos', 0.25428805), ('Stealing', 0.25097144), ('Arson', 0.2441888), ('Fighting', 0.23166278), ('Shooting', 0.22473258), ('Abuse', 0.19636518), ('Explosion', 0.19535196), ('Assault', 0.18828177)]
Shooting038_x264: [('Vandalism', 0.28654164), ('Normal Videos', 0.22331867), ('Burglary', 0.19648765), ('Robbery', 0.18179394), ('Explosion', 0.17810446), ('Shoplifting', 0.1722697), ('Arrest', 0.17199469), ('Arson', 0.16920108), ('Abuse', 0.16896011), ('Fighting', 0.16267177), ('Stealing', 0.1618007), ('Shooting', 0.15415314), ('Accident', 0.14687486), ('Assault', 0.13843066)]
Shooting039_x264: [('Vandalism', 0.23381287), ('Arson', 0.20672196), ('Shoplifting', 0.19902116), ('Explosion', 0.19328266), ('Robbery', 0.18976976), ('Fighting', 0.18168262), ('Stealing', 0.17716062), ('Burglary', 0.17706144), ('Arrest', 0.16255304), ('Accident', 0.15002713), ('Shooting', 0.13788238), ('Normal Videos', 0.12568317), ('Abuse', 0.088829964), ('Assault', 0.080659166)]
Shooting040_x264: [('Robbery', 0.34175533), ('Arrest', 0.3387565), ('Burglary', 0.33423248), ('Shoplifting', 0.29928175), ('Stealing', 0.26970902), ('Vandalism', 0.26818264), ('Accident', 0.2431503), ('Normal Videos', 0.24314673), ('Shooting', 0.22512071), ('Arson', 0.20154437), ('Fighting', 0.19661677), ('Assault', 0.16120751), ('Explosion', 0.14885356), ('Abuse', 0.13708818)]
Shooting041_x264: [('Vandalism', 0.3606189), ('Burglary', 0.3542024), ('Robbery', 0.336348), ('Stealing', 0.3064342), ('Shoplifting', 0.2893749), ('Shooting', 0.27750325), ('Normal Videos', 0.27074003), ('Fighting', 0.25434428), ('Accident', 0.25211358), ('Arson', 0.24926195), ('Assault', 0.19835815), ('Arrest', 0.1947855), ('Abuse', 0.18821384), ('Explosion', 0.1621681)]
Shooting042_x264: [('Shoplifting', 0.3593008), ('Robbery', 0.35192722), ('Burglary', 0.35065845), ('Stealing', 0.32881302), ('Vandalism', 0.32256824), ('Shooting', 0.31125003), ('Fighting', 0.3019907), ('Arrest', 0.24094206), ('Assault', 0.23678702), ('Explosion', 0.2140392), ('Normal Videos', 0.21344806), ('Arson', 0.21076152), ('Abuse', 0.17286053), ('Accident', 0.066291355)]
Shooting043_x264: [('Burglary', 0.4523313), ('Vandalism', 0.43216714), ('Robbery', 0.42992002), ('Fighting', 0.39383107), ('Stealing', 0.3905213), ('Shoplifting', 0.38862112), ('Shooting', 0.35438448), ('Assault', 0.29841256), ('Normal Videos', 0.28701264), ('Explosion', 0.28332925), ('Arson', 0.28298786), ('Arrest', 0.27723837), ('Accident', 0.2686103), ('Abuse', 0.24492164)]
Shooting044_x264: [('Vandalism', 0.36069673), ('Burglary', 0.3044519), ('Robbery', 0.29871526), ('Shoplifting', 0.29630816), ('Stealing', 0.28233996), ('Fighting', 0.23520184), ('Arson', 0.23505521), ('Normal Videos', 0.20955503), ('Assault', 0.19606814), ('Explosion', 0.19500366), ('Arrest', 0.19012445), ('Accident', 0.18758476), ('Abuse', 0.17824754), ('Shooting', 0.1562292)]
Shooting046_x264: [('Vandalism', 0.33268422), ('Burglary', 0.22831205), ('Robbery', 0.22712848), ('Accident', 0.224783), ('Stealing', 0.22214), ('Explosion', 0.19781035), ('Abuse', 0.19473103), ('Shoplifting', 0.193418), ('Arrest', 0.1929453), ('Fighting', 0.16978073), ('Normal Videos', 0.16695395), ('Shooting', 0.15484637), ('Arson', 0.14750272), ('Assault', 0.11801033)]
Shooting047_x264: [('Shooting', 0.3288172), ('Vandalism', 0.31795567), ('Robbery', 0.26508707), ('Accident', 0.26035506), ('Burglary', 0.2424196), ('Arson', 0.23502967), ('Arrest', 0.22272824), ('Fighting', 0.2191497), ('Assault', 0.21119007), ('Stealing', 0.20330554), ('Abuse', 0.1975948), ('Normal Videos', 0.19408166), ('Explosion', 0.19314715), ('Shoplifting', 0.17808145)]
Shooting048_x264: [('Burglary', 0.3586645), ('Robbery', 0.35304213), ('Shoplifting', 0.33079508), ('Stealing', 0.31092766), ('Shooting', 0.20924062), ('Normal Videos', 0.20216793), ('Vandalism', 0.20074359), ('Arrest', 0.19256675), ('Assault', 0.17018406), ('Fighting', 0.14625892), ('Explosion', 0.06487153), ('Accident', 0.06116405), ('Abuse', 0.051453948), ('Arson', 0.048863687)]
Shooting050_x264: [('Vandalism', 0.35092843), ('Fighting', 0.29214692), ('Accident', 0.28457758), ('Shooting', 0.22234887), ('Explosion', 0.21662074), ('Arson', 0.21519026), ('Arrest', 0.19108006), ('Robbery', 0.18610755), ('Normal Videos', 0.17303006), ('Assault', 0.17192285), ('Abuse', 0.16218531), ('Stealing', 0.15300176), ('Burglary', 0.13462377), ('Shoplifting', 0.12874013)]
Shooting051_x264: [('Vandalism', 0.36402965), ('Robbery', 0.28344518), ('Fighting', 0.2717765), ('Shooting', 0.2605611), ('Burglary', 0.25396678), ('Accident', 0.24573979), ('Arson', 0.2349346), ('Arrest', 0.22727086), ('Stealing', 0.214605), ('Explosion', 0.21159413), ('Normal Videos', 0.21151337), ('Shoplifting', 0.20554894), ('Assault', 0.19178566), ('Abuse', 0.17898631)]
Shooting052_x264: [('Vandalism', 0.24456105), ('Normal Videos', 0.23628044), ('Arson', 0.21590757), ('Robbery', 0.19378386), ('Burglary', 0.19166033), ('Fighting', 0.18858048), ('Shooting', 0.18191805), ('Explosion', 0.17983821), ('Stealing', 0.1696628), ('Shoplifting', 0.16453874), ('Accident', 0.1493443), ('Arrest', 0.14193943), ('Abuse', 0.1405676), ('Assault', 0.1198269)]
Shooting053_x264: [('Burglary', 0.52880096), ('Robbery', 0.52829987), ('Shoplifting', 0.504773), ('Stealing', 0.4556901), ('Arrest', 0.35793436), ('Shooting', 0.35653394), ('Vandalism', 0.3525471), ('Assault', 0.33909923), ('Fighting', 0.30131334), ('Explosion', 0.26337922), ('Arson', 0.26125956), ('Normal Videos', 0.2596), ('Abuse', 0.2393412), ('Accident', 0.14807129)]
Shooting054_x264: [('Normal Videos', 0.23397456), ('Shooting', 0.22183406), ('Fighting', 0.21663314), ('Vandalism', 0.20165074), ('Robbery', 0.175021), ('Burglary', 0.1695609), ('Arrest', 0.16588229), ('Shoplifting', 0.16511568), ('Arson', 0.15036607), ('Stealing', 0.1410945), ('Explosion', 0.124535605), ('Accident', 0.1197824), ('Abuse', 0.1068947), ('Assault', 0.09915935)]
Shoplifting001_x264: [('Burglary', 0.38837257), ('Robbery', 0.3815509), ('Shoplifting', 0.35305476), ('Stealing', 0.34286118), ('Shooting', 0.32135582), ('Arrest', 0.25945202), ('Normal Videos', 0.25056162), ('Vandalism', 0.2336408), ('Fighting', 0.19953665), ('Assault', 0.18656036), ('Accident', 0.16861859), ('Arson', 0.13180715), ('Abuse', 0.10493992), ('Explosion', 0.0878014)]
Shoplifting003_x264: [('Vandalism', 0.25541866), ('Robbery', 0.24296102), ('Shoplifting', 0.23858908), ('Burglary', 0.23103304), ('Stealing', 0.22037101), ('Shooting', 0.20451912), ('Normal Videos', 0.18997385), ('Accident', 0.18548298), ('Fighting', 0.17312662), ('Arrest', 0.16962758), ('Assault', 0.15963736), ('Explosion', 0.15012175), ('Arson', 0.115829095), ('Abuse', 0.0978809)]
Shoplifting004_x264: [('Robbery', 0.3384458), ('Shooting', 0.30353284), ('Burglary', 0.30260473), ('Vandalism', 0.29838735), ('Arrest', 0.2978992), ('Stealing', 0.29251838), ('Abuse', 0.26350096), ('Normal Videos', 0.26283026), ('Shoplifting', 0.25749165), ('Fighting', 0.2555548), ('Accident', 0.23437008), ('Assault', 0.22622102), ('Arson', 0.18292731), ('Explosion', 0.15864182)]
Shoplifting005_x264: [('Normal Videos', 0.35219923), ('Shoplifting', 0.33275872), ('Burglary', 0.33148015), ('Robbery', 0.31435817), ('Stealing', 0.2934413), ('Shooting', 0.27610314), ('Vandalism', 0.249506), ('Arrest', 0.2305069), ('Fighting', 0.21803008), ('Assault', 0.1642235), ('Arson', 0.1540303), ('Accident', 0.13529661), ('Abuse', 0.1307812), ('Explosion', 0.12468563)]
Shoplifting006_x264: [('Burglary', 0.5349443), ('Robbery', 0.5233086), ('Shoplifting', 0.49793693), ('Stealing', 0.4683538), ('Arrest', 0.35698223), ('Vandalism', 0.35463288), ('Shooting', 0.30127358), ('Normal Videos', 0.28739217), ('Assault', 0.2726907), ('Abuse', 0.26326734), ('Arson', 0.22841032), ('Accident', 0.21523641), ('Fighting', 0.21163628), ('Explosion', 0.17818412)]
Shoplifting007_x264: [('Shoplifting', 0.2455893), ('Robbery', 0.23467283), ('Stealing', 0.22987705), ('Burglary', 0.22465086), ('Vandalism', 0.20235333), ('Abuse', 0.20072195), ('Fighting', 0.20063177), ('Normal Videos', 0.18273517), ('Arrest', 0.150566), ('Shooting', 0.13860264), ('Arson', 0.11866126), ('Assault', 0.11056073), ('Accident', 0.09498687), ('Explosion', 0.05620068)]
Shoplifting008_x264: [('Fighting', 0.2251588), ('Vandalism', 0.16985762), ('Stealing', 0.15814987), ('Normal Videos', 0.15512586), ('Abuse', 0.14646539), ('Burglary', 0.14104806), ('Shooting', 0.14029837), ('Robbery', 0.12797983), ('Accident', 0.12783092), ('Arrest', 0.12421928), ('Shoplifting', 0.11489737), ('Arson', 0.10328947), ('Assault', 0.06805408), ('Explosion', 0.05846113)]
Shoplifting009_x264: [('Robbery', 0.49466228), ('Shoplifting', 0.46651193), ('Burglary', 0.45337164), ('Stealing', 0.41766942), ('Shooting', 0.3247964), ('Arrest', 0.321625), ('Vandalism', 0.3188155), ('Assault', 0.28137964), ('Abuse', 0.23692709), ('Normal Videos', 0.22133934), ('Fighting', 0.18756516), ('Explosion', 0.16757342), ('Arson', 0.16406533), ('Accident', 0.1608704)]
Shoplifting010_x264: [('Robbery', 0.28094208), ('Arrest', 0.27233744), ('Shooting', 0.26523075), ('Burglary', 0.26400936), ('Vandalism', 0.2611993), ('Stealing', 0.22981769), ('Shoplifting', 0.22615458), ('Accident', 0.22398493), ('Explosion', 0.21591559), ('Assault', 0.16971855), ('Arson', 0.1635414), ('Normal Videos', 0.15342382), ('Fighting', 0.13329196), ('Abuse', 0.11792015)]
Shoplifting012_x264: [('Normal Videos', 0.2744903), ('Burglary', 0.2543568), ('Vandalism', 0.25144845), ('Robbery', 0.24301893), ('Stealing', 0.24225667), ('Shoplifting', 0.2216987), ('Fighting', 0.20453759), ('Assault', 0.1951111), ('Accident', 0.19184603), ('Shooting', 0.17757359), ('Abuse', 0.17533365), ('Arrest', 0.15833522), ('Explosion', 0.12933812), ('Arson', 0.117589846)]
Shoplifting013_x264: [('Shoplifting', 0.36182505), ('Burglary', 0.31699088), ('Robbery', 0.30567923), ('Stealing', 0.30262944), ('Vandalism', 0.23619817), ('Normal Videos', 0.22637904), ('Shooting', 0.21313706), ('Fighting', 0.19872802), ('Arrest', 0.17594191), ('Arson', 0.14434579), ('Assault', 0.1400659), ('Abuse', 0.13951075), ('Explosion', 0.13930774), ('Accident', 0.052484166)]
Shoplifting014_x264: [('Shoplifting', 0.46159762), ('Burglary', 0.41475904), ('Robbery', 0.4089452), ('Stealing', 0.3976288), ('Arrest', 0.2795406), ('Vandalism', 0.2713507), ('Normal Videos', 0.23833898), ('Assault', 0.22790623), ('Shooting', 0.22437876), ('Abuse', 0.21335202), ('Fighting', 0.14674693), ('Accident', 0.13853577), ('Arson', 0.13243382), ('Explosion', 0.09892625)]
Shoplifting015_x264: [('Shoplifting', 0.33609575), ('Burglary', 0.3175032), ('Robbery', 0.30072904), ('Stealing', 0.29373813), ('Vandalism', 0.2699641), ('Normal Videos', 0.26775485), ('Shooting', 0.24914035), ('Fighting', 0.2059663), ('Arrest', 0.19652376), ('Arson', 0.176377), ('Explosion', 0.15939161), ('Assault', 0.14584292), ('Abuse', 0.11412008), ('Accident', 0.08152195)]
Shoplifting016_x264: [('Burglary', 0.49797696), ('Robbery', 0.46898434), ('Shoplifting', 0.45754555), ('Stealing', 0.4348259), ('Vandalism', 0.402749), ('Arrest', 0.34471312), ('Shooting', 0.300381), ('Normal Videos', 0.2963023), ('Fighting', 0.29420093), ('Abuse', 0.29301068), ('Arson', 0.28952587), ('Assault', 0.27949613), ('Explosion', 0.23908558), ('Accident', 0.17898317)]
Shoplifting017_x264: [('Burglary', 0.46135637), ('Shoplifting', 0.44248503), ('Robbery', 0.43492523), ('Stealing', 0.3955961), ('Shooting', 0.35853273), ('Normal Videos', 0.34649688), ('Arrest', 0.34127998), ('Vandalism', 0.28778416), ('Assault', 0.23858136), ('Fighting', 0.19262266), ('Arson', 0.17569472), ('Explosion', 0.15677106), ('Accident', 0.13302304), ('Abuse', 0.11810036)]
Shoplifting018_x264: [('Shoplifting', 0.49870604), ('Burglary', 0.46741083), ('Robbery', 0.46496224), ('Stealing', 0.43038067), ('Arrest', 0.2891147), ('Vandalism', 0.2566488), ('Shooting', 0.24737304), ('Assault', 0.23580307), ('Normal Videos', 0.20600885), ('Abuse', 0.14721574), ('Fighting', 0.12018268), ('Explosion', 0.097852916), ('Arson', 0.089617014), ('Accident', 0.0804428)]
Shoplifting019_x264: [('Arrest', 0.27993265), ('Shooting', 0.25838903), ('Vandalism', 0.25632417), ('Robbery', 0.2432119), ('Burglary', 0.24289414), ('Explosion', 0.23896746), ('Fighting', 0.23490337), ('Shoplifting', 0.22571458), ('Arson', 0.21971768), ('Stealing', 0.21189359), ('Assault', 0.18057746), ('Normal Videos', 0.1703649), ('Abuse', 0.13191155), ('Accident', 0.08670167)]
Shoplifting020_x264: [('Shoplifting', 0.48190328), ('Robbery', 0.4698369), ('Burglary', 0.45446858), ('Stealing', 0.4159003), ('Arrest', 0.31332338), ('Vandalism', 0.28366008), ('Shooting', 0.27782494), ('Assault', 0.20871057), ('Abuse', 0.18826236), ('Normal Videos', 0.18347636), ('Arson', 0.16372386), ('Explosion', 0.14523527), ('Fighting', 0.13538633), ('Accident', 0.1254138)]
Shoplifting021_x264: [('Burglary', 0.27194303), ('Robbery', 0.26049474), ('Fighting', 0.25894934), ('Vandalism', 0.25629812), ('Stealing', 0.25310668), ('Shoplifting', 0.24915496), ('Normal Videos', 0.22261718), ('Shooting', 0.20862627), ('Arrest', 0.18078053), ('Abuse', 0.1673761), ('Arson', 0.15456049), ('Explosion', 0.11445764), ('Assault', 0.1051836), ('Accident', 0.0976664)]
Shoplifting022_x264: [('Vandalism', 0.25167352), ('Fighting', 0.23028424), ('Shoplifting', 0.22579843), ('Robbery', 0.20768812), ('Stealing', 0.20446938), ('Normal Videos', 0.20215979), ('Burglary', 0.1775759), ('Shooting', 0.17553973), ('Arrest', 0.16811825), ('Abuse', 0.13532124), ('Assault', 0.13124028), ('Explosion', 0.13037324), ('Accident', 0.11254999), ('Arson', 0.11046764)]
Shoplifting024_x264: [('Shooting', 0.25394082), ('Normal Videos', 0.2289288), ('Vandalism', 0.22069578), ('Fighting', 0.21349895), ('Burglary', 0.21058616), ('Accident', 0.19244161), ('Arrest', 0.17362636), ('Stealing', 0.15582636), ('Arson', 0.15219903), ('Robbery', 0.15116462), ('Shoplifting', 0.13788077), ('Explosion', 0.10965297), ('Abuse', 0.09949915), ('Assault', 0.06922771)]
Shoplifting025_x264: [('Burglary', 0.3635009), ('Shoplifting', 0.36177453), ('Robbery', 0.3330817), ('Stealing', 0.33166644), ('Vandalism', 0.28116718), ('Shooting', 0.22325891), ('Fighting', 0.20699444), ('Normal Videos', 0.19849962), ('Arrest', 0.19608793), ('Arson', 0.16655776), ('Abuse', 0.15474655), ('Assault', 0.12890512), ('Explosion', 0.09402935), ('Accident', 0.06669576)]
