Abuse001_x264: [('Fighting', 0.2473864), ('Assault', 0.24733552), ('Abuse', 0.22662574), ('Explosion', 0.2183716), ('Burglary', 0.21833363), ('Arrest', 0.19959828), ('Vandalism', 0.19219466), ('Robbery', 0.18040663), ('Normal_Videos_', 0.1694072), ('Arson', 0.15237531), ('RoadAccidents', 0.1517644), ('Shooting', 0.14273702), ('Stealing', 0.13822368), ('Shoplifting', 0.11471912)]
Normal_Videos265_x264: [('Normal_Videos_', 0.32984647), ('Explosion', 0.19448942), ('Vandalism', 0.15843596), ('Burglary', 0.15298066), ('Arrest', 0.13692002), ('Shooting', 0.13612282), ('Stealing', 0.13011159), ('Abuse', 0.12292201), ('RoadAccidents', 0.106246054), ('Robbery', 0.10525806), ('Shoplifting', 0.10500834), ('Arson', 0.096433476), ('Fighting', 0.06526247), ('Assault', 0.050931897)]
Normal_Videos266_x264: [('RoadAccidents', 0.45074683), ('Normal_Videos_', 0.38158524), ('Arrest', 0.24008833), ('Vandalism', 0.23398945), ('Explosion', 0.23155673), ('Arson', 0.21662056), ('Abuse', 0.21341975), ('Burglary', 0.20985529), ('Robbery', 0.20398399), ('Stealing', 0.19735788), ('Shooting', 0.18858261), ('Shoplifting', 0.17539147), ('Assault', 0.1630014), ('Fighting', 0.15889546)]
Normal_Videos267_x264: [('Normal_Videos_', 0.34596008), ('RoadAccidents', 0.27028304), ('Explosion', 0.19373935), ('Robbery', 0.17925352), ('Shooting', 0.17814022), ('Arson', 0.17705661), ('Burglary', 0.1691803), ('Vandalism', 0.15421969), ('Shoplifting', 0.1510298), ('Stealing', 0.14351836), ('Arrest', 0.13705322), ('Fighting', 0.09654507), ('Abuse', 0.0927242), ('Assault', 0.07972078)]
Normal_Videos268_x264: [('Fighting', 0.21288949), ('Normal_Videos_', 0.19086929), ('Explosion', 0.18238738), ('Shooting', 0.17527011), ('Assault', 0.17345919), ('Arrest', 0.16770525), ('Vandalism', 0.16706233), ('Burglary', 0.13861015), ('Arson', 0.1379936), ('Shoplifting', 0.12879592), ('Abuse', 0.107875705), ('Stealing', 0.10129741), ('RoadAccidents', 0.09913261), ('Robbery', 0.09653481)]
Normal_Videos269_x264: [('Vandalism', 0.1844568), ('Normal_Videos_', 0.17544821), ('Fighting', 0.17035303), ('Robbery', 0.15942407), ('Arson', 0.15933314), ('Burglary', 0.15867418), ('Shoplifting', 0.15122262), ('Explosion', 0.14986125), ('Stealing', 0.14797044), ('Shooting', 0.14699039), ('Abuse', 0.12574825), ('Arrest', 0.10294038), ('Assault', 0.09157981), ('RoadAccidents', 0.07186437)]
Normal_Videos270_x264: [('Normal_Videos_', 0.32867932), ('RoadAccidents', 0.28665575), ('Explosion', 0.1534013), ('Vandalism', 0.13400415), ('Shooting', 0.13143295), ('Burglary', 0.123547815), ('Fighting', 0.11570209), ('Shoplifting', 0.1115735), ('Robbery', 0.11027815), ('Stealing', 0.10926427), ('Abuse', 0.106428444), ('Arson', 0.10243495), ('Arrest', 0.09327096), ('Assault', 0.07594949)]
Normal_Videos271_x264: [('Shoplifting', 0.1973257), ('Explosion', 0.19731385), ('Burglary', 0.19072336), ('Stealing', 0.1807383), ('RoadAccidents', 0.16484702), ('Vandalism', 0.1342093), ('Shooting', 0.12892361), ('Robbery', 0.12591028), ('Fighting', 0.12549546), ('Arson', 0.11837591), ('Normal_Videos_', 0.11002685), ('Abuse', 0.103979535), ('Arrest', 0.08368969), ('Assault', 0.07280237)]
Normal_Videos272_x264: [('Shoplifting', 0.26255417), ('Normal_Videos_', 0.21738997), ('Robbery', 0.19393602), ('Stealing', 0.1905769), ('Burglary', 0.172328), ('Explosion', 0.14537843), ('Fighting', 0.1305264), ('Arrest', 0.13017991), ('Vandalism', 0.12811898), ('Abuse', 0.12737198), ('Shooting', 0.1203186), ('RoadAccidents', 0.0902718), ('Assault', 0.085727654), ('Arson', 0.040847905)]
Normal_Videos273_x264: [('Shoplifting', 0.27381736), ('Normal_Videos_', 0.18473226), ('Robbery', 0.15440941), ('Burglary', 0.15407644), ('Fighting', 0.15087965), ('Explosion', 0.13856943), ('Vandalism', 0.13802285), ('Arrest', 0.13154341), ('Stealing', 0.12792575), ('Shooting', 0.103021175), ('RoadAccidents', 0.083813146), ('Arson', 0.06993708), ('Abuse', 0.06312859), ('Assault', 0.060077064)]
Normal_Videos274_x264: [('Normal_Videos_', 0.24511378), ('Explosion', 0.17972288), ('Burglary', 0.17532396), ('Arrest', 0.17271024), ('Vandalism', 0.16904655), ('Stealing', 0.15331227), ('Abuse', 0.15264554), ('Fighting', 0.1362879), ('Shooting', 0.11578512), ('Robbery', 0.1099154), ('Assault', 0.104569525), ('RoadAccidents', 0.10166702), ('Arson', 0.09793484), ('Shoplifting', 0.073512845)]
Normal_Videos275_x264: [('RoadAccidents', 0.37748966), ('Normal_Videos_', 0.34886515), ('Arrest', 0.23205364), ('Burglary', 0.21270648), ('Shooting', 0.19871023), ('Robbery', 0.19618553), ('Shoplifting', 0.18937542), ('Explosion', 0.18837257), ('Vandalism', 0.18460447), ('Arson', 0.18245435), ('Assault', 0.16962267), ('Stealing', 0.15879354), ('Abuse', 0.14112817), ('Fighting', 0.13849322)]
Normal_Videos276_x264: [('Normal_Videos_', 0.299549), ('Stealing', 0.20469849), ('Burglary', 0.16853982), ('Vandalism', 0.16844681), ('Abuse', 0.1616851), ('Fighting', 0.16005495), ('Shoplifting', 0.15035535), ('Shooting', 0.14956255), ('Arrest', 0.141722), ('Robbery', 0.13054645), ('RoadAccidents', 0.1274694), ('Explosion', 0.112576485), ('Arson', 0.10994984), ('Assault', 0.101274885)]
Normal_Videos277_x264: [('Normal_Videos_', 0.33675772), ('Burglary', 0.21602356), ('Stealing', 0.21155125), ('Robbery', 0.20589921), ('Explosion', 0.19964302), ('Vandalism', 0.19337615), ('Abuse', 0.18460259), ('Fighting', 0.18016991), ('Arrest', 0.16845173), ('Assault', 0.16449207), ('RoadAccidents', 0.16389745), ('Shooting', 0.15976779), ('Arson', 0.15745166), ('Shoplifting', 0.15189539)]
Normal_Videos278_x264: [('Normal_Videos_', 0.35951954), ('RoadAccidents', 0.27680975), ('Abuse', 0.22393243), ('Robbery', 0.22269315), ('Explosion', 0.215695), ('Fighting', 0.21083495), ('Arson', 0.2077666), ('Assault', 0.20007111), ('Shooting', 0.19332781), ('Vandalism', 0.19174117), ('Stealing', 0.1861541), ('Burglary', 0.17460176), ('Shoplifting', 0.16881841), ('Arrest', 0.15505835)]
Normal_Videos279_x264: [('RoadAccidents', 0.35585457), ('Normal_Videos_', 0.32225594), ('Explosion', 0.23077744), ('Robbery', 0.1925278), ('Shooting', 0.1893299), ('Burglary', 0.18741919), ('Arson', 0.17409858), ('Stealing', 0.15308407), ('Arrest', 0.15243691), ('Vandalism', 0.14702399), ('Assault', 0.14168787), ('Abuse', 0.1242345), ('Shoplifting', 0.123191886), ('Fighting', 0.11854778)]
Normal_Videos280_x264: [('Normal_Videos_', 0.3116967), ('Vandalism', 0.18984564), ('RoadAccidents', 0.17868143), ('Shoplifting', 0.16137965), ('Assault', 0.14644442), ('Burglary', 0.14642648), ('Arrest', 0.13718525), ('Stealing', 0.13694358), ('Arson', 0.13467443), ('Shooting', 0.13409379), ('Explosion', 0.1291868), ('Abuse', 0.12472284), ('Fighting', 0.12166637), ('Robbery', 0.093372)]
Normal_Videos281_x264: [('Normal_Videos_', 0.4138406), ('Vandalism', 0.11124839), ('Fighting', 0.10352349), ('Explosion', 0.09898502), ('RoadAccidents', 0.09867793), ('Abuse', 0.08932458), ('Arson', 0.08807596), ('Shooting', 0.08754869), ('Burglary', 0.083628714), ('Assault', 0.07111885), ('Arrest', 0.06696795), ('Stealing', 0.04229685), ('Shoplifting', 0.035327196), ('Robbery', 0.011978013)]
Normal_Videos282_x264: [('Shoplifting', 0.3242312), ('Normal_Videos_', 0.27949885), ('Burglary', 0.25427988), ('Vandalism', 0.2180008), ('Robbery', 0.2086985), ('Shooting', 0.19346401), ('Arson', 0.19293398), ('Stealing', 0.18909876), ('RoadAccidents', 0.17842397), ('Explosion', 0.17649771), ('Fighting', 0.17482486), ('Assault', 0.16017371), ('Abuse', 0.13821685), ('Arrest', 0.10307047)]
Normal_Videos283_x264: [('Normal_Videos_', 0.36763173), ('Burglary', 0.2911987), ('Shoplifting', 0.2656821), ('Vandalism', 0.25782725), ('Robbery', 0.23431703), ('Abuse', 0.2324256), ('Explosion', 0.22690716), ('Arson', 0.22425772), ('Stealing', 0.22016138), ('RoadAccidents', 0.20016581), ('Arrest', 0.19234714), ('Assault', 0.18450592), ('Shooting', 0.15712224), ('Fighting', 0.15288718)]
Normal_Videos284_x264: [('Normal_Videos_', 0.27259248), ('Shooting', 0.18589297), ('RoadAccidents', 0.17704672), ('Arrest', 0.17046538), ('Vandalism', 0.16289733), ('Burglary', 0.15634255), ('Shoplifting', 0.1527267), ('Stealing', 0.14491436), ('Assault', 0.14392385), ('Arson', 0.12734678), ('Explosion', 0.1255006), ('Robbery', 0.099860676), ('Abuse', 0.09909167), ('Fighting', 0.080183834)]
Normal_Videos285_x264: [('Normal_Videos_', 0.30016112), ('Vandalism', 0.24265902), ('Arrest', 0.2279881), ('Arson', 0.2205751), ('Burglary', 0.21894288), ('RoadAccidents', 0.21033745), ('Shoplifting', 0.20909098), ('Shooting', 0.20395765), ('Stealing', 0.18520376), ('Abuse', 0.17543599), ('Assault', 0.1748471), ('Robbery', 0.16173612), ('Explosion', 0.15909141), ('Fighting', 0.11326761)]
Normal_Videos286_x264: [('Normal_Videos_', 0.25451517), ('Assault', 0.17891324), ('RoadAccidents', 0.1717639), ('Abuse', 0.16077952), ('Burglary', 0.14906229), ('Fighting', 0.14599098), ('Arrest', 0.14236215), ('Explosion', 0.14175987), ('Shooting', 0.13700166), ('Vandalism', 0.11754356), ('Arson', 0.10475376), ('Shoplifting', 0.09773418), ('Robbery', 0.09015577), ('Stealing', 0.07150129)]
Normal_Videos287_x264: [('Normal_Videos_', 0.28217986), ('Vandalism', 0.24635547), ('Burglary', 0.23458722), ('Shoplifting', 0.21519491), ('Abuse', 0.21203996), ('RoadAccidents', 0.18279827), ('Assault', 0.18097964), ('Robbery', 0.1805096), ('Shooting', 0.13607313), ('Stealing', 0.13325292), ('Arson', 0.13117106), ('Explosion', 0.1293617), ('Fighting', 0.09724301), ('Arrest', 0.08911462)]
Normal_Videos288_x264: [('Normal_Videos_', 0.20171836), ('Explosion', 0.1872353), ('Shooting', 0.12381329), ('Fighting', 0.11578037), ('Stealing', 0.11422013), ('Arrest', 0.102322996), ('Abuse', 0.09708104), ('Vandalism', 0.09293144), ('RoadAccidents', 0.068194464), ('Assault', 0.06645209), ('Burglary', 0.056672722), ('Arson', 0.053826116), ('Robbery', 0.045178644), ('Shoplifting', 0.025485063)]
Normal_Videos290_x264: [('Normal_Videos_', 0.24782819), ('Shoplifting', 0.24684997), ('RoadAccidents', 0.12828857), ('Robbery', 0.12634026), ('Vandalism', 0.11170897), ('Burglary', 0.10808995), ('Shooting', 0.103219606), ('Stealing', 0.100165874), ('Explosion', 0.09612115), ('Assault', 0.09297231), ('Abuse', 0.07953581), ('Arson', 0.075709775), ('Arrest', 0.07282832), ('Fighting', 0.035948806)]
Normal_Videos291_x264: [('Normal_Videos_', 0.31771317), ('Explosion', 0.1826146), ('Assault', 0.15270649), ('Abuse', 0.13560364), ('Arson', 0.1233798), ('Burglary', 0.119319096), ('Vandalism', 0.11240224), ('Fighting', 0.11220503), ('Shooting', 0.11152749), ('Arrest', 0.1045661), ('Robbery', 0.1036753), ('Shoplifting', 0.09811386), ('RoadAccidents', 0.091169775), ('Stealing', 0.08604853)]
Normal_Videos292_x264: [('Normal_Videos_', 0.37029463), ('Burglary', 0.18306501), ('Shoplifting', 0.14740083), ('Robbery', 0.14212137), ('RoadAccidents', 0.1399894), ('Vandalism', 0.13374235), ('Arson', 0.12748092), ('Stealing', 0.12746742), ('Arrest', 0.11406453), ('Explosion', 0.099657804), ('Shooting', 0.09927082), ('Abuse', 0.099099815), ('Assault', 0.08349271), ('Fighting', 0.07867168)]
Normal_Videos293_x264: [('Normal_Videos_', 0.35139394), ('RoadAccidents', 0.1983172), ('Fighting', 0.19202489), ('Shoplifting', 0.18361275), ('Explosion', 0.18187833), ('Stealing', 0.18132862), ('Vandalism', 0.1803081), ('Arson', 0.17262718), ('Abuse', 0.16807783), ('Shooting', 0.15731305), ('Robbery', 0.15645799), ('Assault', 0.15170479), ('Burglary', 0.14344808), ('Arrest', 0.1213765)]
Normal_Videos294_x264: [('Normal_Videos_', 0.32996157), ('RoadAccidents', 0.296045), ('Burglary', 0.24323402), ('Explosion', 0.22414412), ('Shooting', 0.21357107), ('Arson', 0.20148091), ('Robbery', 0.20140317), ('Arrest', 0.19804507), ('Fighting', 0.15313312), ('Assault', 0.14745401), ('Vandalism', 0.14610484), ('Shoplifting', 0.13958167), ('Stealing', 0.13735397), ('Abuse', 0.093548566)]
Normal_Videos295_x264: [('Normal_Videos_', 0.2954714), ('RoadAccidents', 0.25781506), ('Burglary', 0.21911642), ('Shooting', 0.21006373), ('Vandalism', 0.19412243), ('Explosion', 0.18239634), ('Arson', 0.18181226), ('Stealing', 0.17458376), ('Robbery', 0.16829322), ('Arrest', 0.1623145), ('Assault', 0.1442238), ('Shoplifting', 0.1382407), ('Fighting', 0.11214924), ('Abuse', 0.098110504)]
Normal_Videos296_x264: [('Arrest', 0.20162576), ('Assault', 0.19717431), ('Fighting', 0.19592519), ('Explosion', 0.19293308), ('Robbery', 0.15510951), ('Abuse', 0.14222266), ('Stealing', 0.13781433), ('Shooting', 0.13550648), ('Vandalism', 0.13228373), ('Burglary', 0.12360318), ('Normal_Videos_', 0.12063691), ('RoadAccidents', 0.12059681), ('Shoplifting', 0.111671865), ('Arson', 0.099617764)]
Normal_Videos297_x264: [('Shoplifting', 0.2471879), ('Robbery', 0.12054181), ('RoadAccidents', 0.10032583), ('Shooting', 0.095820956), ('Burglary', 0.08997361), ('Vandalism', 0.088477135), ('Normal_Videos_', 0.08285833), ('Stealing', 0.08079524), ('Abuse', 0.06692496), ('Assault', 0.05874209), ('Fighting', 0.057329886), ('Arson', 0.04749699), ('Arrest', 0.021224055), ('Explosion', -0.004291948)]
Normal_Videos298_x264: [('Normal_Videos_', 0.39723718), ('RoadAccidents', 0.33148137), ('Shooting', 0.23348454), ('Robbery', 0.21660727), ('Burglary', 0.2078173), ('Arrest', 0.20590208), ('Shoplifting', 0.18966317), ('Explosion', 0.1881509), ('Stealing', 0.1870035), ('Vandalism', 0.16864309), ('Assault', 0.16288352), ('Arson', 0.14627664), ('Fighting', 0.12972891), ('Abuse', 0.12457137)]
Normal_Videos299_x264: [('Normal_Videos_', 0.36711168), ('Explosion', 0.16512462), ('Shooting', 0.15126401), ('Burglary', 0.13806722), ('Assault', 0.13663699), ('Shoplifting', 0.1298482), ('RoadAccidents', 0.12525627), ('Fighting', 0.11862993), ('Arrest', 0.11685702), ('Abuse', 0.11015552), ('Vandalism', 0.099944204), ('Arson', 0.08664666), ('Robbery', 0.08637651), ('Stealing', 0.06824435)]
Normal_Videos300_x264: [('Normal_Videos_', 0.3772574), ('Shoplifting', 0.15300772), ('Shooting', 0.12850893), ('Vandalism', 0.114132985), ('Burglary', 0.11339469), ('Fighting', 0.0861962), ('Abuse', 0.08539917), ('RoadAccidents', 0.08475217), ('Robbery', 0.08379205), ('Assault', 0.07193733), ('Stealing', 0.06653237), ('Arrest', 0.055951282), ('Explosion', 0.0487108), ('Arson', 0.037366115)]
Normal_Videos301_x264: [('RoadAccidents', 0.34467447), ('Normal_Videos_', 0.3318478), ('Explosion', 0.13489124), ('Vandalism', 0.12451796), ('Arson', 0.1179973), ('Shooting', 0.1096596), ('Assault', 0.10829707), ('Stealing', 0.08608591), ('Robbery', 0.08408807), ('Burglary', 0.08340448), ('Abuse', 0.08095178), ('Fighting', 0.07624405), ('Arrest', 0.06908426), ('Shoplifting', 0.040144295)]
Normal_Videos302_x264: [('RoadAccidents', 0.3486936), ('Normal_Videos_', 0.31507134), ('Shooting', 0.22905564), ('Explosion', 0.22217022), ('Robbery', 0.21855693), ('Arrest', 0.20117041), ('Burglary', 0.19688371), ('Shoplifting', 0.1908555), ('Arson', 0.18134263), ('Stealing', 0.17545599), ('Assault', 0.16678819), ('Fighting', 0.1645651), ('Vandalism', 0.15836559), ('Abuse', 0.14719662)]
Normal_Videos303_x264: [('Normal_Videos_', 0.33862653), ('RoadAccidents', 0.23472184), ('Explosion', 0.21803223), ('Vandalism', 0.19351809), ('Shoplifting', 0.18266642), ('Shooting', 0.18006217), ('Arrest', 0.17683232), ('Arson', 0.16598086), ('Robbery', 0.16456768), ('Abuse', 0.15368322), ('Stealing', 0.15201178), ('Fighting', 0.15060198), ('Burglary', 0.14491683), ('Assault', 0.119626924)]
Normal_Videos305_x264: [('Normal_Videos_', 0.41095805), ('RoadAccidents', 0.21179083), ('Burglary', 0.21135956), ('Shoplifting', 0.1991301), ('Vandalism', 0.19075063), ('Arrest', 0.17630824), ('Abuse', 0.17091331), ('Explosion', 0.16396368), ('Robbery', 0.15598536), ('Stealing', 0.15179831), ('Assault', 0.15083116), ('Arson', 0.14955407), ('Fighting', 0.14705324), ('Shooting', 0.13235955)]
Normal_Videos306_x264: [('Normal_Videos_', 0.32577717), ('Vandalism', 0.21299514), ('Stealing', 0.19914417), ('Shoplifting', 0.18126383), ('Burglary', 0.17428002), ('Abuse', 0.16716681), ('Explosion', 0.14161634), ('RoadAccidents', 0.1379502), ('Arson', 0.128827), ('Robbery', 0.12746175), ('Shooting', 0.120253816), ('Assault', 0.11900787), ('Fighting', 0.10939979), ('Arrest', 0.1043084)]
Normal_Videos307_x264: [('Normal_Videos_', 0.17204164), ('Explosion', 0.17111196), ('Burglary', 0.1696514), ('Stealing', 0.16374668), ('RoadAccidents', 0.16077842), ('Fighting', 0.15682042), ('Abuse', 0.14003548), ('Robbery', 0.13612844), ('Arrest', 0.1339743), ('Vandalism', 0.13343686), ('Shoplifting', 0.13267255), ('Arson', 0.1324741), ('Shooting', 0.12160443), ('Assault', 0.0696719)]
Normal_Videos308_x264: [('Normal_Videos_', 0.31226614), ('RoadAccidents', 0.28320295), ('Explosion', 0.25217512), ('Vandalism', 0.22330928), ('Arson', 0.21989064), ('Abuse', 0.20885429), ('Fighting', 0.1914016), ('Robbery', 0.18910885), ('Burglary', 0.18766789), ('Shooting', 0.183307), ('Stealing', 0.18056193), ('Arrest', 0.16994433), ('Assault', 0.1683176), ('Shoplifting', 0.16647424)]
Normal_Videos309_x264: [('RoadAccidents', 0.34209442), ('Shoplifting', 0.28563184), ('Burglary', 0.2824257), ('Robbery', 0.27864125), ('Stealing', 0.27561626), ('Normal_Videos_', 0.26835024), ('Arrest', 0.25054693), ('Abuse', 0.24819355), ('Assault', 0.2438716), ('Shooting', 0.23500746), ('Fighting', 0.22083351), ('Vandalism', 0.21815228), ('Explosion', 0.21222824), ('Arson', 0.19632152)]
Normal_Videos311_x264: [('RoadAccidents', 0.38344306), ('Normal_Videos_', 0.25130856), ('Arrest', 0.22424267), ('Arson', 0.21740969), ('Explosion', 0.20486397), ('Shooting', 0.2007157), ('Robbery', 0.18372826), ('Burglary', 0.18174788), ('Shoplifting', 0.16519296), ('Vandalism', 0.15842578), ('Assault', 0.15594333), ('Stealing', 0.13012663), ('Abuse', 0.10956984), ('Fighting', 0.09732879)]
Normal_Videos313_x264: [('Shoplifting', 0.2859099), ('Robbery', 0.24771908), ('Stealing', 0.22185616), ('Burglary', 0.21311149), ('Arrest', 0.17928846), ('Normal_Videos_', 0.1648016), ('Explosion', 0.15347409), ('Abuse', 0.13336676), ('RoadAccidents', 0.13037775), ('Fighting', 0.12671182), ('Vandalism', 0.12345396), ('Assault', 0.113699384), ('Arson', 0.10997287), ('Shooting', 0.10730968)]
Normal_Videos314_x264: [('Shoplifting', 0.21264172), ('Robbery', 0.13561907), ('Arrest', 0.12085913), ('Burglary', 0.087138236), ('Stealing', 0.07838654), ('Shooting', 0.07555473), ('Assault', 0.06680672), ('Fighting', 0.06565749), ('Normal_Videos_', 0.059291698), ('Vandalism', 0.05918574), ('Arson', 0.05806954), ('Abuse', 0.05403149), ('Explosion', 0.042864237), ('RoadAccidents', 0.012994793)]
Normal_Videos315_x264: [('Stealing', 0.20032954), ('Burglary', 0.19747956), ('Shoplifting', 0.18706726), ('Normal_Videos_', 0.16725937), ('Arrest', 0.15999943), ('Robbery', 0.14818805), ('Vandalism', 0.14252399), ('Explosion', 0.14036706), ('Abuse', 0.11793144), ('Fighting', 0.11598658), ('Shooting', 0.10282349), ('Assault', 0.10281193), ('RoadAccidents', 0.08180452), ('Arson', 0.06756623)]
Normal_Videos316_x264: [('Normal_Videos_', 0.18661408), ('Burglary', 0.15410474), ('Arrest', 0.14353034), ('Arson', 0.13988534), ('Shoplifting', 0.1365447), ('Vandalism', 0.12917605), ('Explosion', 0.12543508), ('Shooting', 0.12242921), ('Robbery', 0.09740371), ('Abuse', 0.09456597), ('Fighting', 0.094516024), ('Assault', 0.09156372), ('Stealing', 0.09063181), ('RoadAccidents', 0.038247216)]
Normal_Videos318_x264: [('Shoplifting', 0.23419888), ('Robbery', 0.14221579), ('Burglary', 0.13779244), ('RoadAccidents', 0.13315755), ('Arrest', 0.13274366), ('Normal_Videos_', 0.12972441), ('Vandalism', 0.12849236), ('Explosion', 0.114503905), ('Stealing', 0.1138893), ('Arson', 0.094270214), ('Assault', 0.09272461), ('Shooting', 0.08428786), ('Fighting', 0.06583338), ('Abuse', 0.04843923)]
Normal_Videos319_x264: [('Shoplifting', 0.18642673), ('Robbery', 0.17805797), ('Normal_Videos_', 0.165402), ('Stealing', 0.15987274), ('Explosion', 0.15846504), ('Fighting', 0.14741984), ('Burglary', 0.13829102), ('RoadAccidents', 0.13034093), ('Vandalism', 0.1159275), ('Shooting', 0.09593338), ('Arson', 0.09290582), ('Assault', 0.09195747), ('Abuse', 0.08551276), ('Arrest', 0.081938095)]
Normal_Videos320_x264: [('Burglary', 0.17880902), ('Vandalism', 0.13213283), ('RoadAccidents', 0.1290429), ('Shooting', 0.12387043), ('Explosion', 0.117846325), ('Shoplifting', 0.115953475), ('Robbery', 0.10704999), ('Arson', 0.103930436), ('Normal_Videos_', 0.0994219), ('Stealing', 0.088492736), ('Abuse', 0.080735944), ('Fighting', 0.07917026), ('Arrest', 0.0718932), ('Assault', 0.048274614)]
Normal_Videos321_x264: [('Shoplifting', 0.19522895), ('Explosion', 0.1799614), ('Robbery', 0.14661692), ('Arson', 0.123840824), ('Burglary', 0.11779621), ('Normal_Videos_', 0.08901382), ('Shooting', 0.085031375), ('Stealing', 0.076014005), ('RoadAccidents', 0.055791855), ('Arrest', 0.04326714), ('Vandalism', 0.035717838), ('Assault', 0.032192998), ('Abuse', 0.020323366), ('Fighting', -0.014905851)]
Normal_Videos322_x264: [('Normal_Videos_', 0.3848813), ('Shooting', 0.17586017), ('Burglary', 0.13389963), ('Robbery', 0.13333133), ('Assault', 0.11859393), ('RoadAccidents', 0.11702452), ('Explosion', 0.11357431), ('Shoplifting', 0.09157903), ('Arrest', 0.08455455), ('Abuse', 0.082200356), ('Stealing', 0.074765496), ('Fighting', 0.06922693), ('Vandalism', 0.054475963), ('Arson', 0.042031366)]
Normal_Videos323_x264: [('Normal_Videos_', 0.32616857), ('Explosion', 0.2585186), ('RoadAccidents', 0.23531719), ('Burglary', 0.22893317), ('Arrest', 0.2150282), ('Robbery', 0.21044604), ('Shoplifting', 0.20993382), ('Abuse', 0.19313347), ('Stealing', 0.19301729), ('Vandalism', 0.1881823), ('Shooting', 0.18817568), ('Arson', 0.18192515), ('Fighting', 0.18092439), ('Assault', 0.17805111)]
Normal_Videos324_x264: [('RoadAccidents', 0.4986051), ('Normal_Videos_', 0.39513913), ('Vandalism', 0.26078317), ('Burglary', 0.24976459), ('Robbery', 0.24237603), ('Shoplifting', 0.23539558), ('Shooting', 0.23328161), ('Arson', 0.20220192), ('Arrest', 0.1999329), ('Stealing', 0.19635603), ('Abuse', 0.18048903), ('Explosion', 0.1653188), ('Assault', 0.16379154), ('Fighting', 0.10553456)]
Normal_Videos325_x264: [('RoadAccidents', 0.24434167), ('Shoplifting', 0.16055699), ('Burglary', 0.15786399), ('Stealing', 0.14793158), ('Explosion', 0.14616409), ('Arrest', 0.14027008), ('Normal_Videos_', 0.13865584), ('Robbery', 0.13437958), ('Vandalism', 0.13112432), ('Abuse', 0.12238675), ('Assault', 0.1192544), ('Fighting', 0.11159657), ('Arson', 0.08569391), ('Shooting', 0.05553317)]
Normal_Videos326_x264: [('Explosion', 0.19100568), ('Arrest', 0.16109803), ('Normal_Videos_', 0.1465965), ('RoadAccidents', 0.13017753), ('Vandalism', 0.12866399), ('Robbery', 0.12628719), ('Abuse', 0.11186856), ('Burglary', 0.111560196), ('Stealing', 0.108616784), ('Assault', 0.1058571), ('Fighting', 0.103572115), ('Shoplifting', 0.09982929), ('Arson', 0.09031332), ('Shooting', 0.08189376)]
Normal_Videos327_x264: [('Burglary', 0.1661473), ('Explosion', 0.16038734), ('Vandalism', 0.15435514), ('Arrest', 0.14632547), ('RoadAccidents', 0.13803792), ('Normal_Videos_', 0.13216512), ('Shoplifting', 0.13048467), ('Stealing', 0.13020952), ('Assault', 0.11403762), ('Abuse', 0.11389745), ('Fighting', 0.11210522), ('Arson', 0.11135546), ('Shooting', 0.10130519), ('Robbery', 0.10093303)]
Normal_Videos328_x264: [('Normal_Videos_', 0.12737837), ('Shoplifting', 0.10347213), ('Explosion', 0.099618286), ('Arrest', 0.098995864), ('Burglary', 0.09541981), ('RoadAccidents', 0.09386904), ('Vandalism', 0.08629654), ('Stealing', 0.07710487), ('Robbery', 0.056786835), ('Abuse', 0.047815233), ('Shooting', 0.03546281), ('Arson', 0.034955762), ('Fighting', 0.034864858), ('Assault', 0.020386947)]
Normal_Videos330_x264: [('Explosion', 0.17216238), ('Arrest', 0.1462892), ('Shoplifting', 0.13785508), ('RoadAccidents', 0.13616472), ('Normal_Videos_', 0.13500795), ('Burglary', 0.12676218), ('Vandalism', 0.11377758), ('Robbery', 0.10689547), ('Stealing', 0.098063536), ('Arson', 0.08898747), ('Shooting', 0.068389446), ('Fighting', 0.053917944), ('Abuse', 0.052508444), ('Assault', 0.031972703)]
Normal_Videos332_x264: [('Shoplifting', 0.2701279), ('Explosion', 0.24853073), ('Burglary', 0.238162), ('Vandalism', 0.22679727), ('Normal_Videos_', 0.2167778), ('Arson', 0.20072906), ('Stealing', 0.20044687), ('RoadAccidents', 0.19234437), ('Robbery', 0.19056585), ('Fighting', 0.18022795), ('Arrest', 0.16711327), ('Abuse', 0.16302991), ('Shooting', 0.16183326), ('Assault', 0.1113061)]
Normal_Videos333_x264: [('Shoplifting', 0.18891667), ('Robbery', 0.1324431), ('RoadAccidents', 0.10995534), ('Shooting', 0.095294446), ('Vandalism', 0.08631078), ('Stealing', 0.07697879), ('Abuse', 0.07692482), ('Explosion', 0.044167183), ('Burglary', 0.037194084), ('Assault', 0.034201458), ('Normal_Videos_', 0.032966465), ('Arrest', 0.0095863845), ('Arson', -0.004340833), ('Fighting', -0.017401585)]
Normal_Videos334_x264: [('Normal_Videos_', 0.21818647), ('Shooting', 0.20451334), ('Vandalism', 0.15327427), ('Arrest', 0.15143877), ('Explosion', 0.14808345), ('Assault', 0.14782816), ('Abuse', 0.14684376), ('Robbery', 0.1413041), ('RoadAccidents', 0.123478785), ('Burglary', 0.118276924), ('Fighting', 0.118263945), ('Stealing', 0.108676925), ('Shoplifting', 0.09892025), ('Arson', 0.06471884)]
