RoadAccidents055: [('Road Accidents', 0.9256828), ('Burglary', 0.9053169), ('Explosion', 0.901189), ('Assault', 0.873768), ('Abuse', 0.8696256), ('Normal Videos', 0.866782), ('Arson', 0.8640655), ('Shooting', 0.8599095), ('Fighting', 0.85452497), ('Arrest', 0.85448164), ('Vandalism', 0.8492813), ('Robbery', 0.842636), ('Stealing', 0.83714885), ('Shoplifting', 0.73998857)]
Stealing019: [('Road Accidents', 0.8835918), ('Explosion', 0.8832596), ('Shooting', 0.8813583), ('Assault', 0.8792671), ('Abuse', 0.87614954), ('Arrest', 0.86738276), ('Burglary', 0.8660915), ('Normal Videos', 0.86422527), ('Fighting', 0.86315656), ('Stealing', 0.84543526), ('Arson', 0.8436533), ('Vandalism', 0.8342822), ('Robbery', 0.8174911), ('Shoplifting', 0.7521688)]
Stealing106: [('Explosion', 0.914607), ('Assault', 0.8944321), ('Fighting', 0.8928261), ('Abuse', 0.8922689), ('Shooting', 0.89136803), ('Stealing', 0.88914734), ('Normal Videos', 0.8876459), ('Burglary', 0.88740516), ('Arrest', 0.88634515), ('Road Accidents', 0.8813741), ('Vandalism', 0.84277666), ('Arson', 0.83207875), ('Robbery', 0.8304346), ('Shoplifting', 0.7363681)]
Stealing083: [('Explosion', 0.87180436), ('Burglary', 0.866461), ('Road Accidents', 0.8425835), ('Fighting', 0.84062093), ('Normal Videos', 0.8344202), ('Assault', 0.82813084), ('Abuse', 0.82661504), ('Shooting', 0.8255086), ('Vandalism', 0.8229409), ('Arrest', 0.8220217), ('Stealing', 0.82002664), ('Arson', 0.81510866), ('Robbery', 0.80877674), ('Shoplifting', 0.75191456)]
Stealing069: [('Explosion', 0.9074852), ('Road Accidents', 0.8934153), ('Normal Videos', 0.87892365), ('Assault', 0.87846684), ('Shooting', 0.8770591), ('Abuse', 0.8741476), ('Burglary', 0.87225133), ('Arrest', 0.86814016), ('Fighting', 0.8660686), ('Stealing', 0.85308087), ('Vandalism', 0.8408118), ('Arson', 0.8328822), ('Robbery', 0.8176994), ('Shoplifting', 0.71285903)]
Arson014: [('Shooting', 0.9357934), ('Assault', 0.93124354), ('Fighting', 0.9308868), ('Abuse', 0.92818207), ('Explosion', 0.92697185), ('Arrest', 0.9169915), ('Stealing', 0.9142354), ('Normal Videos', 0.90901387), ('Road Accidents', 0.89369017), ('Burglary', 0.8660567), ('Robbery', 0.86229116), ('Arson', 0.8492505), ('Vandalism', 0.83395755), ('Shoplifting', 0.7951292)]
Arson031: [('Explosion', 0.94563115), ('Fighting', 0.92982554), ('Shooting', 0.9283375), ('Normal Videos', 0.9265585), ('Abuse', 0.9254369), ('Assault', 0.92231184), ('Stealing', 0.91711825), ('Arrest', 0.91454464), ('Burglary', 0.8791896), ('Road Accidents', 0.8721418), ('Robbery', 0.84686303), ('Arson', 0.8415393), ('Vandalism', 0.83089656), ('Shoplifting', 0.76731765)]
Arson035: [('Explosion', 0.914607), ('Normal Videos', 0.8974184), ('Assault', 0.8944321), ('Fighting', 0.8928261), ('Abuse', 0.8922689), ('Shooting', 0.89136803), ('Stealing', 0.88914734), ('Arrest', 0.88634515), ('Burglary', 0.8788637), ('Road Accidents', 0.8687559), ('Arson', 0.8362646), ('Robbery', 0.8304346), ('Vandalism', 0.82760143), ('Shoplifting', 0.7273935)]
Arson045: [('Explosion', 0.91642916), ('Assault', 0.9072509), ('Shooting', 0.9052728), ('Fighting', 0.8989402), ('Normal Videos', 0.8977129), ('Abuse', 0.89696044), ('Arrest', 0.8967926), ('Burglary', 0.8866458), ('Stealing', 0.8826568), ('Road Accidents', 0.86980885), ('Vandalism', 0.846804), ('Arson', 0.84243774), ('Robbery', 0.8341742), ('Shoplifting', 0.74863106)]
Arson044: [('Explosion', 0.9232813), ('Fighting', 0.90468705), ('Abuse', 0.903059), ('Shooting', 0.90002304), ('Assault', 0.896716), ('Burglary', 0.8935071), ('Normal Videos', 0.89336884), ('Stealing', 0.88755393), ('Arrest', 0.88429165), ('Road Accidents', 0.8752357), ('Arson', 0.8510423), ('Robbery', 0.8506691), ('Vandalism', 0.8445748), ('Shoplifting', 0.7569735)]
Arson011: [('Explosion', 0.9460442), ('Assault', 0.9421924), ('Stealing', 0.94178724), ('Fighting', 0.9402654), ('Abuse', 0.9402335), ('Shooting', 0.9397333), ('Arrest', 0.9315619), ('Normal Videos', 0.92389977), ('Road Accidents', 0.88017243), ('Robbery', 0.8680954), ('Burglary', 0.8654011), ('Arson', 0.8554765), ('Vandalism', 0.8317079), ('Shoplifting', 0.7940221)]
Arson017: [('Explosion', 0.9016111), ('Normal Videos', 0.8857906), ('Shooting', 0.8852982), ('Assault', 0.8778504), ('Abuse', 0.8751531), ('Fighting', 0.875139), ('Road Accidents', 0.8704704), ('Arrest', 0.8662566), ('Stealing', 0.8633514), ('Burglary', 0.8606931), ('Arson', 0.85137916), ('Vandalism', 0.8276889), ('Robbery', 0.8256062), ('Shoplifting', 0.7476393)]
Arson041: [('Explosion', 0.93012106), ('Abuse', 0.9145969), ('Assault', 0.9140179), ('Fighting', 0.9133109), ('Shooting', 0.91230524), ('Arrest', 0.90397537), ('Normal Videos', 0.902849), ('Stealing', 0.9018804), ('Burglary', 0.8680585), ('Road Accidents', 0.8602296), ('Vandalism', 0.8357262), ('Robbery', 0.8296999), ('Arson', 0.82547283), ('Shoplifting', 0.7373773)]
Arson019: [('Explosion', 0.930104), ('Fighting', 0.9243878), ('Assault', 0.92237014), ('Abuse', 0.91802955), ('Shooting', 0.91601586), ('Stealing', 0.91360915), ('Arrest', 0.91306496), ('Normal Videos', 0.8987782), ('Burglary', 0.8842497), ('Road Accidents', 0.88080925), ('Vandalism', 0.8551457), ('Robbery', 0.8434552), ('Arson', 0.8427543), ('Shoplifting', 0.79219526)]
Arson051: [('Shooting', 0.93498904), ('Explosion', 0.9342214), ('Assault', 0.9286839), ('Abuse', 0.92572117), ('Normal Videos', 0.9226641), ('Fighting', 0.9212626), ('Arrest', 0.9188935), ('Stealing', 0.9142376), ('Road Accidents', 0.8937918), ('Burglary', 0.8857496), ('Arson', 0.8573814), ('Vandalism', 0.848042), ('Robbery', 0.841346), ('Shoplifting', 0.7328279)]
Arson048: [('Explosion', 0.90672004), ('Shooting', 0.88455844), ('Normal Videos', 0.88321567), ('Fighting', 0.88244367), ('Assault', 0.8749702), ('Abuse', 0.8726232), ('Stealing', 0.8698869), ('Burglary', 0.8684626), ('Arrest', 0.8674787), ('Road Accidents', 0.8610089), ('Robbery', 0.8435626), ('Arson', 0.83997405), ('Vandalism', 0.8288978), ('Shoplifting', 0.7454108)]
Arson049: [('Explosion', 0.9022162), ('Road Accidents', 0.9008163), ('Burglary', 0.89392096), ('Shooting', 0.88352966), ('Normal Videos', 0.87901795), ('Assault', 0.8749201), ('Fighting', 0.86751306), ('Abuse', 0.86626035), ('Arrest', 0.86214465), ('Arson', 0.85671186), ('Stealing', 0.8419969), ('Vandalism', 0.84164286), ('Robbery', 0.8313308), ('Shoplifting', 0.7250166)]
Arson006: [('Explosion', 0.9210926), ('Abuse', 0.9138576), ('Assault', 0.91084313), ('Shooting', 0.91005707), ('Normal Videos', 0.9088899), ('Fighting', 0.9029826), ('Arrest', 0.8991852), ('Stealing', 0.8987638), ('Burglary', 0.8986476), ('Road Accidents', 0.8796077), ('Arson', 0.8648587), ('Vandalism', 0.85544527), ('Robbery', 0.8333168), ('Shoplifting', 0.7432547)]
Arson002: [('Explosion', 0.9353907), ('Fighting', 0.90468705), ('Abuse', 0.903059), ('Shooting', 0.90002304), ('Assault', 0.896716), ('Normal Videos', 0.89336884), ('Stealing', 0.8928625), ('Arrest', 0.88429165), ('Burglary', 0.88037163), ('Road Accidents', 0.8789149), ('Arson', 0.87031275), ('Robbery', 0.8626899), ('Vandalism', 0.8589551), ('Shoplifting', 0.7752597)]
Arson040: [('Explosion', 0.9097631), ('Normal Videos', 0.9092004), ('Shooting', 0.90405566), ('Assault', 0.89398944), ('Fighting', 0.89259535), ('Abuse', 0.8858095), ('Road Accidents', 0.8848187), ('Arrest', 0.87816215), ('Burglary', 0.8662951), ('Stealing', 0.864199), ('Robbery', 0.85348463), ('Arson', 0.84555733), ('Vandalism', 0.8410073), ('Shoplifting', 0.81367594)]
Arson052: [('Explosion', 0.90162396), ('Normal Videos', 0.8959289), ('Road Accidents', 0.8924746), ('Fighting', 0.8830894), ('Abuse', 0.881148), ('Shooting', 0.8808764), ('Burglary', 0.8786745), ('Stealing', 0.87535095), ('Assault', 0.87437284), ('Arrest', 0.8694229), ('Vandalism', 0.852469), ('Robbery', 0.8414601), ('Arson', 0.8392369), ('Shoplifting', 0.7828794)]
Arson047: [('Assault', 0.9522585), ('Explosion', 0.9510729), ('Shooting', 0.9472156), ('Fighting', 0.9433335), ('Abuse', 0.942801), ('Arrest', 0.9371724), ('Stealing', 0.9298458), ('Normal Videos', 0.9226641), ('Road Accidents', 0.8723402), ('Burglary', 0.86189866), ('Robbery', 0.843836), ('Arson', 0.8400028), ('Vandalism', 0.8209386), ('Shoplifting', 0.7506825)]
Arson012: [('Assault', 0.95036554), ('Explosion', 0.94942486), ('Shooting', 0.9431313), ('Abuse', 0.94020706), ('Fighting', 0.9384595), ('Arrest', 0.9340483), ('Stealing', 0.9306549), ('Normal Videos', 0.9223473), ('Burglary', 0.88117313), ('Road Accidents', 0.87946093), ('Arson', 0.8493697), ('Robbery', 0.8489214), ('Vandalism', 0.84589404), ('Shoplifting', 0.7282782)]
Arson009: [('Explosion', 0.9222209), ('Shooting', 0.9149641), ('Fighting', 0.91362524), ('Assault', 0.91212565), ('Abuse', 0.9094991), ('Arrest', 0.9055729), ('Normal Videos', 0.90149176), ('Stealing', 0.9000778), ('Road Accidents', 0.8891311), ('Burglary', 0.8831309), ('Vandalism', 0.8515439), ('Robbery', 0.84071386), ('Arson', 0.8314395), ('Shoplifting', 0.7482282)]
Arson018: [('Explosion', 0.94211787), ('Assault', 0.9408916), ('Abuse', 0.9366801), ('Fighting', 0.9359232), ('Shooting', 0.9357934), ('Stealing', 0.9344633), ('Arrest', 0.93025655), ('Normal Videos', 0.9219982), ('Road Accidents', 0.89369017), ('Burglary', 0.8823286), ('Robbery', 0.86229116), ('Arson', 0.8492505), ('Vandalism', 0.8349508), ('Shoplifting', 0.74373674)]
Arson050: [('Explosion', 0.91410923), ('Assault', 0.89886725), ('Shooting', 0.8963001), ('Burglary', 0.8957076), ('Fighting', 0.89276814), ('Normal Videos', 0.891943), ('Abuse', 0.8904847), ('Arrest', 0.88917935), ('Stealing', 0.8791518), ('Road Accidents', 0.87275064), ('Arson', 0.837664), ('Robbery', 0.8369739), ('Vandalism', 0.83292794), ('Shoplifting', 0.7484904)]
Arson029: [('Explosion', 0.91692436), ('Abuse', 0.90897346), ('Assault', 0.9087684), ('Shooting', 0.9072829), ('Arrest', 0.9068069), ('Stealing', 0.90496767), ('Fighting', 0.9046094), ('Normal Videos', 0.8937145), ('Road Accidents', 0.8611864), ('Burglary', 0.8600437), ('Robbery', 0.85028696), ('Arson', 0.832798), ('Vandalism', 0.83102465), ('Shoplifting', 0.77907956)]
Arson005: [('Explosion', 0.94771177), ('Assault', 0.9343645), ('Fighting', 0.93090975), ('Shooting', 0.9278903), ('Abuse', 0.9241657), ('Arrest', 0.9221222), ('Stealing', 0.9114625), ('Normal Videos', 0.898512), ('Road Accidents', 0.8759177), ('Burglary', 0.8690257), ('Robbery', 0.85064507), ('Arson', 0.8456012), ('Vandalism', 0.83075583), ('Shoplifting', 0.7617449)]
Arson026: [('Assault', 0.94820225), ('Explosion', 0.9404368), ('Fighting', 0.9390342), ('Abuse', 0.9383204), ('Shooting', 0.93558556), ('Arrest', 0.93353075), ('Stealing', 0.9232024), ('Normal Videos', 0.9078264), ('Burglary', 0.8681304), ('Road Accidents', 0.86567396), ('Robbery', 0.84058607), ('Vandalism', 0.8350656), ('Arson', 0.8345473), ('Shoplifting', 0.76731765)]
Arson025: [('Explosion', 0.92988646), ('Fighting', 0.9244732), ('Abuse', 0.9209249), ('Assault', 0.91969573), ('Shooting', 0.9139507), ('Arrest', 0.91179), ('Stealing', 0.9088848), ('Normal Videos', 0.90804356), ('Road Accidents', 0.89523023), ('Burglary', 0.8879379), ('Vandalism', 0.8757316), ('Arson', 0.8590046), ('Robbery', 0.8459954), ('Shoplifting', 0.78442717)]
Arson010: [('Explosion', 0.9353715), ('Assault', 0.93141276), ('Fighting', 0.9290908), ('Shooting', 0.92365766), ('Arrest', 0.9193319), ('Abuse', 0.9190952), ('Stealing', 0.91038334), ('Normal Videos', 0.9029036), ('Road Accidents', 0.87538683), ('Burglary', 0.86086816), ('Arson', 0.83979905), ('Robbery', 0.83836615), ('Vandalism', 0.8380202), ('Shoplifting', 0.7660366)]
Arson001: [('Explosion', 0.8761828), ('Road Accidents', 0.8761454), ('Shooting', 0.87613744), ('Burglary', 0.87228596), ('Assault', 0.8680155), ('Abuse', 0.8612324), ('Arrest', 0.8592192), ('Fighting', 0.8582426), ('Normal Videos', 0.85288435), ('Stealing', 0.83619213), ('Vandalism', 0.83196044), ('Arson', 0.8219348), ('Robbery', 0.8084682), ('Shoplifting', 0.72289056)]
Arson030: [('Normal Videos', 0.9068029), ('Explosion', 0.9045756), ('Shooting', 0.89040303), ('Assault', 0.88879895), ('Fighting', 0.88330096), ('Abuse', 0.88121086), ('Arrest', 0.87957186), ('Road Accidents', 0.8681676), ('Stealing', 0.8643678), ('Burglary', 0.8519073), ('Robbery', 0.8394543), ('Vandalism', 0.8361236), ('Arson', 0.8232561), ('Shoplifting', 0.7951292)]
Arson034: [('Explosion', 0.914607), ('Assault', 0.8944321), ('Fighting', 0.8928261), ('Abuse', 0.8922689), ('Shooting', 0.89136803), ('Stealing', 0.88914734), ('Normal Videos', 0.8876459), ('Arrest', 0.88634515), ('Road Accidents', 0.85952616), ('Burglary', 0.8553659), ('Vandalism', 0.8397577), ('Robbery', 0.8304346), ('Arson', 0.8215149), ('Shoplifting', 0.76285475)]
Arson021: [('Normal Videos', 0.87717617), ('Explosion', 0.8732864), ('Road Accidents', 0.86354315), ('Fighting', 0.85498685), ('Shooting', 0.85476196), ('Burglary', 0.8519073), ('Abuse', 0.84850204), ('Stealing', 0.8416755), ('Assault', 0.8393432), ('Robbery', 0.837837), ('Vandalism', 0.8361236), ('Arrest', 0.83203506), ('Arson', 0.8232561), ('Shoplifting', 0.7737895)]
Arson003: [('Explosion', 0.9232533), ('Abuse', 0.9190266), ('Fighting', 0.9138388), ('Assault', 0.9114254), ('Shooting', 0.91077477), ('Stealing', 0.9053725), ('Normal Videos', 0.9034046), ('Arrest', 0.90126157), ('Burglary', 0.89717543), ('Road Accidents', 0.89621615), ('Arson', 0.85684776), ('Vandalism', 0.84431744), ('Robbery', 0.8346211), ('Shoplifting', 0.7554878)]
Arson015: [('Explosion', 0.9503859), ('Fighting', 0.93536717), ('Abuse', 0.93423015), ('Assault', 0.9306439), ('Normal Videos', 0.9279232), ('Shooting', 0.9259949), ('Stealing', 0.922838), ('Arrest', 0.92140853), ('Burglary', 0.9088043), ('Road Accidents', 0.885188), ('Arson', 0.8667939), ('Robbery', 0.85224634), ('Vandalism', 0.85085076), ('Shoplifting', 0.77637887)]
Arson023: [('Explosion', 0.9046264), ('Normal Videos', 0.87977314), ('Assault', 0.87838477), ('Fighting', 0.87803054), ('Shooting', 0.87781495), ('Abuse', 0.8769099), ('Arrest', 0.8735933), ('Stealing', 0.8717974), ('Road Accidents', 0.86744654), ('Burglary', 0.8484032), ('Vandalism', 0.8414072), ('Arson', 0.82233554), ('Robbery', 0.8210654), ('Shoplifting', 0.7533144)]
Arson016: [('Explosion', 0.95274305), ('Assault', 0.94457775), ('Abuse', 0.9383681), ('Shooting', 0.9365164), ('Fighting', 0.936478), ('Arrest', 0.9306567), ('Stealing', 0.9213103), ('Normal Videos', 0.8992895), ('Road Accidents', 0.8860366), ('Burglary', 0.86769915), ('Arson', 0.8596332), ('Robbery', 0.85380024), ('Vandalism', 0.82913584), ('Shoplifting', 0.7442892)]
Arson008: [('Explosion', 0.88906986), ('Burglary', 0.887491), ('Normal Videos', 0.8779794), ('Road Accidents', 0.87347627), ('Shooting', 0.8728733), ('Fighting', 0.8725525), ('Assault', 0.86411816), ('Abuse', 0.86246), ('Arrest', 0.85689044), ('Stealing', 0.8414785), ('Vandalism', 0.83292794), ('Arson', 0.8313873), ('Robbery', 0.8242341), ('Shoplifting', 0.73680377)]
Arson007: [('Explosion', 0.93261755), ('Shooting', 0.93159866), ('Assault', 0.9303791), ('Arrest', 0.9154196), ('Fighting', 0.91448504), ('Abuse', 0.90951496), ('Normal Videos', 0.9024266), ('Stealing', 0.8923501), ('Road Accidents', 0.88389075), ('Burglary', 0.88166), ('Arson', 0.86471176), ('Robbery', 0.8571648), ('Vandalism', 0.8382888), ('Shoplifting', 0.761412)]
Arson042: [('Explosion', 0.9110748), ('Normal Videos', 0.88827354), ('Fighting', 0.8871322), ('Abuse', 0.87524015), ('Shooting', 0.8741665), ('Assault', 0.87205374), ('Road Accidents', 0.8686266), ('Burglary', 0.8652355), ('Stealing', 0.8626291), ('Arrest', 0.86160254), ('Vandalism', 0.8379748), ('Arson', 0.8239318), ('Robbery', 0.8235006), ('Shoplifting', 0.74992615)]
Arson020: [('Explosion', 0.91642916), ('Assault', 0.9072509), ('Shooting', 0.9052728), ('Fighting', 0.8989402), ('Normal Videos', 0.8977129), ('Abuse', 0.89696044), ('Arrest', 0.8967926), ('Road Accidents', 0.89423335), ('Burglary', 0.8888862), ('Stealing', 0.8826568), ('Vandalism', 0.84554756), ('Arson', 0.8435246), ('Robbery', 0.8275812), ('Shoplifting', 0.7421581)]
Arson046: [('Explosion', 0.90108633), ('Fighting', 0.89691645), ('Stealing', 0.8903495), ('Abuse', 0.88639045), ('Assault', 0.8836592), ('Shooting', 0.8819871), ('Normal Videos', 0.8806607), ('Arrest', 0.8762233), ('Road Accidents', 0.8450935), ('Burglary', 0.8445189), ('Robbery', 0.8394543), ('Vandalism', 0.83379954), ('Arson', 0.8215149), ('Shoplifting', 0.7951292)]
Arson053: [('Explosion', 0.95108277), ('Shooting', 0.93498904), ('Assault', 0.9286839), ('Abuse', 0.92743635), ('Fighting', 0.926587), ('Normal Videos', 0.9226641), ('Stealing', 0.9189584), ('Arrest', 0.9188935), ('Burglary', 0.89752257), ('Road Accidents', 0.88644993), ('Arson', 0.8757187), ('Robbery', 0.85976315), ('Vandalism', 0.8388604), ('Shoplifting', 0.7614731)]
Arson013: [('Explosion', 0.91410923), ('Assault', 0.89886725), ('Shooting', 0.8963001), ('Fighting', 0.89276814), ('Normal Videos', 0.891943), ('Abuse', 0.8904847), ('Arrest', 0.88917935), ('Road Accidents', 0.8811135), ('Stealing', 0.8791518), ('Burglary', 0.87899494), ('Robbery', 0.8369739), ('Vandalism', 0.8295518), ('Arson', 0.8285118), ('Shoplifting', 0.73998857)]
Arson028: [('Shooting', 0.92553484), ('Abuse', 0.9248948), ('Fighting', 0.92401886), ('Assault', 0.9238632), ('Explosion', 0.92295396), ('Stealing', 0.9162172), ('Arrest', 0.9133598), ('Normal Videos', 0.9125949), ('Burglary', 0.90401375), ('Road Accidents', 0.8949474), ('Vandalism', 0.85546625), ('Robbery', 0.84756136), ('Arson', 0.84713507), ('Shoplifting', 0.7738508)]
Arson037: [('Assault', 0.95270634), ('Shooting', 0.94835633), ('Explosion', 0.9433414), ('Arrest', 0.9386152), ('Fighting', 0.9385357), ('Abuse', 0.9381072), ('Stealing', 0.9295624), ('Normal Videos', 0.9261503), ('Road Accidents', 0.8833663), ('Burglary', 0.87243223), ('Arson', 0.8494176), ('Vandalism', 0.84436965), ('Robbery', 0.8316202), ('Shoplifting', 0.74739456)]
Arson022: [('Explosion', 0.931234), ('Abuse', 0.8983526), ('Fighting', 0.895273), ('Normal Videos', 0.8952127), ('Stealing', 0.8911222), ('Assault', 0.8855621), ('Burglary', 0.88544035), ('Shooting', 0.88156164), ('Arrest', 0.878106), ('Road Accidents', 0.87668824), ('Vandalism', 0.85908943), ('Arson', 0.8584874), ('Robbery', 0.85469586), ('Shoplifting', 0.77039933)]
Arson039: [('Assault', 0.9585258), ('Explosion', 0.9519611), ('Fighting', 0.9502925), ('Shooting', 0.95028156), ('Abuse', 0.94905007), ('Arrest', 0.9447641), ('Stealing', 0.94008267), ('Normal Videos', 0.9165084), ('Road Accidents', 0.8782113), ('Burglary', 0.8735351), ('Robbery', 0.86106694), ('Vandalism', 0.84873027), ('Arson', 0.8480112), ('Shoplifting', 0.75622064)]
Arson038: [('Assault', 0.9502833), ('Explosion', 0.9492395), ('Shooting', 0.9450966), ('Abuse', 0.9441363), ('Fighting', 0.9430441), ('Arrest', 0.9374936), ('Stealing', 0.92825687), ('Normal Videos', 0.9163417), ('Road Accidents', 0.8726473), ('Burglary', 0.8678253), ('Robbery', 0.84180427), ('Arson', 0.83383834), ('Vandalism', 0.8222908), ('Shoplifting', 0.7569735)]
Arson024: [('Explosion', 0.9110748), ('Shooting', 0.90435207), ('Normal Videos', 0.8991733), ('Fighting', 0.89733636), ('Abuse', 0.8960785), ('Stealing', 0.8932133), ('Assault', 0.8898926), ('Arrest', 0.8826417), ('Burglary', 0.88251996), ('Road Accidents', 0.8816073), ('Arson', 0.8500923), ('Robbery', 0.84315944), ('Vandalism', 0.84068507), ('Shoplifting', 0.7623218)]
Arson027: [('Explosion', 0.9410677), ('Fighting', 0.9267681), ('Assault', 0.9257572), ('Shooting', 0.921095), ('Abuse', 0.9188119), ('Arrest', 0.91387475), ('Stealing', 0.9095519), ('Road Accidents', 0.89523023), ('Normal Videos', 0.8952141), ('Burglary', 0.8879379), ('Vandalism', 0.8757316), ('Arson', 0.8590046), ('Robbery', 0.8532827), ('Shoplifting', 0.77518135)]
Arson036: [('Normal Videos', 0.88567865), ('Explosion', 0.8847686), ('Fighting', 0.88103724), ('Shooting', 0.87870777), ('Abuse', 0.8786535), ('Burglary', 0.875802), ('Road Accidents', 0.87233865), ('Stealing', 0.87233734), ('Assault', 0.866272), ('Arrest', 0.8597756), ('Robbery', 0.84627116), ('Arson', 0.84288216), ('Vandalism', 0.8316873), ('Shoplifting', 0.7724934)]
Arson032: [('Shooting', 0.9392353), ('Assault', 0.9383299), ('Arrest', 0.92775255), ('Explosion', 0.92638105), ('Abuse', 0.92516756), ('Fighting', 0.92195857), ('Stealing', 0.9078989), ('Normal Videos', 0.8998069), ('Road Accidents', 0.89670634), ('Burglary', 0.8876811), ('Arson', 0.85162896), ('Robbery', 0.849144), ('Vandalism', 0.8477186), ('Shoplifting', 0.75868446)]
Assault037: [('Assault', 0.9474387), ('Shooting', 0.93830997), ('Explosion', 0.9380671), ('Abuse', 0.93478537), ('Arrest', 0.9344957), ('Fighting', 0.9343975), ('Stealing', 0.92103136), ('Normal Videos', 0.9022781), ('Road Accidents', 0.86328804), ('Burglary', 0.85740733), ('Robbery', 0.8399356), ('Arson', 0.8332836), ('Vandalism', 0.83213896), ('Shoplifting', 0.7623045)]
Assault024: [('Explosion', 0.8720243), ('Normal Videos', 0.86491364), ('Burglary', 0.8636626), ('Road Accidents', 0.85951746), ('Vandalism', 0.8483267), ('Stealing', 0.8463876), ('Fighting', 0.84565234), ('Shooting', 0.8405058), ('Abuse', 0.8394943), ('Assault', 0.8310198), ('Arrest', 0.8246294), ('Robbery', 0.81846), ('Arson', 0.8098606), ('Shoplifting', 0.7580066)]
Assault025: [('Explosion', 0.866491), ('Burglary', 0.8609448), ('Road Accidents', 0.8379864), ('Vandalism', 0.8321324), ('Normal Videos', 0.8319078), ('Fighting', 0.82608485), ('Shooting', 0.8181551), ('Assault', 0.81690705), ('Abuse', 0.8154454), ('Arrest', 0.8093655), ('Stealing', 0.803592), ('Arson', 0.7988416), ('Robbery', 0.78319013), ('Shoplifting', 0.7315542)]
Assault019: [('Explosion', 0.9284036), ('Shooting', 0.91925037), ('Assault', 0.9157544), ('Normal Videos', 0.9155109), ('Fighting', 0.9100271), ('Arrest', 0.9076542), ('Abuse', 0.90758795), ('Stealing', 0.9010899), ('Burglary', 0.88199985), ('Road Accidents', 0.878013), ('Arson', 0.8592315), ('Robbery', 0.8508285), ('Vandalism', 0.8210243), ('Shoplifting', 0.7515602)]
Assault008: [('Fighting', 0.90405464), ('Explosion', 0.9030295), ('Abuse', 0.8938189), ('Assault', 0.89164376), ('Shooting', 0.89020705), ('Arrest', 0.8815251), ('Stealing', 0.87448), ('Normal Videos', 0.87135386), ('Burglary', 0.86589813), ('Road Accidents', 0.8643924), ('Vandalism', 0.84423035), ('Arson', 0.84001875), ('Robbery', 0.8339571), ('Shoplifting', 0.75824994)]
Assault010: [('Explosion', 0.9164638), ('Normal Videos', 0.9149755), ('Shooting', 0.9063102), ('Fighting', 0.9029472), ('Abuse', 0.9015247), ('Assault', 0.9000262), ('Arrest', 0.894001), ('Stealing', 0.891299), ('Road Accidents', 0.8762964), ('Burglary', 0.87625384), ('Arson', 0.8665598), ('Robbery', 0.86511034), ('Vandalism', 0.8391745), ('Shoplifting', 0.7823812)]
Assault040: [('Explosion', 0.9251421), ('Assault', 0.91149473), ('Fighting', 0.91090155), ('Abuse', 0.9086639), ('Shooting', 0.9085899), ('Arrest', 0.902911), ('Stealing', 0.90271956), ('Normal Videos', 0.89857656), ('Burglary', 0.885157), ('Road Accidents', 0.8626323), ('Robbery', 0.8382432), ('Vandalism', 0.83319086), ('Arson', 0.82878095), ('Shoplifting', 0.73998857)]
Assault033: [('Explosion', 0.9482845), ('Assault', 0.9350803), ('Fighting', 0.9318981), ('Abuse', 0.92791116), ('Shooting', 0.9265022), ('Arrest', 0.92408705), ('Stealing', 0.9217381), ('Normal Videos', 0.90836465), ('Road Accidents', 0.87358236), ('Burglary', 0.85829765), ('Robbery', 0.84817445), ('Arson', 0.84554064), ('Vandalism', 0.8259381), ('Shoplifting', 0.751289)]
Assault038: [('Explosion', 0.83173835), ('Normal Videos', 0.829973), ('Fighting', 0.8158688), ('Burglary', 0.8113867), ('Road Accidents', 0.8110163), ('Stealing', 0.8077458), ('Shooting', 0.8057775), ('Vandalism', 0.8048731), ('Abuse', 0.8046798), ('Robbery', 0.79612225), ('Assault', 0.7921082), ('Arrest', 0.7897713), ('Arson', 0.77336144), ('Shoplifting', 0.73627603)]
Assault007: [('Explosion', 0.9184253), ('Abuse', 0.9085945), ('Shooting', 0.90756905), ('Assault', 0.9060646), ('Fighting', 0.902297), ('Normal Videos', 0.89398885), ('Stealing', 0.8882623), ('Arrest', 0.8880667), ('Road Accidents', 0.88041055), ('Burglary', 0.87510335), ('Arson', 0.8423338), ('Vandalism', 0.8389731), ('Robbery', 0.83220685), ('Shoplifting', 0.7457488)]
Assault042: [('Fighting', 0.9010018), ('Shooting', 0.8931268), ('Stealing', 0.8902135), ('Abuse', 0.88890505), ('Explosion', 0.88840795), ('Normal Videos', 0.8841982), ('Assault', 0.8800525), ('Robbery', 0.8777309), ('Arrest', 0.8754163), ('Road Accidents', 0.868765), ('Burglary', 0.8601951), ('Arson', 0.8441382), ('Vandalism', 0.8353673), ('Shoplifting', 0.79885817)]
Assault001: [('Explosion', 0.90108633), ('Fighting', 0.89691645), ('Stealing', 0.8903495), ('Abuse', 0.88639045), ('Assault', 0.8836592), ('Shooting', 0.8819871), ('Normal Videos', 0.8806607), ('Arrest', 0.8762233), ('Road Accidents', 0.875028), ('Burglary', 0.84886366), ('Vandalism', 0.8401355), ('Robbery', 0.83039415), ('Arson', 0.82468146), ('Shoplifting', 0.7953967)]
