RoadAccidents055: [('Road Accidents', 0.07695595175027847), ('Vandalism', 0.07571670413017273), ('Burglary', 0.07565369457006454), ('Explosion', 0.07453817874193192), ('Normal Videos', 0.07420826703310013), ('Shooting', 0.07357527315616608), ('Arson', 0.07259051501750946), ('Assault', 0.07252202928066254), ('Fighting', 0.07233685255050659), ('Arrest', 0.07230823487043381), ('Abuse', 0.07222224771976471), ('Robbery', 0.07170618325471878), ('Stealing', 0.07137943804264069), ('Shoplifting', 0.06861807405948639)]
Arson001: [('Burglary', 0.07707149535417557), ('Road Accidents', 0.07618013024330139), ('Explosion', 0.07510536909103394), ('Vandalism', 0.07500314712524414), ('Shooting', 0.07427060604095459), ('Assault', 0.0736975371837616), ('Normal Videos', 0.07362699508666992), ('Arson', 0.07349693775177002), ('Abuse', 0.07317180931568146), ('Arrest', 0.07302464544773102), ('Fighting', 0.07295336574316025), ('Stealing', 0.07208231836557388), ('Robbery', 0.07156456261873245), ('Shoplifting', 0.06773398071527481)]
Arson030: [('Shoplifting', 0.0774676576256752), ('Vandalism', 0.07659652084112167), ('Normal Videos', 0.07546837627887726), ('Explosion', 0.07530047744512558), ('Robbery', 0.07433944195508957), ('Shooting', 0.0742407962679863), ('Assault', 0.07412181049585342), ('Fighting', 0.07371540367603302), ('Abuse', 0.07356149703264236), ('Burglary', 0.07346194982528687), ('Arrest', 0.0734410211443901), ('Road Accidents', 0.07301432639360428), ('Stealing', 0.07233286648988724), ('Arson', 0.07126910239458084)]
Arson034: [('Burglary', 0.07873375713825226), ('Vandalism', 0.07636737823486328), ('Explosion', 0.07549053430557251), ('Road Accidents', 0.07535344362258911), ('Assault', 0.07398278266191483), ('Fighting', 0.07386405766010284), ('Abuse', 0.07382291555404663), ('Shooting', 0.07375644147396088), ('Stealing', 0.07359283417463303), ('Normal Videos', 0.07348241657018661), ('Arrest', 0.07338690012693405), ('Arson', 0.07174647599458694), ('Robbery', 0.07151190936565399), ('Shoplifting', 0.06798405945301056)]
Arson021: [('Burglary', 0.07633577287197113), ('Road Accidents', 0.0749678984284401), ('Vandalism', 0.07474911957979202), ('Explosion', 0.07452596724033356), ('Normal Videos', 0.07401654869318008), ('Fighting', 0.07317457348108292), ('Shooting', 0.07275264710187912), ('Abuse', 0.0727015882730484), ('Stealing', 0.07207445800304413), ('Assault', 0.07203876227140427), ('Robbery', 0.07175513356924057), ('Arson', 0.07152088731527328), ('Arrest', 0.07151421159505844), ('Shoplifting', 0.06912939250469208)]
Arson003: [('Burglary', 0.0802769884467125), ('Vandalism', 0.0781533494591713), ('Road Accidents', 0.07705085724592209), ('Explosion', 0.07556858658790588), ('Abuse', 0.07507190853357315), ('Fighting', 0.07468345761299133), ('Normal Videos', 0.0745321586728096), ('Assault', 0.07450343668460846), ('Shooting', 0.07445497810840607), ('Stealing', 0.07405383139848709), ('Arrest', 0.07375002652406693), ('Arson', 0.07322803884744644), ('Robbery', 0.07259714603424072), ('Shoplifting', 0.07116713374853134)]
Arson015: [('Burglary', 0.07714155316352844), ('Explosion', 0.07646029442548752), ('Fighting', 0.0753205344080925), ('Road Accidents', 0.07514473795890808), ('Assault', 0.07502075284719467), ('Abuse', 0.07496268302202225), ('Vandalism', 0.07491534948348999), ('Normal Videos', 0.07476814836263657), ('Shooting', 0.0746179074048996), ('Stealing', 0.0743827149271965), ('Arrest', 0.07419183105230331), ('Arson', 0.07315733283758163), ('Robbery', 0.07233217358589172), ('Shoplifting', 0.07112397253513336)]
Arson023: [('Explosion', 0.07567749172449112), ('Burglary', 0.07563631236553192), ('Normal Videos', 0.07468490302562714), ('Road Accidents', 0.07419081777334213), ('Shooting', 0.07391199469566345), ('Fighting', 0.07387658953666687), ('Vandalism', 0.07353434711694717), ('Assault', 0.07351060956716537), ('Abuse', 0.0734022781252861), ('Arrest', 0.07315923273563385), ('Robbery', 0.07310007512569427), ('Stealing', 0.07302796095609665), ('Shoplifting', 0.07130388170480728), ('Arson', 0.07106707245111465)]
Arson016: [('Vandalism', 0.07702764868736267), ('Explosion', 0.07643245160579681), ('Burglary', 0.07552962005138397), ('Assault', 0.07525745034217834), ('Shoplifting', 0.07507998496294022), ('Abuse', 0.0747915729880333), ('Shooting', 0.07465320825576782), ('Fighting', 0.074650339782238), ('Road Accidents', 0.07451949268579483), ('Stealing', 0.07439674437046051), ('Robbery', 0.07427932322025299), ('Arrest', 0.0742170438170433), ('Normal Videos', 0.07406088709831238), ('Arson', 0.07204043120145798)]
Arson008: [('Burglary', 0.07803202420473099), ('Vandalism', 0.07579835504293442), ('Road Accidents', 0.07573630660772324), ('Normal Videos', 0.0749947726726532), ('Explosion', 0.07473491132259369), ('Shooting', 0.0739528015255928), ('Fighting', 0.0739290863275528), ('Assault', 0.07330816239118576), ('Robbery', 0.07325512170791626), ('Abuse', 0.0731867104768753), ('Arrest', 0.07278022170066833), ('Arson', 0.07270549982786179), ('Stealing', 0.07183026522397995), ('Shoplifting', 0.07176854461431503)]
Arson007: [('Burglary', 0.07736082375049591), ('Explosion', 0.07569169998168945), ('Shooting', 0.07561461627483368), ('Assault', 0.07552246004343033), ('Vandalism', 0.07544159144163132), ('Road Accidents', 0.07488325238227844), ('Arrest', 0.07440108805894852), ('Fighting', 0.07433158904314041), ('Abuse', 0.07396306842565536), ('Normal Videos', 0.07391761243343353), ('Stealing', 0.07270433753728867), ('Robbery', 0.07266851514577866), ('Arson', 0.07241883873939514), ('Shoplifting', 0.07205715030431747)]
Arson042: [('Burglary', 0.07643575966358185), ('Explosion', 0.07608387619256973), ('Normal Videos', 0.07509450614452362), ('Vandalism', 0.0749833956360817), ('Fighting', 0.07428386807441711), ('Road Accidents', 0.07397166639566422), ('Shooting', 0.07366810739040375), ('Abuse', 0.07340570539236069), ('Stealing', 0.07335297763347626), ('Assault', 0.0731721818447113), ('Robbery', 0.07259798049926758), ('Arrest', 0.0724114254117012), ('Arson', 0.07163119316101074), ('Shoplifting', 0.06957445293664932)]
Arson020: [('Burglary', 0.0761074349284172), ('Road Accidents', 0.07515309005975723), ('Explosion', 0.07513249665498734), ('Assault', 0.07444605976343155), ('Shooting', 0.07429894804954529), ('Vandalism', 0.07428324222564697), ('Normal Videos', 0.0738779753446579), ('Fighting', 0.07382993400096893), ('Abuse', 0.07368391007184982), ('Arrest', 0.07367154210805893), ('Stealing', 0.07263746112585068), ('Arson', 0.07131864130496979), ('Robbery', 0.07098016142845154), ('Shoplifting', 0.06673169881105423)]
Arson046: [('Road Accidents', 0.07496079057455063), ('Explosion', 0.07468010485172272), ('Fighting', 0.07436934858560562), ('Stealing', 0.0738825723528862), ('Abuse', 0.07359064370393753), ('Assault', 0.0733899176120758), ('Shooting', 0.07326731085777283), ('Robbery', 0.07322851568460464), ('Normal Videos', 0.07317019253969193), ('Arrest', 0.07284622639417648), ('Vandalism', 0.07281491905450821), ('Burglary', 0.07268068939447403), ('Arson', 0.07079939544200897), ('Shoplifting', 0.07005354017019272)]
Arson053: [('Burglary', 0.07721363008022308), ('Vandalism', 0.07626631110906601), ('Shooting', 0.07612913101911545), ('Explosion', 0.07597433030605316), ('Assault', 0.07565063238143921), ('Road Accidents', 0.07544085383415222), ('Abuse', 0.07542683184146881), ('Normal Videos', 0.07519660145044327), ('Fighting', 0.07509128749370575), ('Arrest', 0.07491360604763031), ('Stealing', 0.07456561923027039), ('Arson', 0.07276803255081177), ('Robbery', 0.07236337661743164), ('Shoplifting', 0.07019848376512527)]
Arson013: [('Burglary', 0.07927223294973373), ('Vandalism', 0.07820495963096619), ('Road Accidents', 0.07668914645910263), ('Explosion', 0.07530082762241364), ('Normal Videos', 0.07420826703310013), ('Assault', 0.0740421712398529), ('Shooting', 0.07385233789682388), ('Fighting', 0.07359196245670319), ('Abuse', 0.07342410832643509), ('Arrest', 0.07332832366228104), ('Arson', 0.07305022329092026), ('Robbery', 0.07260044664144516), ('Stealing', 0.07259669899940491), ('Shoplifting', 0.07104870676994324)]
Arson028: [('Burglary', 0.07623587548732758), ('Road Accidents', 0.07554781436920166), ('Explosion', 0.07513249665498734), ('Shooting', 0.0747806504368782), ('Abuse', 0.07473280280828476), ('Fighting', 0.07466737180948257), ('Assault', 0.07465574145317078), ('Normal Videos', 0.07420826703310013), ('Stealing', 0.07408710569143295), ('Arrest', 0.07387571036815643), ('Vandalism', 0.07320420444011688), ('Arson', 0.07202068716287613), ('Robbery', 0.07196924090385437), ('Shoplifting', 0.06985898315906525)]
Arson037: [('Assault', 0.07671728730201721), ('Burglary', 0.07660452276468277), ('Shooting', 0.0763842910528183), ('Explosion', 0.07600218802690506), ('Arrest', 0.07564383745193481), ('Fighting', 0.0756378248333931), ('Abuse', 0.07560541480779648), ('Normal Videos', 0.07513300329446793), ('Stealing', 0.07496213912963867), ('Road Accidents', 0.0747300460934639), ('Vandalism', 0.07462378591299057), ('Arson', 0.07186338305473328), ('Robbery', 0.07150975614786148), ('Shoplifting', 0.06822279840707779)]
Arson022: [('Burglary', 0.07636323571205139), ('Explosion', 0.07593339681625366), ('Normal Videos', 0.07503090053796768), ('Road Accidents', 0.07436653226613998), ('Vandalism', 0.0742020234465599), ('Abuse', 0.07397215068340302), ('Fighting', 0.07392121851444244), ('Shooting', 0.07383733987808228), ('Assault', 0.07382099330425262), ('Stealing', 0.07323390245437622), ('Arrest', 0.07277365773916245), ('Robbery', 0.07230287790298462), ('Arson', 0.07227805256843567), ('Shoplifting', 0.07003701478242874)]
Arson039: [('Vandalism', 0.07723294943571091), ('Explosion', 0.07669408619403839), ('Burglary', 0.07634274661540985), ('Assault', 0.07624300569295883), ('Fighting', 0.07600472867488861), ('Shooting', 0.07542622834444046), ('Abuse', 0.07539732754230499), ('Arrest', 0.07529443502426147), ('Road Accidents', 0.07496709376573563), ('Stealing', 0.07466086745262146), ('Normal Videos', 0.07407931238412857), ('Shoplifting', 0.07395854592323303), ('Robbery', 0.07378456741571426), ('Arson', 0.07264889776706696)]
Arson038: [('Assault', 0.07634763419628143), ('Explosion', 0.07605135440826416), ('Abuse', 0.07589445263147354), ('Shooting', 0.0757831558585167), ('Fighting', 0.07570390403270721), ('Arrest', 0.07532457262277603), ('Stealing', 0.07447221875190735), ('Normal Videos', 0.07423005253076553), ('Road Accidents', 0.07340177893638611), ('Burglary', 0.07301399856805801), ('Vandalism', 0.07295812666416168), ('Robbery', 0.07161317765712738), ('Arson', 0.0700271725654602), ('Shoplifting', 0.06851839274168015)]
Arson024: [('Explosion', 0.07608387619256973), ('Burglary', 0.07570141553878784), ('Road Accidents', 0.0756293535232544), ('Normal Videos', 0.07514229416847229), ('Shooting', 0.07508361339569092), ('Fighting', 0.07455869019031525), ('Abuse', 0.07446496933698654), ('Assault', 0.07400575280189514), ('Stealing', 0.07395674288272858), ('Arrest', 0.0734710842370987), ('Vandalism', 0.07273643463850021), ('Arson', 0.07187359035015106), ('Robbery', 0.0712900310754776), ('Shoplifting', 0.06666689366102219)]
Arson027: [('Burglary', 0.07621531188488007), ('Shoplifting', 0.07595610618591309), ('Vandalism', 0.07574190199375153), ('Explosion', 0.07559947669506073), ('Road Accidents', 0.07537609338760376), ('Robbery', 0.07470632344484329), ('Fighting', 0.07452613115310669), ('Assault', 0.07445082813501358), ('Normal Videos', 0.07415783405303955), ('Shooting', 0.07410453259944916), ('Abuse', 0.07393553107976913), ('Arrest', 0.07357140630483627), ('Stealing', 0.0732540562748909), ('Arson', 0.07275132089853287)]
Arson036: [('Vandalism', 0.07560614496469498), ('Explosion', 0.07456755638122559), ('Normal Videos', 0.0742688775062561), ('Burglary', 0.0741005539894104), ('Shoplifting', 0.07400647550821304), ('Robbery', 0.0737362876534462), ('Shooting', 0.07330711930990219), ('Road Accidents', 0.07328470796346664), ('Fighting', 0.07319621741771698), ('Abuse', 0.07302194088697433), ('Assault', 0.07259265333414078), ('Stealing', 0.07256218045949936), ('Arrest', 0.07208754122257233), ('Arson', 0.07080432772636414)]
Arson032: [('Shooting', 0.07657507061958313), ('Assault', 0.07650576531887054), ('Burglary', 0.07618285715579987), ('Arrest', 0.0757008045911789), ('Explosion', 0.07569523900747299), ('Road Accidents', 0.07558764517307281), ('Abuse', 0.07550536841154099), ('Fighting', 0.07526346296072006), ('Normal Videos', 0.07461337000131607), ('Stealing', 0.0742126926779747), ('Vandalism', 0.0741882249712944), ('Robbery', 0.07221708446741104), ('Arson', 0.07144389301538467), ('Shoplifting', 0.07009557634592056)]
Assault037: [('Assault', 0.0769018679857254), ('Shooting', 0.07620304822921753), ('Explosion', 0.07618453353643417), ('Abuse', 0.07593493163585663), ('Arrest', 0.07591293752193451), ('Fighting', 0.07590548694133759), ('Normal Videos', 0.07547551393508911), ('Stealing', 0.07489767670631409), ('Burglary', 0.07359852641820908), ('Road Accidents', 0.07357018440961838), ('Vandalism', 0.07252716273069382), ('Robbery', 0.07243892550468445), ('Arson', 0.07018977403640747), ('Shoplifting', 0.0686117559671402)]
Assault024: [('Burglary', 0.07474458962678909), ('Normal Videos', 0.07461056858301163), ('Explosion', 0.07448083907365799), ('Road Accidents', 0.07416578382253647), ('Stealing', 0.0731116458773613), ('Fighting', 0.07305790483951569), ('Vandalism', 0.07273656874895096), ('Abuse', 0.07260939478874207), ('Shooting', 0.07255348563194275), ('Assault', 0.07191280275583267), ('Arrest', 0.07136417180299759), ('Robbery', 0.07109805941581726), ('Arson', 0.07013452053070068), ('Shoplifting', 0.06692727655172348)]
Assault025: [('Vandalism', 0.07559717446565628), ('Explosion', 0.07523216307163239), ('Burglary', 0.07481606304645538), ('Road Accidents', 0.07389134913682938), ('Normal Videos', 0.07314509153366089), ('Fighting', 0.0724002867937088), ('Shooting', 0.07168223708868027), ('Robbery', 0.07165501266717911), ('Assault', 0.07159282267093658), ('Abuse', 0.0715898722410202), ('Arrest', 0.07105493545532227), ('Stealing', 0.07073254138231277), ('Shoplifting', 0.07062217593193054), ('Arson', 0.07058081030845642)]
Assault019: [('Explosion', 0.0756462886929512), ('Burglary', 0.07519049942493439), ('Shooting', 0.0744611918926239), ('Normal Videos', 0.07445964217185974), ('Fighting', 0.0740140900015831), ('Assault', 0.07389072328805923), ('Arrest', 0.0734364241361618), ('Abuse', 0.07328975945711136), ('Stealing', 0.0729597806930542), ('Road Accidents', 0.07277464866638184), ('Vandalism', 0.07270388305187225), ('Robbery', 0.07255631685256958), ('Arson', 0.07143407315015793), ('Shoplifting', 0.06780362874269485)]
Assault008: [('Burglary', 0.07812011241912842), ('Vandalism', 0.07793250679969788), ('Road Accidents', 0.07676094770431519), ('Explosion', 0.07513576000928879), ('Fighting', 0.0744553953409195), ('Normal Videos', 0.07420703023672104), ('Shooting', 0.07380780577659607), ('Assault', 0.07372906804084778), ('Abuse', 0.07369717955589294), ('Robbery', 0.0729001984000206), ('Arrest', 0.07279670238494873), ('Arson', 0.07245322316884995), ('Stealing', 0.07241082191467285), ('Shoplifting', 0.07195522636175156)]
Assault010: [('Burglary', 0.07800137996673584), ('Vandalism', 0.07739582657814026), ('Normal Videos', 0.07526130229234695), ('Explosion', 0.07518132030963898), ('Road Accidents', 0.0749979019165039), ('Robbery', 0.07445280253887177), ('Shooting', 0.07422803342342377), ('Fighting', 0.07397881895303726), ('Shoplifting', 0.07393459975719452), ('Abuse', 0.07387366145849228), ('Assault', 0.07376304268836975), ('Arson', 0.0735115110874176), ('Arrest', 0.0733199492096901), ('Stealing', 0.07268928736448288)]
Assault040: [('Burglary', 0.07622043788433075), ('Explosion', 0.07546518743038177), ('Road Accidents', 0.07501819729804993), ('Assault', 0.07439674437046051), ('Fighting', 0.07435262203216553), ('Normal Videos', 0.07420826703310013), ('Abuse', 0.07418643683195114), ('Shooting', 0.07418094575405121), ('Arrest', 0.07376087456941605), ('Stealing', 0.07374675571918488), ('Vandalism', 0.0731474980711937), ('Robbery', 0.07119555026292801), ('Arson', 0.07112344354391098), ('Shoplifting', 0.06721547991037369)]
Assault033: [('Burglary', 0.07753892987966537), ('Explosion', 0.07673873007297516), ('Assault', 0.07629767805337906), ('Shooting', 0.07601861655712128), ('Fighting', 0.0759979784488678), ('Arrest', 0.07568181306123734), ('Abuse', 0.0755082443356514), ('Stealing', 0.07494929432868958), ('Normal Videos', 0.07453444600105286), ('Vandalism', 0.0744251161813736), ('Road Accidents', 0.07435685396194458), ('Robbery', 0.07408030331134796), ('Arson', 0.07341045886278152), ('Shoplifting', 0.07244477421045303)]
Assault038: [('Explosion', 0.0736561268568039), ('Normal Videos', 0.07352621108293533), ('Vandalism', 0.07301244884729385), ('Burglary', 0.07297217100858688), ('Robbery', 0.07277777045965195), ('Fighting', 0.0724964588880539), ('Road Accidents', 0.07214552909135818), ('Stealing', 0.07190995663404465), ('Shooting', 0.07176855951547623), ('Abuse', 0.07168982177972794), ('Arson', 0.07109013199806213), ('Assault', 0.07079420238733292), ('Arrest', 0.07062896341085434), ('Shoplifting', 0.07019325345754623)]
Assault007: [('Burglary', 0.07786564528942108), ('Vandalism', 0.0752764493227005), ('Explosion', 0.07505500316619873), ('Road Accidents', 0.07471495121717453), ('Robbery', 0.07433637976646423), ('Abuse', 0.07432076334953308), ('Shooting', 0.07424458861351013), ('Normal Videos', 0.07421300560235977), ('Assault', 0.07413297891616821), ('Fighting', 0.0741141214966774), ('Arrest', 0.0730675607919693), ('Stealing', 0.07282491773366928), ('Arson', 0.07265644520521164), ('Shoplifting', 0.07235202938318253)]
Assault042: [('Burglary', 0.07734409719705582), ('Vandalism', 0.07661479711532593), ('Road Accidents', 0.07523640990257263), ('Explosion', 0.07477497309446335), ('Normal Videos', 0.07415417581796646), ('Robbery', 0.07407224923372269), ('Fighting', 0.07366174459457397), ('Shoplifting', 0.07338547706604004), ('Shooting', 0.07308393716812134), ('Stealing', 0.07287132740020752), ('Abuse', 0.07277604192495346), ('Assault', 0.07249287515878677), ('Arson', 0.07212516665458679), ('Arrest', 0.07191068679094315)]
Assault001: [('Shoplifting', 0.07616782933473587), ('Road Accidents', 0.0749678984284401), ('Vandalism', 0.07474911957979202), ('Explosion', 0.07468010485172272), ('Normal Videos', 0.07466311007738113), ('Burglary', 0.07458782196044922), ('Robbery', 0.0744594931602478), ('Fighting', 0.07436934858560562), ('Shooting', 0.07416068017482758), ('Stealing', 0.0738825723528862), ('Abuse', 0.07386614382266998), ('Assault', 0.0738406777381897), ('Arrest', 0.07338771224021912), ('Arson', 0.07157333195209503)]
Assault035: [('Burglary', 0.07873375713825226), ('Vandalism', 0.07636737823486328), ('Road Accidents', 0.07535344362258911), ('Explosion', 0.07426628470420837), ('Fighting', 0.07319271564483643), ('Normal Videos', 0.07305331528186798), ('Robbery', 0.07262290269136429), ('Stealing', 0.07236739993095398), ('Abuse', 0.07235095649957657), ('Shooting', 0.07211533188819885), ('Assault', 0.0717613622546196), ('Arson', 0.07174647599458694), ('Arrest', 0.07143723964691162), ('Shoplifting', 0.07073969393968582)]
Assault045: [('Road Accidents', 0.07670576125383377), ('Burglary', 0.07533099502325058), ('Vandalism', 0.07531054317951202), ('Explosion', 0.07423804700374603), ('Normal Videos', 0.07381073385477066), ('Shoplifting', 0.0731905847787857), ('Fighting', 0.07312238216400146), ('Robbery', 0.07267478108406067), ('Stealing', 0.07250618189573288), ('Shooting', 0.07216590642929077), ('Abuse', 0.0719294473528862), ('Assault', 0.07130789756774902), ('Arrest', 0.07112371176481247), ('Arson', 0.0708412304520607)]
Assault003: [('Burglary', 0.0764685571193695), ('Explosion', 0.07568570226430893), ('Robbery', 0.07497593760490417), ('Vandalism', 0.07484907656908035), ('Road Accidents', 0.07415104657411575), ('Normal Videos', 0.07411538064479828), ('Fighting', 0.07399839907884598), ('Arson', 0.0733906626701355), ('Abuse', 0.07338552922010422), ('Assault', 0.07315278053283691), ('Shooting', 0.07311598211526871), ('Stealing', 0.07251884043216705), ('Arrest', 0.07249053567647934), ('Shoplifting', 0.07207633554935455)]
Assault004: [('Burglary', 0.07804415374994278), ('Vandalism', 0.07653873413801193), ('Road Accidents', 0.07540685683488846), ('Normal Videos', 0.07511065155267715), ('Shoplifting', 0.07498134672641754), ('Explosion', 0.07471226900815964), ('Robbery', 0.07437574118375778), ('Fighting', 0.07436934858560562), ('Abuse', 0.07399123907089233), ('Stealing', 0.0738825723528862), ('Assault', 0.07366016507148743), ('Shooting', 0.07334660738706589), ('Arrest', 0.07284622639417648), ('Arson', 0.0714188739657402)]
Assault046: [('Burglary', 0.07527446746826172), ('Robbery', 0.07451631873846054), ('Explosion', 0.07450998574495316), ('Fighting', 0.07396214455366135), ('Road Accidents', 0.0736708715558052), ('Shooting', 0.07359001785516739), ('Vandalism', 0.07357613742351532), ('Normal Videos', 0.07348638772964478), ('Stealing', 0.07299616932868958), ('Assault', 0.07254783809185028), ('Abuse', 0.07239218056201935), ('Arson', 0.07228958606719971), ('Arrest', 0.07228894531726837), ('Shoplifting', 0.07166875153779984)]
Assault048: [('Road Accidents', 0.0787956565618515), ('Vandalism', 0.07603900879621506), ('Burglary', 0.0757993832230568), ('Explosion', 0.07469568401575089), ('Normal Videos', 0.07360351085662842), ('Fighting', 0.07272256165742874), ('Shooting', 0.07216830551624298), ('Stealing', 0.07210343331098557), ('Abuse', 0.07198109477758408), ('Arrest', 0.07178302854299545), ('Assault', 0.07172219455242157), ('Arson', 0.07159528881311417), ('Robbery', 0.071390800178051), ('Shoplifting', 0.06920047104358673)]
Assault050: [('Explosion', 0.07530421018600464), ('Shoplifting', 0.07500740140676498), ('Abuse', 0.07491175830364227), ('Assault', 0.07485568523406982), ('Robbery', 0.07480956614017487), ('Fighting', 0.07475510984659195), ('Stealing', 0.07449152320623398), ('Shooting', 0.0744260847568512), ('Normal Videos', 0.07434985786676407), ('Arrest', 0.07415160536766052), ('Burglary', 0.07383906841278076), ('Vandalism', 0.07349415868520737), ('Road Accidents', 0.07242421060800552), ('Arson', 0.07127571105957031)]
Assault032: [('Vandalism', 0.07711118459701538), ('Burglary', 0.07661909610033035), ('Road Accidents', 0.0749678984284401), ('Explosion', 0.07360918074846268), ('Fighting', 0.07343173027038574), ('Shoplifting', 0.07291775196790695), ('Robbery', 0.07289832830429077), ('Normal Videos', 0.0727267935872078), ('Abuse', 0.07231171429157257), ('Stealing', 0.07216925173997879), ('Shooting', 0.0720280110836029), ('Arson', 0.07165906578302383), ('Assault', 0.07154114544391632), ('Arrest', 0.07090428471565247)]
Assault006: [('Burglary', 0.07875540852546692), ('Assault', 0.07651285827159882), ('Explosion', 0.0761185809969902), ('Abuse', 0.07578092068433762), ('Shooting', 0.07577537000179291), ('Fighting', 0.07561962306499481), ('Vandalism', 0.07560734450817108), ('Arrest', 0.07544835656881332), ('Road Accidents', 0.07496079057455063), ('Normal Videos', 0.07481400668621063), ('Stealing', 0.07465411722660065), ('Arson', 0.07365904003381729), ('Robbery', 0.07346867024898529), ('Shoplifting', 0.07167460769414902)]
Assault014: [('Road Accidents', 0.07619266957044601), ('Burglary', 0.07592297345399857), ('Explosion', 0.07549053430557251), ('Assault', 0.07533469796180725), ('Shooting', 0.07493613660335541), ('Vandalism', 0.07469678670167923), ('Abuse', 0.07442326098680496), ('Arrest', 0.0743519514799118), ('Fighting', 0.07414815574884415), ('Normal Videos', 0.07395093888044357), ('Stealing', 0.07365098595619202), ('Robbery', 0.07209263741970062), ('Arson', 0.07122931629419327), ('Shoplifting', 0.06963831186294556)]
Assault017: [('Burglary', 0.07701822370290756), ('Explosion', 0.07576156407594681), ('Road Accidents', 0.07509174942970276), ('Assault', 0.07461119443178177), ('Abuse', 0.074284628033638), ('Shooting', 0.07424725592136383), ('Fighting', 0.07417241483926773), ('Arrest', 0.07410093396902084), ('Stealing', 0.07385106384754181), ('Vandalism', 0.0738278478384018), ('Normal Videos', 0.07364939153194427), ('Robbery', 0.07122638821601868), ('Arson', 0.07096642255783081), ('Shoplifting', 0.06632331758737564)]
Assault015: [('Burglary', 0.07632261514663696), ('Explosion', 0.07565406709909439), ('Normal Videos', 0.07509718090295792), ('Road Accidents', 0.0748310536146164), ('Assault', 0.07462766021490097), ('Fighting', 0.07403227686882019), ('Shooting', 0.07385233789682388), ('Abuse', 0.07381942123174667), ('Arrest', 0.07368920743465424), ('Stealing', 0.07277277112007141), ('Vandalism', 0.07241134345531464), ('Arson', 0.07216460257768631), ('Robbery', 0.07156986743211746), ('Shoplifting', 0.0679415613412857)]
Assault031: [('Burglary', 0.07507321983575821), ('Vandalism', 0.07501950860023499), ('Road Accidents', 0.07480113953351974), ('Explosion', 0.07468140870332718), ('Fighting', 0.07444771379232407), ('Normal Videos', 0.07374294102191925), ('Shooting', 0.07337451726198196), ('Abuse', 0.07323447614908218), ('Assault', 0.07309996336698532), ('Stealing', 0.07277962565422058), ('Arrest', 0.07220190763473511), ('Arson', 0.07179505378007889), ('Robbery', 0.07134789973497391), ('Shoplifting', 0.0708848237991333)]
Assault036: [('Explosion', 0.07498291879892349), ('Road Accidents', 0.07496079057455063), ('Fighting', 0.07436934858560562), ('Robbery', 0.07433442771434784), ('Burglary', 0.07397343218326569), ('Stealing', 0.0738825723528862), ('Shooting', 0.07384554296731949), ('Shoplifting', 0.07370317727327347), ('Abuse', 0.07367637753486633), ('Vandalism', 0.07341635227203369), ('Assault', 0.0733899176120758), ('Normal Videos', 0.07317019253969193), ('Arrest', 0.07302124798297882), ('Arson', 0.07119598239660263)]
Assault012: [('Explosion', 0.07468010485172272), ('Fighting', 0.07436934858560562), ('Stealing', 0.0738825723528862), ('Burglary', 0.07363582402467728), ('Abuse', 0.07359064370393753), ('Normal Videos', 0.07343339920043945), ('Assault', 0.0733899176120758), ('Shooting', 0.07326731085777283), ('Road Accidents', 0.0729617327451706), ('Arrest', 0.07284622639417648), ('Vandalism', 0.07267066836357117), ('Robbery', 0.07237295061349869), ('Arson', 0.07148580998182297), ('Shoplifting', 0.07059600204229355)]
Assault051: [('Normal Videos', 0.07560023665428162), ('Explosion', 0.07520943880081177), ('Burglary', 0.074361152946949), ('Assault', 0.07425445318222046), ('Fighting', 0.07416439801454544), ('Shooting', 0.07407233864068985), ('Abuse', 0.07385304570198059), ('Road Accidents', 0.07355008274316788), ('Arrest', 0.07343396544456482), ('Stealing', 0.07318317145109177), ('Vandalism', 0.07215210795402527), ('Robbery', 0.07152877002954483), ('Arson', 0.07106579840183258), ('Shoplifting', 0.06841826438903809)]
Assault052: [('Burglary', 0.07545875757932663), ('Explosion', 0.07472111284732819), ('Road Accidents', 0.07386711984872818), ('Normal Videos', 0.07345565408468246), ('Fighting', 0.07343173027038574), ('Robbery', 0.07322851568460464), ('Vandalism', 0.07310174405574799), ('Shooting', 0.07258960604667664), ('Assault', 0.07231206446886063), ('Abuse', 0.07231171429157257), ('Stealing', 0.07216925173997879), ('Arson', 0.07172486931085587), ('Arrest', 0.07123372703790665), ('Shoplifting', 0.07005354017019272)]
Assault030: [('Explosion', 0.07605854421854019), ('Assault', 0.07591637969017029), ('Fighting', 0.07579794526100159), ('Shooting', 0.07567798346281052), ('Arrest', 0.07530393451452255), ('Abuse', 0.07510048151016235), ('Normal Videos', 0.07419385761022568), ('Stealing', 0.07417961955070496), ('Burglary', 0.07210042327642441), ('Road Accidents', 0.07185930758714676), ('Robbery', 0.07183954864740372), ('Vandalism', 0.07137950509786606), ('Arson', 0.07093222439289093), ('Shoplifting', 0.06733465939760208)]
Assault023: [('Road Accidents', 0.07496079057455063), ('Explosion', 0.07468010485172272), ('Fighting', 0.07436934858560562), ('Stealing', 0.0738825723528862), ('Shooting', 0.07382229715585709), ('Abuse', 0.07359064370393753), ('Normal Videos', 0.07354225963354111), ('Assault', 0.0733899176120758), ('Arrest', 0.07284622639417648), ('Vandalism', 0.07262574881315231), ('Burglary', 0.07225210964679718), ('Robbery', 0.07200545072555542), ('Arson', 0.07100892812013626), ('Shoplifting', 0.06988546997308731)]
