RoadAccidents055_x264: [('Accident, accident ', 0.32139182), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3197269), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29305834), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26482812), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.257609), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.2534225), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.21510439), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.21475267), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21243846), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.20599487), ('Assault,attack, physical attack, aggression,violence, strike', 0.20560116), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.20433208), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.19698219), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.19336402)]
RoadAccidents126_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29893956), ('Accident, accident ', 0.18975243), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.18537384), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.18528709), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.18364541), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.18059257), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.15612555), ('Assault,attack, physical attack, aggression,violence, strike', 0.15561724), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.14926258), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.13503629), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.12254219), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.100165345), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.07776697), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.07272174)]
RoadAccidents146_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.36866102), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.34309748), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.31859124), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.31641248), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.31113893), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.30498457), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.30300394), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.24772188), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.23768142), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.21896464), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21022487), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.20976244), ('Assault,attack, physical attack, aggression,violence, strike', 0.19990441), ('Accident, accident ', 0.18166551)]
RoadAccidents128_x264: [('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.2601329), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.22070396), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.22020915), ('Accident, accident ', 0.21941273), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.20956714), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.20667309), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.18816634), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.16598247), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.16591275), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.1601618), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.15029842), ('Assault,attack, physical attack, aggression,violence, strike', 0.13974252), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.116383895), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.07705909)]
RoadAccidents039_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.23375593), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.21042663), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.20878915), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.19871676), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.19377108), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.18160748), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.17024446), ('Accident, accident ', 0.15935054), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.15468279), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.09056658), ('Assault,attack, physical attack, aggression,violence, strike', 0.08735298), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.08205463), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.069481455), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.0635121)]
RoadAccidents116_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.38298672), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.35483703), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.34828597), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.33893433), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.32124), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.30802882), ('Accident, accident ', 0.26137638), ('Assault,attack, physical attack, aggression,violence, strike', 0.23156315), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.22890028), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.21974692), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.21119267), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.1668899), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.1555998), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.15295377)]
RoadAccidents148_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.4751407), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.47356132), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.42197824), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.38624957), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.35100862), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3412929), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.31303343), ('Accident, accident ', 0.30737337), ('Assault,attack, physical attack, aggression,violence, strike', 0.24626948), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.24531077), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.2275838), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.22469291), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.18687215), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.17368987)]
RoadAccidents103_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3805672), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.35838738), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.35413077), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.34109855), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.33906525), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.33468586), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.3088895), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.29185063), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.26267383), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.24531166), ('Assault,attack, physical attack, aggression,violence, strike', 0.24293974), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.23756753), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.22806717), ('Accident, accident ', 0.22130519)]
RoadAccidents074_x264: [('Accident, accident ', 0.39258236), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.29917356), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.28490752), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.27774513), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.2633046), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26067582), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.24655554), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.21665144), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.19823027), ('Assault,attack, physical attack, aggression,violence, strike', 0.19216529), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.16427681), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.16222242), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.1597473), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.13052203)]
RoadAccidents012_x264: [('Accident, accident ', 0.37154454), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3699177), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.30230337), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.29726166), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.29408562), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.2848163), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.28248382), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.26140136), ('Assault,attack, physical attack, aggression,violence, strike', 0.2598616), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.24724633), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.24166399), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.22290558), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.20925309), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.1752682)]
RoadAccidents006_x264: [('Accident, accident ', 0.31649858), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.30564103), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.30436182), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29174215), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.26320368), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.26193088), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.25615597), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.25554928), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.24202958), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.21655631), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.19625977), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.18800376), ('Assault,attack, physical attack, aggression,violence, strike', 0.16893886), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.12766618)]
RoadAccidents102_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3597722), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.3514974), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.35002446), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.34590012), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.34499186), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.33131003), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.31009564), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.30118138), ('Accident, accident ', 0.28815377), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.26826927), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.2381227), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.23672286), ('Assault,attack, physical attack, aggression,violence, strike', 0.22289234), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.19160987)]
RoadAccidents068_x264: [('Accident, accident ', 0.269583), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.23372972), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.21957912), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21471527), ('Assault,attack, physical attack, aggression,violence, strike', 0.2128148), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.21093789), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.19820458), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.18966123), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.1752362), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.15273742), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.14721775), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.14485666), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.13845797), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.12552303)]
RoadAccidents077_x264: [('Accident, accident ', 0.38032573), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.31453633), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.3116534), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.31087932), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.30819726), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3014242), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.296654), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2588014), ('Assault,attack, physical attack, aggression,violence, strike', 0.2545513), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.23883261), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.236069), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.23568505), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.22649015), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21965241)]
RoadAccidents021_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.1502669), ('Accident, accident ', 0.12304178), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.091912195), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.08080742), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.06852983), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.0627574), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.061798368), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.061679654), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.041924708), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.038835045), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.03634862), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', -0.0074998643), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', -0.011346616), ('Assault,attack, physical attack, aggression,violence, strike', -0.026838966)]
RoadAccidents110_x264: [('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.257438), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.24829254), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.23931818), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.22124189), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.1988689), ('Assault,attack, physical attack, aggression,violence, strike', 0.19358629), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.18975419), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.17053214), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.16705589), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.15434283), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.15077011), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.14940909), ('Accident, accident ', 0.14724362), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.11486991)]
RoadAccidents058_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3248268), ('Accident, accident ', 0.30538845), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2601474), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2588862), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.25300896), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.24758404), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.23274563), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.2277272), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.2250971), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.2242653), ('Assault,attack, physical attack, aggression,violence, strike', 0.22369319), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.20133288), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.19287235), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.1887668)]
RoadAccidents091_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.31858125), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.30439863), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2806431), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26746464), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.25628287), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.2421175), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.23984097), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.23837182), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.23726611), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.23107101), ('Accident, accident ', 0.2231546), ('Assault,attack, physical attack, aggression,violence, strike', 0.19638062), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.19422612), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.15951797)]
