RoadAccidents055_x264: [('Road Accidents', 0.07655795), ('Vandalism', 0.07618109), ('Burglary', 0.07535075), ('Normal Videos', 0.07352999), ('Arson', 0.072182134), ('Explosion', 0.071565166), ('Robbery', 0.07052415), ('Shooting', 0.07033746), ('Abuse', 0.069441), ('Fighting', 0.069360316), ('Shoplifting', 0.0691673), ('Assault', 0.06883312), ('Arrest', 0.0687745), ('Stealing', 0.06819511)]
Normal_Videos_929_x264: [('Vandalism', 0.077566005), ('Road Accidents', 0.0774494), ('Burglary', 0.07741494), ('Shoplifting', 0.073266566), ('Arson', 0.07271016), ('Normal Videos', 0.07255446), ('Robbery', 0.07120618), ('Explosion', 0.0708833), ('Shooting', 0.06872899), ('Fighting', 0.06869837), ('Abuse', 0.06803241), ('Arrest', 0.06762217), ('Assault', 0.0669781), ('Stealing', 0.06688901)]
Normal_Videos_360_x264: [('Shoplifting', 0.080109686), ('Burglary', 0.078898065), ('Vandalism', 0.07823674), ('Road Accidents', 0.076926164), ('Arson', 0.07390953), ('Robbery', 0.0737791), ('Normal Videos', 0.07222822), ('Explosion', 0.069440395), ('Fighting', 0.06747327), ('Shooting', 0.06710389), ('Stealing', 0.06621193), ('Abuse', 0.06594614), ('Arrest', 0.06553288), ('Assault', 0.06420397)]
Normal_Videos_247_x264: [('Burglary', 0.07796945), ('Road Accidents', 0.07664915), ('Vandalism', 0.07563174), ('Shoplifting', 0.07492787), ('Arson', 0.07485028), ('Normal Videos', 0.07214547), ('Robbery', 0.07162811), ('Explosion', 0.07067304), ('Fighting', 0.069277555), ('Shooting', 0.068396576), ('Abuse', 0.0678368), ('Stealing', 0.067250594), ('Assault', 0.06655331), ('Arrest', 0.06621009)]
Normal_Videos_289_x264: [('Shoplifting', 0.07803028), ('Vandalism', 0.07802011), ('Road Accidents', 0.07753609), ('Burglary', 0.07622368), ('Arson', 0.074026786), ('Normal Videos', 0.073258735), ('Robbery', 0.072053224), ('Explosion', 0.06897432), ('Fighting', 0.06804268), ('Shooting', 0.06781678), ('Abuse', 0.067743234), ('Arrest', 0.06632924), ('Stealing', 0.06631889), ('Assault', 0.0656259)]
Normal_Videos_881_x264: [('Burglary', 0.07853375), ('Vandalism', 0.07738155), ('Road Accidents', 0.07586097), ('Arson', 0.07283298), ('Normal Videos', 0.07255819), ('Explosion', 0.072421715), ('Robbery', 0.070873074), ('Shoplifting', 0.07061622), ('Shooting', 0.069271006), ('Fighting', 0.06913695), ('Abuse', 0.067870356), ('Arrest', 0.067865916), ('Assault', 0.06748409), ('Stealing', 0.067293264)]
Normal_Videos_015_x264: [('Vandalism', 0.0814809), ('Burglary', 0.07874993), ('Shoplifting', 0.07783012), ('Road Accidents', 0.07702148), ('Arson', 0.07322944), ('Normal Videos', 0.07299162), ('Robbery', 0.07286338), ('Explosion', 0.06963715), ('Shooting', 0.06712), ('Fighting', 0.06667722), ('Abuse', 0.06591916), ('Stealing', 0.0659176), ('Arrest', 0.06562759), ('Assault', 0.06493441)]
Normal_Videos_478_x264: [('Road Accidents', 0.07624429), ('Vandalism', 0.07480847), ('Burglary', 0.07475082), ('Shoplifting', 0.07406767), ('Normal Videos', 0.07367851), ('Arson', 0.07351597), ('Robbery', 0.07139517), ('Explosion', 0.07055797), ('Fighting', 0.07002498), ('Shooting', 0.06955864), ('Abuse', 0.068250455), ('Stealing', 0.068140395), ('Arrest', 0.06767591), ('Assault', 0.06733074)]
Normal_Videos_129_x264: [('Road Accidents', 0.076611154), ('Burglary', 0.076529935), ('Vandalism', 0.07600217), ('Normal Videos', 0.07296375), ('Explosion', 0.07250357), ('Arson', 0.072003536), ('Fighting', 0.07036743), ('Shooting', 0.06990581), ('Robbery', 0.069365144), ('Abuse', 0.06914204), ('Assault', 0.06897646), ('Shoplifting', 0.068946995), ('Arrest', 0.06874405), ('Stealing', 0.06793796)]
Normal_Videos_453_x264: [('Road Accidents', 0.076893374), ('Burglary', 0.076683216), ('Vandalism', 0.07494881), ('Shoplifting', 0.07352841), ('Arson', 0.07337147), ('Normal Videos', 0.0720751), ('Robbery', 0.07179893), ('Explosion', 0.07115696), ('Fighting', 0.06953641), ('Shooting', 0.06943515), ('Abuse', 0.06823948), ('Stealing', 0.06767633), ('Arrest', 0.06743484), ('Assault', 0.06722141)]
Normal_Videos_417_x264: [('Burglary', 0.07970592), ('Vandalism', 0.07925754), ('Road Accidents', 0.0778558), ('Shoplifting', 0.07784264), ('Arson', 0.07532354), ('Robbery', 0.07269429), ('Normal Videos', 0.07244737), ('Explosion', 0.069688946), ('Fighting', 0.0670452), ('Shooting', 0.06642248), ('Abuse', 0.065892935), ('Arrest', 0.06573887), ('Stealing', 0.06572194), ('Assault', 0.06436258)]
Normal_Videos_597_x264: [('Burglary', 0.077512726), ('Road Accidents', 0.077265106), ('Vandalism', 0.076206215), ('Normal Videos', 0.07405904), ('Arson', 0.072933435), ('Shoplifting', 0.07268346), ('Robbery', 0.07135801), ('Explosion', 0.07062424), ('Shooting', 0.06968904), ('Fighting', 0.06878226), ('Abuse', 0.0676712), ('Arrest', 0.067232706), ('Stealing', 0.06703874), ('Assault', 0.06694381)]
Normal_Videos_781_x264: [('Road Accidents', 0.07801294), ('Vandalism', 0.07694632), ('Burglary', 0.076208256), ('Shoplifting', 0.074062444), ('Arson', 0.07240861), ('Normal Videos', 0.072353005), ('Robbery', 0.07136203), ('Explosion', 0.07053105), ('Fighting', 0.069310635), ('Shooting', 0.068580806), ('Abuse', 0.06834807), ('Arrest', 0.06761381), ('Stealing', 0.0673919), ('Assault', 0.06687014)]
Normal_Videos_352_x264: [('Road Accidents', 0.07796711), ('Burglary', 0.07599844), ('Vandalism', 0.07492249), ('Arson', 0.07411555), ('Normal Videos', 0.071547344), ('Explosion', 0.071012765), ('Shoplifting', 0.07094606), ('Robbery', 0.070467696), ('Fighting', 0.07002062), ('Shooting', 0.069712944), ('Abuse', 0.06895428), ('Arrest', 0.068443075), ('Stealing', 0.0679578), ('Assault', 0.06793388)]
Normal_Videos_913_x264: [('Burglary', 0.07798167), ('Road Accidents', 0.077293314), ('Vandalism', 0.07610528), ('Arson', 0.07309162), ('Normal Videos', 0.0724356), ('Explosion', 0.07203836), ('Robbery', 0.070645034), ('Shoplifting', 0.06968388), ('Fighting', 0.06950762), ('Shooting', 0.06912686), ('Abuse', 0.068894856), ('Arrest', 0.06797153), ('Assault', 0.067805335), ('Stealing', 0.06741905)]
Normal_Videos_251_x264: [('Burglary', 0.078767695), ('Vandalism', 0.078567386), ('Road Accidents', 0.07666738), ('Arson', 0.073722295), ('Shoplifting', 0.07366769), ('Normal Videos', 0.0726254), ('Robbery', 0.07160475), ('Explosion', 0.07134715), ('Fighting', 0.06819779), ('Abuse', 0.06747109), ('Shooting', 0.06741547), ('Stealing', 0.06718099), ('Arrest', 0.06676703), ('Assault', 0.06599788)]
Normal_Videos_576_x264: [('Road Accidents', 0.07479509), ('Normal Videos', 0.07358638), ('Robbery', 0.072830886), ('Arson', 0.072697155), ('Shoplifting', 0.07248926), ('Vandalism', 0.07211225), ('Burglary', 0.071575806), ('Explosion', 0.07123954), ('Fighting', 0.070928626), ('Stealing', 0.07046132), ('Shooting', 0.07014983), ('Abuse', 0.06984536), ('Arrest', 0.069024295), ('Assault', 0.06826418)]
Normal_Videos_310_x264: [('Road Accidents', 0.07674882), ('Normal Videos', 0.073247224), ('Burglary', 0.07305368), ('Vandalism', 0.072937), ('Explosion', 0.07209145), ('Fighting', 0.07184421), ('Arson', 0.07168892), ('Shooting', 0.07129194), ('Abuse', 0.07052882), ('Arrest', 0.070353195), ('Assault', 0.070200644), ('Robbery', 0.068954974), ('Stealing', 0.06888732), ('Shoplifting', 0.06817179)]
Normal_Videos_885_x264: [('Burglary', 0.078697205), ('Road Accidents', 0.07808254), ('Vandalism', 0.07790688), ('Shoplifting', 0.07417126), ('Arson', 0.07412755), ('Normal Videos', 0.073021226), ('Robbery', 0.07131974), ('Explosion', 0.07088805), ('Shooting', 0.0684724), ('Fighting', 0.067963496), ('Abuse', 0.06734211), ('Stealing', 0.06633234), ('Arrest', 0.06586078), ('Assault', 0.06581438)]
Normal_Videos_914_x264: [('Road Accidents', 0.078284785), ('Burglary', 0.076460324), ('Vandalism', 0.07638315), ('Arson', 0.07311366), ('Normal Videos', 0.07230531), ('Explosion', 0.07147725), ('Shooting', 0.070020266), ('Robbery', 0.06981382), ('Fighting', 0.06974151), ('Shoplifting', 0.06895612), ('Abuse', 0.06892878), ('Arrest', 0.06865212), ('Assault', 0.06849955), ('Stealing', 0.06736336)]
Normal_Videos_801_x264: [('Road Accidents', 0.0757231), ('Burglary', 0.07476987), ('Normal Videos', 0.072931), ('Explosion', 0.072821476), ('Vandalism', 0.07209728), ('Arson', 0.07196306), ('Fighting', 0.071604304), ('Shooting', 0.07130873), ('Abuse', 0.070102826), ('Robbery', 0.06967841), ('Assault', 0.06958756), ('Arrest', 0.06932315), ('Stealing', 0.06925616), ('Shoplifting', 0.068833135)]
Explosion041_x264: [('Road Accidents', 0.07518051), ('Arson', 0.07382298), ('Burglary', 0.07366038), ('Normal Videos', 0.07353262), ('Vandalism', 0.07220905), ('Explosion', 0.07182852), ('Robbery', 0.071239054), ('Shoplifting', 0.07108115), ('Shooting', 0.07061868), ('Fighting', 0.070522614), ('Stealing', 0.06975116), ('Abuse', 0.06928075), ('Arrest', 0.06882922), ('Assault', 0.068443336)]
Explosion043_x264: [('Road Accidents', 0.0763027), ('Burglary', 0.07500419), ('Vandalism', 0.07497103), ('Shoplifting', 0.07377434), ('Arson', 0.072783805), ('Normal Videos', 0.07214106), ('Robbery', 0.071376875), ('Explosion', 0.070628256), ('Fighting', 0.07041752), ('Shooting', 0.06936956), ('Abuse', 0.06900084), ('Stealing', 0.06868141), ('Arrest', 0.068062395), ('Assault', 0.06748598)]
Explosion006_x264: [('Road Accidents', 0.07671991), ('Burglary', 0.0758969), ('Vandalism', 0.07516783), ('Arson', 0.07293243), ('Normal Videos', 0.07270322), ('Shoplifting', 0.071640596), ('Explosion', 0.071293674), ('Robbery', 0.07116477), ('Fighting', 0.0700794), ('Shooting', 0.07002528), ('Abuse', 0.06856421), ('Arrest', 0.068044305), ('Assault', 0.06797618), ('Stealing', 0.06779133)]
Explosion044_x264: [('Vandalism', 0.07903489), ('Burglary', 0.07900401), ('Road Accidents', 0.07734975), ('Shoplifting', 0.07375744), ('Arson', 0.073115595), ('Normal Videos', 0.07235821), ('Robbery', 0.07181986), ('Explosion', 0.071096845), ('Fighting', 0.068333745), ('Shooting', 0.0681119), ('Abuse', 0.067184925), ('Arrest', 0.06659327), ('Stealing', 0.06612675), ('Assault', 0.06611278)]
Explosion002_x264: [('Shoplifting', 0.077534236), ('Road Accidents', 0.07749499), ('Vandalism', 0.07741927), ('Burglary', 0.07582476), ('Arson', 0.075271666), ('Normal Videos', 0.07285246), ('Robbery', 0.07143948), ('Explosion', 0.06945833), ('Shooting', 0.06825543), ('Fighting', 0.06810671), ('Stealing', 0.06713378), ('Abuse', 0.06703173), ('Arrest', 0.06634926), ('Assault', 0.065827906)]
Explosion011_x264: [('Road Accidents', 0.07744075), ('Vandalism', 0.07700044), ('Burglary', 0.07516263), ('Shoplifting', 0.07416247), ('Arson', 0.07391736), ('Normal Videos', 0.07239159), ('Robbery', 0.07063106), ('Explosion', 0.0705924), ('Fighting', 0.06930242), ('Shooting', 0.06925252), ('Abuse', 0.0683355), ('Arrest', 0.0673634), ('Assault', 0.06734876), ('Stealing', 0.067098655)]
Explosion008_x264: [('Road Accidents', 0.07696051), ('Vandalism', 0.07670811), ('Burglary', 0.07556468), ('Normal Videos', 0.074228376), ('Arson', 0.07371849), ('Shoplifting', 0.07264116), ('Robbery', 0.070987396), ('Explosion', 0.07076198), ('Shooting', 0.069251925), ('Fighting', 0.06914233), ('Abuse', 0.068270184), ('Stealing', 0.06747639), ('Arrest', 0.067183904), ('Assault', 0.06710463)]
Explosion047_x264: [('Road Accidents', 0.07702372), ('Burglary', 0.07546661), ('Vandalism', 0.07448965), ('Normal Videos', 0.07318102), ('Arson', 0.07252779), ('Explosion', 0.071390115), ('Robbery', 0.07085235), ('Fighting', 0.07012484), ('Shooting', 0.0700819), ('Shoplifting', 0.069915175), ('Abuse', 0.069065824), ('Arrest', 0.06881275), ('Stealing', 0.06856057), ('Assault', 0.06850772)]
Explosion020_x264: [('Burglary', 0.07651079), ('Vandalism', 0.07631712), ('Road Accidents', 0.07603554), ('Normal Videos', 0.07543088), ('Arson', 0.07325047), ('Shoplifting', 0.07227952), ('Robbery', 0.07142062), ('Explosion', 0.070386074), ('Shooting', 0.0691123), ('Fighting', 0.068779655), ('Abuse', 0.06828106), ('Stealing', 0.06802563), ('Arrest', 0.067411095), ('Assault', 0.066759236)]
Explosion001_x264: [('Arson', 0.07564654), ('Road Accidents', 0.074899964), ('Burglary', 0.074090704), ('Normal Videos', 0.07261418), ('Explosion', 0.072536), ('Vandalism', 0.07237317), ('Fighting', 0.0704648), ('Shooting', 0.070292346), ('Robbery', 0.07012236), ('Abuse', 0.06988078), ('Arrest', 0.069634065), ('Assault', 0.06924357), ('Stealing', 0.06914216), ('Shoplifting', 0.06905931)]
Explosion013_x264: [('Burglary', 0.07660859), ('Road Accidents', 0.076509506), ('Vandalism', 0.07616836), ('Shoplifting', 0.07527226), ('Arson', 0.07432734), ('Normal Videos', 0.07379079), ('Robbery', 0.07234634), ('Explosion', 0.07001895), ('Fighting', 0.0688313), ('Shooting', 0.06860191), ('Abuse', 0.06744674), ('Stealing', 0.067267686), ('Arrest', 0.06675947), ('Assault', 0.0660508)]
Explosion028_x264: [('Burglary', 0.07805376), ('Road Accidents', 0.077443436), ('Vandalism', 0.0772784), ('Shoplifting', 0.07356541), ('Arson', 0.073335186), ('Normal Videos', 0.07235358), ('Explosion', 0.071210586), ('Robbery', 0.071168154), ('Fighting', 0.0690948), ('Abuse', 0.06812004), ('Shooting', 0.067857474), ('Stealing', 0.067058474), ('Arrest', 0.06689342), ('Assault', 0.06656727)]
Explosion007_x264: [('Road Accidents', 0.075312555), ('Normal Videos', 0.07458672), ('Burglary', 0.07413852), ('Vandalism', 0.07375856), ('Arson', 0.0730953), ('Shoplifting', 0.072068885), ('Robbery', 0.07110876), ('Explosion', 0.070759445), ('Fighting', 0.07048128), ('Shooting', 0.07043221), ('Abuse', 0.06913802), ('Stealing', 0.06887426), ('Arrest', 0.06826545), ('Assault', 0.06798009)]
Explosion019_x264: [('Burglary', 0.07818918), ('Vandalism', 0.07808974), ('Road Accidents', 0.07634835), ('Shoplifting', 0.07523816), ('Arson', 0.07370309), ('Robbery', 0.072997354), ('Normal Videos', 0.07245952), ('Explosion', 0.07078329), ('Shooting', 0.06836674), ('Fighting', 0.06779721), ('Abuse', 0.06712283), ('Stealing', 0.06660756), ('Arrest', 0.066488735), ('Assault', 0.06580826)]
Explosion012_x264: [('Vandalism', 0.07882947), ('Burglary', 0.07722451), ('Road Accidents', 0.076770425), ('Shoplifting', 0.07455769), ('Arson', 0.072981134), ('Normal Videos', 0.07220294), ('Robbery', 0.07142224), ('Explosion', 0.070517644), ('Fighting', 0.06890802), ('Shooting', 0.06845275), ('Abuse', 0.06804434), ('Stealing', 0.06695113), ('Arrest', 0.06680253), ('Assault', 0.06633519)]
Explosion024_x264: [('Shoplifting', 0.07861862), ('Burglary', 0.0785866), ('Vandalism', 0.07829554), ('Road Accidents', 0.07725754), ('Arson', 0.07528224), ('Robbery', 0.073230386), ('Normal Videos', 0.07245904), ('Explosion', 0.06909277), ('Fighting', 0.0671729), ('Shooting', 0.0670798), ('Stealing', 0.06653578), ('Abuse', 0.06642517), ('Arrest', 0.0653684), ('Assault', 0.06459532)]
Explosion025_x264: [('Vandalism', 0.080074064), ('Burglary', 0.077619076), ('Shoplifting', 0.07676934), ('Road Accidents', 0.07565539), ('Arson', 0.07376032), ('Normal Videos', 0.073069446), ('Robbery', 0.07271749), ('Explosion', 0.071324475), ('Fighting', 0.067585975), ('Shooting', 0.067135535), ('Stealing', 0.06694544), ('Abuse', 0.06674781), ('Arrest', 0.06582433), ('Assault', 0.06477125)]
Explosion034_x264: [('Road Accidents', 0.07686105), ('Arson', 0.07442294), ('Burglary', 0.074300416), ('Vandalism', 0.073676795), ('Normal Videos', 0.07274425), ('Explosion', 0.07231569), ('Shoplifting', 0.07107222), ('Robbery', 0.07061082), ('Fighting', 0.07048352), ('Shooting', 0.069674775), ('Abuse', 0.06911934), ('Assault', 0.06841068), ('Stealing', 0.068408236), ('Arrest', 0.06789926)]
Explosion040_x264: [('Road Accidents', 0.075120695), ('Normal Videos', 0.07442261), ('Burglary', 0.07363457), ('Vandalism', 0.073587984), ('Shoplifting', 0.07317125), ('Arson', 0.07188988), ('Robbery', 0.07160135), ('Explosion', 0.071100846), ('Fighting', 0.07039174), ('Shooting', 0.069929376), ('Stealing', 0.069448434), ('Abuse', 0.06938877), ('Arrest', 0.068586856), ('Assault', 0.0677257)]
Explosion033_x264: [('Road Accidents', 0.07574389), ('Burglary', 0.07509779), ('Arson', 0.07416114), ('Normal Videos', 0.073194146), ('Vandalism', 0.073143624), ('Explosion', 0.071802445), ('Shoplifting', 0.07108249), ('Fighting', 0.07045303), ('Shooting', 0.07041676), ('Robbery', 0.07036025), ('Abuse', 0.06885606), ('Stealing', 0.06875771), ('Assault', 0.06849932), ('Arrest', 0.068431325)]
Explosion009_x264: [('Vandalism', 0.081652835), ('Shoplifting', 0.080837436), ('Burglary', 0.07740202), ('Road Accidents', 0.075247414), ('Arson', 0.07442919), ('Robbery', 0.07370212), ('Normal Videos', 0.073000625), ('Explosion', 0.069272384), ('Fighting', 0.066768944), ('Shooting', 0.066677235), ('Stealing', 0.066163644), ('Abuse', 0.06584318), ('Arrest', 0.06510486), ('Assault', 0.06389813)]
Explosion022_x264: [('Road Accidents', 0.07564484), ('Burglary', 0.07502319), ('Vandalism', 0.07443885), ('Normal Videos', 0.07403432), ('Arson', 0.073980495), ('Explosion', 0.07165181), ('Shoplifting', 0.07085791), ('Robbery', 0.07036676), ('Shooting', 0.07006767), ('Fighting', 0.06964876), ('Abuse', 0.06915698), ('Assault', 0.06842111), ('Arrest', 0.06839108), ('Stealing', 0.06831625)]
Explosion038_x264: [('Normal Videos', 0.07558051), ('Road Accidents', 0.07542296), ('Vandalism', 0.07409957), ('Burglary', 0.07366343), ('Shoplifting', 0.07284468), ('Arson', 0.072550625), ('Robbery', 0.0711637), ('Explosion', 0.07081738), ('Shooting', 0.07038564), ('Fighting', 0.069940105), ('Abuse', 0.06923129), ('Stealing', 0.06897692), ('Arrest', 0.06778173), ('Assault', 0.067541465)]
Explosion015_x264: [('Road Accidents', 0.077053495), ('Vandalism', 0.076823495), ('Burglary', 0.075224295), ('Normal Videos', 0.07303168), ('Arson', 0.072910726), ('Shoplifting', 0.071800925), ('Robbery', 0.071112), ('Explosion', 0.0710489), ('Shooting', 0.07004064), ('Fighting', 0.069391236), ('Abuse', 0.06864084), ('Arrest', 0.06780687), ('Assault', 0.06771011), ('Stealing', 0.06740482)]
Explosion045_x264: [('Vandalism', 0.078311846), ('Burglary', 0.07775545), ('Road Accidents', 0.077445984), ('Normal Videos', 0.073653705), ('Arson', 0.07287029), ('Explosion', 0.07145855), ('Shoplifting', 0.07101968), ('Robbery', 0.07063978), ('Shooting', 0.06934106), ('Fighting', 0.06864287), ('Abuse', 0.06785618), ('Arrest', 0.0672359), ('Assault', 0.06722263), ('Stealing', 0.066546105)]
Explosion004_x264: [('Burglary', 0.07670701), ('Road Accidents', 0.07648878), ('Vandalism', 0.07623671), ('Shoplifting', 0.07383032), ('Normal Videos', 0.07333874), ('Arson', 0.07333345), ('Robbery', 0.07238028), ('Explosion', 0.070495725), ('Shooting', 0.06901924), ('Fighting', 0.06879242), ('Abuse', 0.06779083), ('Arrest', 0.06751856), ('Stealing', 0.06742103), ('Assault', 0.06664682)]
Explosion003_x264: [('Vandalism', 0.07681406), ('Road Accidents', 0.076663025), ('Burglary', 0.075866275), ('Arson', 0.07252825), ('Shoplifting', 0.07247367), ('Normal Videos', 0.07220842), ('Robbery', 0.07194583), ('Explosion', 0.07121467), ('Fighting', 0.06963308), ('Abuse', 0.06888346), ('Shooting', 0.068653464), ('Stealing', 0.068120286), ('Arrest', 0.06773753), ('Assault', 0.06725798)]
Explosion051_x264: [('Road Accidents', 0.076679975), ('Vandalism', 0.07513908), ('Burglary', 0.074474744), ('Normal Videos', 0.07327492), ('Arson', 0.072810724), ('Explosion', 0.07166878), ('Shoplifting', 0.07160261), ('Shooting', 0.07053206), ('Robbery', 0.07044357), ('Fighting', 0.070222385), ('Abuse', 0.06896972), ('Stealing', 0.068101935), ('Arrest', 0.068056), ('Assault', 0.068023495)]
Explosion030_x264: [('Road Accidents', 0.076129586), ('Burglary', 0.07407787), ('Vandalism', 0.073500775), ('Arson', 0.073467225), ('Normal Videos', 0.072176605), ('Explosion', 0.07124379), ('Fighting', 0.070970766), ('Shoplifting', 0.07096194), ('Robbery', 0.07085651), ('Shooting', 0.07038282), ('Abuse', 0.06954758), ('Stealing', 0.06932243), ('Arrest', 0.06888368), ('Assault', 0.068478465)]
Explosion037_x264: [('Vandalism', 0.08011926), ('Burglary', 0.0789529), ('Shoplifting', 0.078170866), ('Road Accidents', 0.077255), ('Arson', 0.07500667), ('Robbery', 0.072789244), ('Normal Videos', 0.07141804), ('Explosion', 0.07064659), ('Fighting', 0.06723221), ('Abuse', 0.06672387), ('Shooting', 0.06642187), ('Stealing', 0.06607598), ('Arrest', 0.06483803), ('Assault', 0.06434947)]
Explosion042_x264: [('Road Accidents', 0.07690428), ('Vandalism', 0.076498926), ('Burglary', 0.0747984), ('Normal Videos', 0.07355564), ('Shoplifting', 0.073185235), ('Arson', 0.07316726), ('Explosion', 0.07117481), ('Robbery', 0.071029566), ('Shooting', 0.06919247), ('Fighting', 0.0689223), ('Abuse', 0.06870392), ('Stealing', 0.06775737), ('Assault', 0.06762033), ('Arrest', 0.06748947)]
Explosion048_x264: [('Vandalism', 0.07920946), ('Burglary', 0.0755372), ('Road Accidents', 0.0750339), ('Shoplifting', 0.074854605), ('Normal Videos', 0.07405089), ('Arson', 0.07354171), ('Explosion', 0.07112921), ('Robbery', 0.07108699), ('Fighting', 0.06911223), ('Shooting', 0.068287514), ('Abuse', 0.0677123), ('Stealing', 0.06752929), ('Arrest', 0.06683508), ('Assault', 0.06607962)]
Explosion039_x264: [('Road Accidents', 0.0770266), ('Vandalism', 0.07699649), ('Burglary', 0.07640377), ('Arson', 0.07339402), ('Normal Videos', 0.07280627), ('Explosion', 0.07162758), ('Shoplifting', 0.07074452), ('Robbery', 0.07021883), ('Shooting', 0.069779836), ('Fighting', 0.06943865), ('Abuse', 0.0685815), ('Arrest', 0.06795674), ('Assault', 0.06791426), ('Stealing', 0.06711094)]
Explosion005_x264: [('Road Accidents', 0.07592471), ('Normal Videos', 0.07467771), ('Burglary', 0.07455061), ('Vandalism', 0.07454392), ('Arson', 0.07222083), ('Explosion', 0.07221329), ('Robbery', 0.070404075), ('Shooting', 0.070021085), ('Shoplifting', 0.069947176), ('Abuse', 0.0698922), ('Fighting', 0.06968737), ('Arrest', 0.0687955), ('Stealing', 0.068600446), ('Assault', 0.06852101)]
Explosion046_x264: [('Vandalism', 0.07893244), ('Shoplifting', 0.07612114), ('Road Accidents', 0.07588979), ('Burglary', 0.07506913), ('Arson', 0.07437858), ('Normal Videos', 0.073492326), ('Robbery', 0.07123753), ('Explosion', 0.06991883), ('Abuse', 0.06844984), ('Fighting', 0.06843922), ('Shooting', 0.06795709), ('Stealing', 0.06742444), ('Arrest', 0.06642774), ('Assault', 0.066261865)]
Explosion026_x264: [('Vandalism', 0.07769128), ('Road Accidents', 0.0767749), ('Burglary', 0.07652601), ('Shoplifting', 0.07490395), ('Normal Videos', 0.07337025), ('Arson', 0.073063284), ('Robbery', 0.07127938), ('Explosion', 0.07090599), ('Fighting', 0.068933964), ('Shooting', 0.0683797), ('Abuse', 0.06834771), ('Stealing', 0.067089215), ('Arrest', 0.06644635), ('Assault', 0.06628801)]
Explosion014_x264: [('Road Accidents', 0.077093676), ('Vandalism', 0.075420514), ('Burglary', 0.075263515), ('Normal Videos', 0.0727653), ('Explosion', 0.07260496), ('Arson', 0.072288066), ('Shooting', 0.07104604), ('Fighting', 0.07032118), ('Abuse', 0.069714844), ('Robbery', 0.06953452), ('Assault', 0.069168776), ('Arrest', 0.068866566), ('Stealing', 0.06802988), ('Shoplifting', 0.06788213)]
Explosion036_x264: [('Burglary', 0.076984696), ('Vandalism', 0.076851495), ('Shoplifting', 0.076815724), ('Road Accidents', 0.07631554), ('Arson', 0.074021205), ('Robbery', 0.07279178), ('Normal Videos', 0.07278212), ('Explosion', 0.06946809), ('Fighting', 0.06868215), ('Shooting', 0.06834213), ('Stealing', 0.06744257), ('Abuse', 0.06724433), ('Arrest', 0.06646517), ('Assault', 0.065792985)]
Explosion029_x264: [('Road Accidents', 0.07733343), ('Burglary', 0.07727784), ('Vandalism', 0.07606407), ('Shoplifting', 0.0750352), ('Arson', 0.07488608), ('Robbery', 0.071775466), ('Normal Videos', 0.07128439), ('Explosion', 0.07048488), ('Fighting', 0.06903047), ('Shooting', 0.068450734), ('Abuse', 0.06782243), ('Stealing', 0.06740813), ('Arrest', 0.066875525), ('Assault', 0.0662714)]
Explosion023_x264: [('Vandalism', 0.076733574), ('Burglary', 0.07628376), ('Road Accidents', 0.07621815), ('Arson', 0.07416463), ('Shoplifting', 0.0730039), ('Normal Videos', 0.07272041), ('Robbery', 0.07214362), ('Explosion', 0.070802435), ('Fighting', 0.069102235), ('Shooting', 0.069086276), ('Abuse', 0.06837285), ('Stealing', 0.06742975), ('Arrest', 0.06701119), ('Assault', 0.066927254)]
Explosion027_x264: [('Shoplifting', 0.079425976), ('Burglary', 0.07897259), ('Vandalism', 0.07868227), ('Road Accidents', 0.075613566), ('Robbery', 0.07494386), ('Arson', 0.07415631), ('Normal Videos', 0.07376114), ('Explosion', 0.068804145), ('Stealing', 0.06695141), ('Shooting', 0.06673192), ('Fighting', 0.06646789), ('Abuse', 0.06596355), ('Arrest', 0.065362126), ('Assault', 0.06416331)]
Explosion032_x264: [('Burglary', 0.07607636), ('Road Accidents', 0.07559574), ('Vandalism', 0.07322902), ('Arson', 0.07315886), ('Explosion', 0.07278994), ('Normal Videos', 0.07199555), ('Fighting', 0.07114904), ('Shooting', 0.07051077), ('Robbery', 0.07027387), ('Abuse', 0.06980174), ('Arrest', 0.06912406), ('Assault', 0.06911188), ('Stealing', 0.06868601), ('Shoplifting', 0.06849719)]
Explosion017_x264: [('Road Accidents', 0.07559617), ('Vandalism', 0.07537891), ('Normal Videos', 0.074381605), ('Burglary', 0.07393863), ('Arson', 0.07282439), ('Shoplifting', 0.07235866), ('Explosion', 0.071034916), ('Robbery', 0.07096052), ('Fighting', 0.07003611), ('Shooting', 0.069527134), ('Abuse', 0.06912785), ('Stealing', 0.06847211), ('Arrest', 0.06842274), ('Assault', 0.06794029)]
Explosion018_x264: [('Road Accidents', 0.0769971), ('Vandalism', 0.07562465), ('Burglary', 0.07543898), ('Normal Videos', 0.07330124), ('Arson', 0.072919056), ('Explosion', 0.071768664), ('Shoplifting', 0.07164433), ('Robbery', 0.07084391), ('Fighting', 0.069532946), ('Shooting', 0.069455154), ('Abuse', 0.068772286), ('Arrest', 0.06807335), ('Assault', 0.068057716), ('Stealing', 0.06757062)]
