RoadAccidents055_x264: [('Road Accidents', 0.6942875), ('Vandalism', 0.6893528), ('Burglary', 0.67839336), ('Normal Videos', 0.6539328), ('Arson', 0.6354321), ('Explosion', 0.6268479), ('Robbery', 0.61219466), ('Shooting', 0.60954404), ('Abuse', 0.596717), ('Fighting', 0.59555435), ('Shoplifting', 0.5927677), ('Assault', 0.58792454), ('Arrest', 0.58707255), ('Stealing', 0.5786124)]
Assault051_x264: [('Vandalism', 0.5937472), ('Burglary', 0.57734925), ('Road Accidents', 0.5653497), ('Normal Videos', 0.5422254), ('Shoplifting', 0.5421627), ('Arson', 0.5141352), ('Robbery', 0.5083892), ('Explosion', 0.49015054), ('Fighting', 0.4545784), ('Shooting', 0.4531824), ('Abuse', 0.44451004), ('Stealing', 0.4441099), ('Arrest', 0.4320758), ('Assault', 0.42513108)]
Assault052_x264: [('Burglary', 0.7056715), ('Road Accidents', 0.702683), ('Vandalism', 0.6934435), ('Normal Videos', 0.6830988), ('Arson', 0.65913194), ('Explosion', 0.6547494), ('Shoplifting', 0.6505027), ('Robbery', 0.6486353), ('Fighting', 0.64220315), ('Shooting', 0.6375497), ('Abuse', 0.6168587), ('Arrest', 0.6125802), ('Assault', 0.60912645), ('Stealing', 0.60873514)]
Assault030_x264: [('Burglary', 0.5727172), ('Vandalism', 0.5697548), ('Road Accidents', 0.5648823), ('Normal Videos', 0.52876186), ('Arson', 0.5238646), ('Shoplifting', 0.51919454), ('Robbery', 0.4978243), ('Explosion', 0.4901156), ('Shooting', 0.47006926), ('Fighting', 0.46553236), ('Abuse', 0.4523684), ('Arrest', 0.4467461), ('Stealing', 0.4399012), ('Assault', 0.43826267)]
Assault023_x264: [('Road Accidents', 0.7011759), ('Vandalism', 0.69392455), ('Burglary', 0.6910974), ('Arson', 0.67797804), ('Normal Videos', 0.67249525), ('Explosion', 0.65713817), ('Shoplifting', 0.6395736), ('Shooting', 0.63530177), ('Robbery', 0.6333325), ('Fighting', 0.6301569), ('Abuse', 0.62284607), ('Assault', 0.6126899), ('Stealing', 0.609941), ('Arrest', 0.6055686)]
Assault026_x264: [('Vandalism', 0.44541287), ('Burglary', 0.43935114), ('Shoplifting', 0.43083495), ('Road Accidents', 0.42535537), ('Normal Videos', 0.39980507), ('Arson', 0.39217144), ('Robbery', 0.38506562), ('Explosion', 0.34351194), ('Shooting', 0.31871915), ('Fighting', 0.31621045), ('Abuse', 0.30570304), ('Stealing', 0.3041296), ('Arrest', 0.2997809), ('Assault', 0.28602582)]
Assault039_x264: [('Vandalism', 0.59765077), ('Burglary', 0.5944978), ('Road Accidents', 0.5440936), ('Shoplifting', 0.534309), ('Arson', 0.51385903), ('Robbery', 0.4969859), ('Normal Videos', 0.48920748), ('Explosion', 0.47827613), ('Fighting', 0.4425823), ('Abuse', 0.42558664), ('Shooting', 0.42246002), ('Stealing', 0.41545123), ('Arrest', 0.41226256), ('Assault', 0.40395683)]
Assault022_x264: [('Road Accidents', 0.565116), ('Burglary', 0.5577957), ('Vandalism', 0.5520567), ('Arson', 0.523981), ('Shoplifting', 0.5156202), ('Normal Videos', 0.5135894), ('Explosion', 0.48092836), ('Robbery', 0.47844458), ('Fighting', 0.46106267), ('Shooting', 0.45967022), ('Abuse', 0.4440596), ('Arrest', 0.43421966), ('Stealing', 0.43404847), ('Assault', 0.43298304)]
Assault020_x264: [('Vandalism', 0.520724), ('Shoplifting', 0.5069871), ('Burglary', 0.4849301), ('Road Accidents', 0.47004992), ('Normal Videos', 0.44541264), ('Robbery', 0.4435333), ('Arson', 0.43751526), ('Explosion', 0.39348686), ('Stealing', 0.36433852), ('Fighting', 0.36252826), ('Abuse', 0.35666868), ('Shooting', 0.35224217), ('Arrest', 0.3308655), ('Assault', 0.31671327)]
Assault049_x264: [('Shoplifting', 0.41563743), ('Vandalism', 0.4058833), ('Burglary', 0.40020758), ('Road Accidents', 0.366009), ('Arson', 0.34379274), ('Robbery', 0.3281385), ('Normal Videos', 0.30112314), ('Explosion', 0.25662145), ('Fighting', 0.23269458), ('Shooting', 0.23216724), ('Abuse', 0.2096624), ('Arrest', 0.20468111), ('Stealing', 0.200925), ('Assault', 0.18524998)]
Assault028_x264: [('Road Accidents', 0.5527491), ('Burglary', 0.549561), ('Vandalism', 0.5437547), ('Arson', 0.51157963), ('Shoplifting', 0.5074253), ('Normal Videos', 0.4978188), ('Explosion', 0.4713953), ('Robbery', 0.46977115), ('Fighting', 0.44118702), ('Shooting', 0.43768233), ('Abuse', 0.42532644), ('Stealing', 0.41409528), ('Arrest', 0.41288215), ('Assault', 0.41260958)]
Assault034_x264: [('Burglary', 0.5645502), ('Road Accidents', 0.5635184), ('Vandalism', 0.55213225), ('Shoplifting', 0.5164562), ('Arson', 0.5146084), ('Normal Videos', 0.5074566), ('Robbery', 0.49345773), ('Explosion', 0.4839834), ('Fighting', 0.4574264), ('Shooting', 0.45135203), ('Abuse', 0.44543165), ('Stealing', 0.43633083), ('Arrest', 0.43486106), ('Assault', 0.42541474)]
Assault009_x264: [('Road Accidents', 0.58957136), ('Burglary', 0.5786841), ('Vandalism', 0.56501645), ('Normal Videos', 0.56091654), ('Arson', 0.5443868), ('Explosion', 0.5245049), ('Shoplifting', 0.5187684), ('Robbery', 0.51384956), ('Shooting', 0.51099193), ('Fighting', 0.5068424), ('Abuse', 0.48989627), ('Arrest', 0.48214278), ('Assault', 0.48040944), ('Stealing', 0.4771359)]
Assault029_x264: [('Burglary', 0.6964541), ('Vandalism', 0.69113123), ('Road Accidents', 0.68911445), ('Arson', 0.6443794), ('Normal Videos', 0.64273), ('Shoplifting', 0.6376189), ('Explosion', 0.6240264), ('Robbery', 0.623729), ('Shooting', 0.594761), ('Fighting', 0.5927784), ('Abuse', 0.58385146), ('Stealing', 0.5758766), ('Arrest', 0.57569265), ('Assault', 0.56968)]
Assault016_x264: [('Vandalism', 0.3658713), ('Shoplifting', 0.36348283), ('Burglary', 0.35914397), ('Road Accidents', 0.3498435), ('Arson', 0.33006772), ('Robbery', 0.29805076), ('Normal Videos', 0.28547293), ('Explosion', 0.24635457), ('Shooting', 0.21425033), ('Fighting', 0.21228768), ('Abuse', 0.20872611), ('Stealing', 0.19973157), ('Arrest', 0.19381085), ('Assault', 0.18644112)]
Assault044_x264: [('Vandalism', 0.5479797), ('Burglary', 0.5370744), ('Road Accidents', 0.5078031), ('Shoplifting', 0.50539756), ('Normal Videos', 0.4645081), ('Arson', 0.46249688), ('Robbery', 0.46218342), ('Explosion', 0.416855), ('Fighting', 0.38760626), ('Shooting', 0.38371617), ('Abuse', 0.3703407), ('Stealing', 0.3672862), ('Arrest', 0.35956007), ('Assault', 0.3492591)]
Assault041_x264: [('Burglary', 0.47515363), ('Road Accidents', 0.4667312), ('Vandalism', 0.46604383), ('Shoplifting', 0.45409954), ('Arson', 0.41754413), ('Robbery', 0.3985593), ('Normal Videos', 0.38195777), ('Explosion', 0.36391157), ('Fighting', 0.33700988), ('Shooting', 0.3263793), ('Abuse', 0.32057288), ('Stealing', 0.31125045), ('Arrest', 0.3089474), ('Assault', 0.29627734)]
Assault047_x264: [('Vandalism', 0.480456), ('Shoplifting', 0.47756678), ('Burglary', 0.4728599), ('Road Accidents', 0.4688437), ('Arson', 0.43674368), ('Robbery', 0.4190127), ('Normal Videos', 0.4180041), ('Explosion', 0.3705336), ('Fighting', 0.35371923), ('Shooting', 0.34828943), ('Stealing', 0.33464926), ('Abuse', 0.33258277), ('Arrest', 0.32019985), ('Assault', 0.31218898)]
Assault011_x264: [('Road Accidents', 0.55377364), ('Vandalism', 0.54127586), ('Burglary', 0.53038573), ('Normal Videos', 0.5255328), ('Shoplifting', 0.50211096), ('Arson', 0.49771726), ('Robbery', 0.48570186), ('Explosion', 0.47667354), ('Fighting', 0.46108812), ('Shooting', 0.45952967), ('Abuse', 0.447909), ('Stealing', 0.43856794), ('Arrest', 0.43793795), ('Assault', 0.43150318)]
Assault018_x264: [('Vandalism', 0.49632293), ('Shoplifting', 0.46096388), ('Burglary', 0.45768684), ('Road Accidents', 0.43367717), ('Arson', 0.40290958), ('Robbery', 0.38914868), ('Normal Videos', 0.37468895), ('Explosion', 0.33581066), ('Shooting', 0.29502597), ('Fighting', 0.29337758), ('Stealing', 0.28673536), ('Abuse', 0.2849909), ('Arrest', 0.27267098), ('Assault', 0.25852144)]
Assault027_x264: [('Road Accidents', 0.52408105), ('Burglary', 0.51751167), ('Vandalism', 0.50420004), ('Normal Videos', 0.49680242), ('Arson', 0.4912285), ('Shoplifting', 0.47700408), ('Robbery', 0.4568395), ('Explosion', 0.45575827), ('Fighting', 0.44079214), ('Shooting', 0.43694872), ('Abuse', 0.41685003), ('Stealing', 0.41422278), ('Arrest', 0.41133428), ('Assault', 0.40789095)]
Assault005_x264: [('Vandalism', 0.4416405), ('Burglary', 0.43020177), ('Shoplifting', 0.42840123), ('Road Accidents', 0.40155402), ('Arson', 0.37355834), ('Normal Videos', 0.37352058), ('Robbery', 0.37241742), ('Explosion', 0.31410605), ('Shooting', 0.28232673), ('Fighting', 0.2816062), ('Stealing', 0.27706608), ('Abuse', 0.26922175), ('Arrest', 0.26225978), ('Assault', 0.24510844)]
Assault013_x264: [('Burglary', 0.57639116), ('Road Accidents', 0.57124406), ('Vandalism', 0.56006396), ('Normal Videos', 0.5288799), ('Arson', 0.5275692), ('Shoplifting', 0.5200882), ('Robbery', 0.5086746), ('Explosion', 0.49382007), ('Shooting', 0.4752819), ('Fighting', 0.47073492), ('Abuse', 0.45537704), ('Stealing', 0.4455564), ('Arrest', 0.44523603), ('Assault', 0.44440836)]
Assault002_x264: [('Road Accidents', 0.6334392), ('Burglary', 0.6168995), ('Vandalism', 0.6102759), ('Normal Videos', 0.6065701), ('Arson', 0.58087385), ('Explosion', 0.5741751), ('Robbery', 0.5617893), ('Shoplifting', 0.55928284), ('Shooting', 0.5556195), ('Fighting', 0.55266494), ('Abuse', 0.5456773), ('Arrest', 0.53380895), ('Assault', 0.5309425), ('Stealing', 0.5299085)]
Normal_Videos_892_x264: [('Burglary', 0.46228397), ('Vandalism', 0.46174145), ('Shoplifting', 0.436552), ('Road Accidents', 0.43201166), ('Arson', 0.39722946), ('Robbery', 0.36422783), ('Normal Videos', 0.35699043), ('Explosion', 0.3358587), ('Fighting', 0.29300016), ('Shooting', 0.28785184), ('Abuse', 0.27895233), ('Arrest', 0.27071145), ('Stealing', 0.27045423), ('Assault', 0.2574741)]
Normal_Videos_745_x264: [('Vandalism', 0.5683305), ('Burglary', 0.5619647), ('Road Accidents', 0.5576973), ('Shoplifting', 0.5217823), ('Normal Videos', 0.5013202), ('Arson', 0.49866444), ('Robbery', 0.4702829), ('Explosion', 0.4552428), ('Fighting', 0.4224493), ('Shooting', 0.42224625), ('Abuse', 0.40072107), ('Arrest', 0.39996356), ('Stealing', 0.3940607), ('Assault', 0.38117105)]
Normal_Videos_656_x264: [('Burglary', 0.55729616), ('Road Accidents', 0.5543031), ('Vandalism', 0.5474732), ('Arson', 0.49579448), ('Shoplifting', 0.48180073), ('Normal Videos', 0.46527922), ('Robbery', 0.4517333), ('Explosion', 0.44581282), ('Fighting', 0.41665542), ('Shooting', 0.40998137), ('Abuse', 0.40901065), ('Assault', 0.39296356), ('Arrest', 0.3921649), ('Stealing', 0.3921486)]
Normal_Videos_641_x264: [('Burglary', 0.4911045), ('Road Accidents', 0.48844388), ('Vandalism', 0.48681694), ('Shoplifting', 0.4585538), ('Normal Videos', 0.4471858), ('Arson', 0.43773273), ('Robbery', 0.42089066), ('Explosion', 0.40005457), ('Fighting', 0.3809985), ('Shooting', 0.37937802), ('Abuse', 0.35666206), ('Arrest', 0.35060802), ('Stealing', 0.3504318), ('Assault', 0.3428371)]
Normal_Videos_696_x264: [('Road Accidents', 0.64710546), ('Vandalism', 0.62029773), ('Burglary', 0.6050434), ('Normal Videos', 0.5820626), ('Arson', 0.57703805), ('Explosion', 0.5598043), ('Shoplifting', 0.5579676), ('Fighting', 0.5431854), ('Shooting', 0.5429972), ('Robbery', 0.5390228), ('Abuse', 0.52815104), ('Arrest', 0.5173121), ('Assault', 0.5152149), ('Stealing', 0.51116693)]
Normal_Videos_912_x264: [('Road Accidents', 0.67592037), ('Burglary', 0.67151177), ('Vandalism', 0.65749466), ('Arson', 0.61896193), ('Shoplifting', 0.58756566), ('Explosion', 0.5871606), ('Normal Videos', 0.58487976), ('Robbery', 0.58477783), ('Fighting', 0.55605507), ('Shooting', 0.5536066), ('Abuse', 0.54676795), ('Arrest', 0.5331294), ('Assault', 0.53263193), ('Stealing', 0.5248856)]
Normal_Videos_621_x264: [('Road Accidents', 0.67637825), ('Burglary', 0.6488204), ('Arson', 0.6297421), ('Vandalism', 0.6270125), ('Normal Videos', 0.6138065), ('Explosion', 0.6135516), ('Fighting', 0.6015716), ('Shooting', 0.5973759), ('Abuse', 0.5831675), ('Robbery', 0.58076185), ('Arrest', 0.5782833), ('Assault', 0.5752729), ('Shoplifting', 0.57099676), ('Stealing', 0.5701618)]
Normal_Videos_452_x264: [('Vandalism', 0.6089135), ('Burglary', 0.5961171), ('Road Accidents', 0.5947013), ('Normal Videos', 0.5579704), ('Arson', 0.5467533), ('Shoplifting', 0.53789264), ('Explosion', 0.52514684), ('Robbery', 0.5225915), ('Shooting', 0.49021414), ('Fighting', 0.48688167), ('Abuse', 0.4740012), ('Stealing', 0.47319654), ('Arrest', 0.4691899), ('Assault', 0.45715097)]
Normal_Videos_828_x264: [('Road Accidents', 0.58193433), ('Burglary', 0.5754007), ('Vandalism', 0.574236), ('Arson', 0.51892835), ('Shoplifting', 0.5051098), ('Normal Videos', 0.48530436), ('Robbery', 0.47892883), ('Explosion', 0.47797292), ('Fighting', 0.44745618), ('Shooting', 0.43819305), ('Abuse', 0.43548152), ('Arrest', 0.4209029), ('Assault', 0.41734588), ('Stealing', 0.41445464)]
Normal_Videos_704_x264: [('Burglary', 0.5158064), ('Vandalism', 0.5097779), ('Road Accidents', 0.5079779), ('Normal Videos', 0.48595276), ('Shoplifting', 0.47586653), ('Arson', 0.46604142), ('Robbery', 0.4598416), ('Explosion', 0.4351986), ('Shooting', 0.42129603), ('Fighting', 0.41615415), ('Abuse', 0.3994346), ('Stealing', 0.39618617), ('Arrest', 0.39452702), ('Assault', 0.38429862)]
Normal_Videos_246_x264: [('Road Accidents', 0.54074246), ('Burglary', 0.53547454), ('Vandalism', 0.52796614), ('Arson', 0.49601036), ('Shoplifting', 0.4920354), ('Normal Videos', 0.48942024), ('Robbery', 0.46225896), ('Explosion', 0.45997104), ('Fighting', 0.43793303), ('Shooting', 0.4379307), ('Abuse', 0.42096367), ('Arrest', 0.41639534), ('Stealing', 0.41116843), ('Assault', 0.4067788)]
Normal_Videos_100_x264: [('Road Accidents', 0.7616682), ('Burglary', 0.745894), ('Normal Videos', 0.7257196), ('Vandalism', 0.7163459), ('Arson', 0.70598125), ('Explosion', 0.6986225), ('Robbery', 0.68312323), ('Shooting', 0.67040956), ('Fighting', 0.66936195), ('Shoplifting', 0.6675583), ('Abuse', 0.6650686), ('Assault', 0.6467312), ('Stealing', 0.6465913), ('Arrest', 0.6431151)]
Normal_Videos_365_x264: [('Shoplifting', 0.35750476), ('Road Accidents', 0.3499231), ('Burglary', 0.3429622), ('Vandalism', 0.34166592), ('Arson', 0.32530752), ('Normal Videos', 0.31651944), ('Robbery', 0.28795686), ('Explosion', 0.26074788), ('Fighting', 0.25461116), ('Shooting', 0.24826583), ('Abuse', 0.23827574), ('Stealing', 0.23597853), ('Arrest', 0.2157648), ('Assault', 0.21298519)]
Normal_Videos_634_x264: [('Burglary', 0.44751158), ('Road Accidents', 0.4451268), ('Vandalism', 0.43338597), ('Arson', 0.43153688), ('Shoplifting', 0.41137117), ('Normal Videos', 0.3816077), ('Explosion', 0.36817604), ('Robbery', 0.3680426), ('Fighting', 0.34060067), ('Shooting', 0.33253136), ('Abuse', 0.3159736), ('Stealing', 0.31088233), ('Arrest', 0.30708575), ('Assault', 0.3035107)]
Normal_Videos_317_x264: [('Burglary', 0.6229121), ('Road Accidents', 0.61905223), ('Vandalism', 0.60238725), ('Arson', 0.5815443), ('Normal Videos', 0.5803581), ('Explosion', 0.5557805), ('Robbery', 0.55459523), ('Shoplifting', 0.54975307), ('Shooting', 0.5300397), ('Fighting', 0.52782863), ('Abuse', 0.51665473), ('Arrest', 0.5095243), ('Stealing', 0.5073023), ('Assault', 0.50117403)]
Normal_Videos_050_x264: [('Road Accidents', 0.55557317), ('Vandalism', 0.52159435), ('Normal Videos', 0.503374), ('Burglary', 0.5030699), ('Shoplifting', 0.5000664), ('Arson', 0.49315628), ('Robbery', 0.4809734), ('Explosion', 0.46235198), ('Fighting', 0.46160218), ('Shooting', 0.45460358), ('Abuse', 0.44805974), ('Stealing', 0.4422355), ('Arrest', 0.43661168), ('Assault', 0.42552912)]
Normal_Videos_439_x264: [('Road Accidents', 0.5383678), ('Burglary', 0.5068203), ('Arson', 0.5019771), ('Normal Videos', 0.49526876), ('Vandalism', 0.48728767), ('Shoplifting', 0.4817806), ('Robbery', 0.47293392), ('Explosion', 0.47174403), ('Shooting', 0.46148193), ('Fighting', 0.45821443), ('Abuse', 0.44156826), ('Arrest', 0.43794364), ('Stealing', 0.4320664), ('Assault', 0.42944208)]
Normal_Videos_722_x264: [('Shoplifting', 0.35766894), ('Burglary', 0.33824465), ('Road Accidents', 0.33676422), ('Vandalism', 0.3301912), ('Arson', 0.327613), ('Normal Videos', 0.32118282), ('Robbery', 0.28617692), ('Explosion', 0.25600255), ('Fighting', 0.2510816), ('Shooting', 0.24863793), ('Stealing', 0.23442692), ('Abuse', 0.23197328), ('Arrest', 0.21021155), ('Assault', 0.2069192)]
Normal_Videos_758_x264: [('Vandalism', 0.5849187), ('Road Accidents', 0.58438754), ('Burglary', 0.5718428), ('Shoplifting', 0.5572884), ('Normal Videos', 0.52585816), ('Arson', 0.51280224), ('Robbery', 0.50677395), ('Explosion', 0.49682498), ('Fighting', 0.46680856), ('Shooting', 0.45571887), ('Abuse', 0.45078748), ('Stealing', 0.4477396), ('Arrest', 0.43800333), ('Assault', 0.42799145)]
Normal_Videos_345_x264: [('Burglary', 0.67408884), ('Road Accidents', 0.6611575), ('Vandalism', 0.64788294), ('Normal Videos', 0.6389315), ('Explosion', 0.6229812), ('Arson', 0.62000215), ('Robbery', 0.59890276), ('Fighting', 0.5840868), ('Shooting', 0.5826721), ('Abuse', 0.57495874), ('Shoplifting', 0.5689564), ('Stealing', 0.5642309), ('Arrest', 0.5625402), ('Assault', 0.55869913)]
Normal_Videos_248_x264: [('Burglary', 0.59513485), ('Vandalism', 0.5794576), ('Road Accidents', 0.57371676), ('Arson', 0.5228616), ('Shoplifting', 0.51677847), ('Robbery', 0.4928262), ('Normal Videos', 0.48768738), ('Explosion', 0.4834927), ('Fighting', 0.44803122), ('Shooting', 0.4390098), ('Abuse', 0.43184808), ('Arrest', 0.42558646), ('Stealing', 0.41695392), ('Assault', 0.41513875)]
Normal_Videos_905_x264: [('Burglary', 0.50346327), ('Vandalism', 0.5018749), ('Road Accidents', 0.49523115), ('Shoplifting', 0.47811413), ('Arson', 0.46307474), ('Normal Videos', 0.42472455), ('Robbery', 0.4215528), ('Explosion', 0.39783704), ('Fighting', 0.38266778), ('Shooting', 0.3810336), ('Abuse', 0.35646093), ('Stealing', 0.3471526), ('Arrest', 0.34643734), ('Assault', 0.34436765)]
Normal_Videos_798_x264: [('Burglary', 0.5237867), ('Road Accidents', 0.522086), ('Vandalism', 0.50961125), ('Arson', 0.47979265), ('Shoplifting', 0.4653052), ('Explosion', 0.44093788), ('Normal Videos', 0.438604), ('Robbery', 0.43416274), ('Fighting', 0.4120556), ('Shooting', 0.40001523), ('Abuse', 0.39140725), ('Stealing', 0.38269094), ('Arrest', 0.37989634), ('Assault', 0.372752)]
Normal_Videos_831_x264: [('Vandalism', 0.51140445), ('Burglary', 0.48919767), ('Shoplifting', 0.48339376), ('Road Accidents', 0.45499367), ('Arson', 0.44350588), ('Robbery', 0.43561447), ('Normal Videos', 0.43283385), ('Explosion', 0.3967384), ('Stealing', 0.36687014), ('Fighting', 0.36348495), ('Abuse', 0.35677874), ('Shooting', 0.34920406), ('Arrest', 0.3394151), ('Assault', 0.32229578)]
Normal_Videos_150_x264: [('Road Accidents', 0.63162327), ('Vandalism', 0.6244396), ('Burglary', 0.6178981), ('Normal Videos', 0.6130294), ('Shoplifting', 0.5707704), ('Arson', 0.5679087), ('Explosion', 0.5603745), ('Robbery', 0.560128), ('Shooting', 0.5471671), ('Fighting', 0.5440171), ('Abuse', 0.52690697), ('Arrest', 0.5247651), ('Stealing', 0.5170822), ('Assault', 0.51311976)]
Normal_Videos_606_x264: [('Burglary', 0.6725563), ('Road Accidents', 0.66096973), ('Vandalism', 0.65025294), ('Arson', 0.61847293), ('Shoplifting', 0.58876216), ('Normal Videos', 0.5885923), ('Explosion', 0.58486843), ('Robbery', 0.5776968), ('Fighting', 0.5588387), ('Shooting', 0.54691434), ('Abuse', 0.5400595), ('Arrest', 0.529405), ('Assault', 0.5281872), ('Stealing', 0.5263579)]
Normal_Videos_603_x264: [('Burglary', 0.45850092), ('Vandalism', 0.44613218), ('Road Accidents', 0.44062242), ('Arson', 0.4235255), ('Shoplifting', 0.41951188), ('Normal Videos', 0.37364107), ('Robbery', 0.36642537), ('Explosion', 0.3526753), ('Fighting', 0.33407617), ('Shooting', 0.31675553), ('Abuse', 0.31571442), ('Stealing', 0.3082735), ('Arrest', 0.30275798), ('Assault', 0.29186243)]
Normal_Videos_877_x264: [('Road Accidents', 0.5301709), ('Burglary', 0.5286513), ('Vandalism', 0.5229307), ('Arson', 0.4854216), ('Shoplifting', 0.4788588), ('Normal Videos', 0.4642039), ('Robbery', 0.45046735), ('Explosion', 0.44587672), ('Fighting', 0.42758247), ('Abuse', 0.42006075), ('Shooting', 0.419264), ('Stealing', 0.40937433), ('Arrest', 0.40509754), ('Assault', 0.39996496)]
Normal_Videos_312_x264: [('Burglary', 0.616797), ('Road Accidents', 0.60692203), ('Vandalism', 0.59196395), ('Shoplifting', 0.558339), ('Arson', 0.55790484), ('Normal Videos', 0.5512681), ('Robbery', 0.5329413), ('Explosion', 0.52896017), ('Fighting', 0.5017616), ('Shooting', 0.495987), ('Abuse', 0.48524404), ('Arrest', 0.47208267), ('Stealing', 0.46844804), ('Assault', 0.46568856)]
Normal_Videos_401_x264: [('Vandalism', 0.47341818), ('Burglary', 0.45021254), ('Shoplifting', 0.44310737), ('Road Accidents', 0.43244988), ('Normal Videos', 0.38338214), ('Arson', 0.37696618), ('Robbery', 0.371553), ('Explosion', 0.31970143), ('Shooting', 0.29996574), ('Fighting', 0.29450926), ('Abuse', 0.27978712), ('Arrest', 0.27187183), ('Stealing', 0.27109838), ('Assault', 0.25830126)]
Normal_Videos_929_x264: [('Vandalism', 0.6336802), ('Road Accidents', 0.6321758), ('Burglary', 0.6317307), ('Shoplifting', 0.5766554), ('Arson', 0.569032), ('Normal Videos', 0.56688845), ('Robbery', 0.54813063), ('Explosion', 0.5435858), ('Shooting', 0.51272213), ('Fighting', 0.5122765), ('Abuse', 0.5025353), ('Arrest', 0.4964869), ('Assault', 0.48691663), ('Stealing', 0.48558563)]
Normal_Videos_360_x264: [('Shoplifting', 0.48534343), ('Burglary', 0.47010338), ('Vandalism', 0.46168596), ('Road Accidents', 0.44479275), ('Arson', 0.40478843), ('Robbery', 0.40302214), ('Normal Videos', 0.38177747), ('Explosion', 0.3424154), ('Fighting', 0.31367818), ('Shooting', 0.30818868), ('Stealing', 0.2948074), ('Abuse', 0.29078496), ('Arrest', 0.28449863), ('Assault', 0.2640117)]
Normal_Videos_247_x264: [('Burglary', 0.47091234), ('Road Accidents', 0.45383382), ('Vandalism', 0.4404713), ('Shoplifting', 0.4311211), ('Arson', 0.43008518), ('Normal Videos', 0.39327982), ('Robbery', 0.38608286), ('Explosion', 0.37265944), ('Fighting', 0.35271633), ('Shooting', 0.33991814), ('Abuse', 0.3317001), ('Stealing', 0.3230211), ('Assault', 0.31259853), ('Arrest', 0.30742818)]
Normal_Videos_289_x264: [('Shoplifting', 0.4863746), ('Vandalism', 0.4862442), ('Road Accidents', 0.48002118), ('Burglary', 0.46294975), ('Arson', 0.43370464), ('Normal Videos', 0.4232751), ('Robbery', 0.40668273), ('Explosion', 0.363012), ('Fighting', 0.34941277), ('Shooting', 0.34608728), ('Abuse', 0.34500217), ('Arrest', 0.3239084), ('Stealing', 0.3237524), ('Assault', 0.31324804)]
Normal_Videos_881_x264: [('Burglary', 0.6468351), ('Vandalism', 0.63205504), ('Road Accidents', 0.61220896), ('Arson', 0.5714755), ('Normal Videos', 0.56769556), ('Explosion', 0.5658129), ('Robbery', 0.5441972), ('Shoplifting', 0.54056656), ('Shooting', 0.52133304), ('Fighting', 0.5193959), ('Abuse', 0.50090605), ('Arrest', 0.50084054), ('Assault', 0.49519852), ('Stealing', 0.49236685)]
Normal_Videos_015_x264: [('Vandalism', 0.47564358), ('Burglary', 0.44155234), ('Shoplifting', 0.4298035), ('Road Accidents', 0.41935936), ('Arson', 0.36887243), ('Normal Videos', 0.36561954), ('Robbery', 0.3638611), ('Explosion', 0.31857312), ('Shooting', 0.28175706), ('Fighting', 0.27513838), ('Abuse', 0.2637041), ('Stealing', 0.26368052), ('Arrest', 0.2592711), ('Assault', 0.24865273)]
Normal_Videos_478_x264: [('Road Accidents', 0.5100718), ('Vandalism', 0.49106044), ('Burglary', 0.49028948), ('Shoplifting', 0.48110843), ('Normal Videos', 0.4758405), ('Arson', 0.47363195), ('Robbery', 0.44435957), ('Explosion', 0.43256396), ('Fighting', 0.42498145), ('Shooting', 0.41829944), ('Abuse', 0.39931342), ('Stealing', 0.39769948), ('Arrest', 0.3908596), ('Assault', 0.38574624)]
Normal_Videos_129_x264: [('Road Accidents', 0.7266998), ('Burglary', 0.7256391), ('Vandalism', 0.7187191), ('Normal Videos', 0.67791986), ('Explosion', 0.6715929), ('Arson', 0.66467243), ('Fighting', 0.64168775), ('Shooting', 0.63510585), ('Robbery', 0.6273416), ('Abuse', 0.6241201), ('Assault', 0.62172246), ('Shoplifting', 0.6212952), ('Arrest', 0.6183473), ('Stealing', 0.6065521)]
Normal_Videos_453_x264: [('Road Accidents', 0.5365804), ('Burglary', 0.5338435), ('Vandalism', 0.51096606), ('Shoplifting', 0.49183255), ('Arson', 0.48969585), ('Normal Videos', 0.4718693), ('Robbery', 0.46803015), ('Explosion', 0.45904884), ('Fighting', 0.43601117), ('Shooting', 0.43455392), ('Abuse', 0.4171839), ('Stealing', 0.4088971), ('Arrest', 0.40532243), ('Assault', 0.40215248)]
Normal_Videos_417_x264: [('Burglary', 0.5198066), ('Vandalism', 0.5141654), ('Road Accidents', 0.4963212), ('Shoplifting', 0.4961521), ('Arson', 0.46325544), ('Robbery', 0.4277256), ('Normal Videos', 0.4243232), ('Explosion', 0.38550448), ('Fighting', 0.34682977), ('Shooting', 0.3374983), ('Abuse', 0.32949403), ('Arrest', 0.3271532), ('Stealing', 0.3268956), ('Assault', 0.30599514)]
Normal_Videos_597_x264: [('Burglary', 0.5655724), ('Road Accidents', 0.5623727), ('Vandalism', 0.54857326), ('Normal Videos', 0.5199929), ('Arson', 0.5046774), ('Shoplifting', 0.50124407), ('Robbery', 0.48283982), ('Explosion', 0.47250366), ('Shooting', 0.45917332), ('Fighting', 0.4460761), ('Abuse', 0.42979097), ('Arrest', 0.42329004), ('Stealing', 0.4204009), ('Assault', 0.4189839)]
